index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	सा	2	सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	कर्ता,13.1	कर्ता,13.1	N1	वह	-	-	-	-	-
2.1	एव	3	एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	ही	-	-	-	-	-
3.1	वेत्र-	4	वेत्रग्रहणे	वेत्र	वेत्र	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	वेत-ग्रहणि	-	-	-	-	-
3.2	ग्रहणे	-	-	ग्रहणि{स्त्री;8;एक}/वेत्र	ग्रहण{नपुं;7;एक}	अधिकरणम्,4.1	अधिकरणम्,4.1	N7				-	-	
4.1	नियुक्ता	5	नियुक्ता	नियुक्ता{स्त्री;1;एक}	नियुक्ता{स्त्री;1;एक}	कर्तृसमानाधिकरणम्,6.2	कर्तृसमानाधिकरणम्,6.2	N1	नियुक्त	-	-	-	-	-
5.1	तां	1	तां	तद्{सर्वनाम;स्त्री;2;एक}/ता{स्त्री;2;एक}	तद्{सर्वनाम;स्त्री;2;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N2	उसको	-	-	-	-	-
6.1	राज-	7	राजसुतां	राज	राज	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	षु2_प्प्_स्क्यें	-	-	-	-	-
6.2	सुतां	-	-	षु2{कर्तरि;लोट्;प्र;द्वि;परस्मैपदी;षु;:अदादिः}/राज	सुता{स्त्री;2;एक}	गौणकर्म,5.1	गौणकर्म,5.1	N2				-	-	
7.1	समीरण-	9	समीरणोत्था	ईर्2{ल्युट्;ईरँ;:चुरादिः	सम्_ईर्2{ल्युट्;ईरँ;:चुरादिः	तृतीया-तत्पुरुषः,7.2	तृतीया-तत्पुरुषः,7.2	CP	-	-	-	-	-	-
7.2	उत्था	-	-	उत्था;स्त्री;1;एक}	उत्था;स्त्री;1;एक}	विशेषणम्,8.2	विशेषणम्,8.2	N1				-	-	
8.1	तरङ्ग-	11	तरङ्गरेखा	तरङ्ग	तरङ्ग	तृतीया-तत्पुरुषः,8.2	तृतीया-तत्पुरुषः,8.2	CP	लहर-रेखा	-	-	-	-	-
8.2	रेखा	-	-	रेखा{स्त्री;1;एक}	रेखा{स्त्री;1;एक}	कर्ता,14.1	कर्ता,14.1	N1				-	-	
9.1	मानस-	13	मानसराजहंसीं	मानस	मानस	चतुर्थी-तत्पुरुषः,9.2	चतुर्थी-तत्पुरुषः,9.2	CP	मानसिक-	-	-	-	-	-
9.2	राजहंसीं	-	-	राजहंसीम्}	राज	गौणकर्म,14.1	गौणकर्म,14.1	N2				-	-	
10.1	पद्म-	12	पद्मान्तरं	पद्म	पद्म	अव्ययीभावः,10.2	अव्ययीभावः,10.2	CP	पद्म-अन्तर_को	-	-	-	-	-
10.2	अन्तरम्	-	-	अन्तर{सर्वनाम;पुं;2;एक}/अन्तर{सर्वनाम;नपुं;1;एक}/अन्तर{सर्वनाम;नपुं;2;एक}/अन्तर{पुं;2;एक}/अन्तर{नपुं;1;एक}/अन्तर{नपुं;2;एक}	अन्तर{सर्वनाम;नपुं;2;एक}	मुख्यकर्म,14.1	मुख्यकर्म,14.1	N2				-	-	
11.1	इव	10	इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,13.1	उपमान_द्योतकः,13.1	NA	जैसे	-	-	-	-	-
12.1	राज-	6	राजान्तरं	राज	राज	उपपद-तत्पुरुषः,12.2	उपपद-तत्पुरुषः,12.2	CP	राजा-अन्तर_को	-	-	-	-	-
12.2	अन्तरं	-	-	अन्तर{सर्वनाम;पुं;2;एक}/अन्तर{सर्वनाम;नपुं;1;एक}/अन्तर{सर्वनाम;नपुं;2;एक}/अन्तर{पुं;2;एक}/अन्तर{नपुं;1;एक}/अन्तर{नपुं;2;एक}	अन्तर{सर्वनाम;नपुं;2;एक}	मुख्यकर्म,13.1	मुख्यकर्म,13.1	N2				-	-	
13.1	निनाय	8	निनाय	णी1{कर्तरि;लिट्;उ;एक;परस्मैपदी;णीञ्;:भ्वादिः}/णी1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;णीञ्;:भ्वादिः}	णी1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;णीञ्;भ्वादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP	ले_गया	-	-	-	-	-
14.1	(निनाय)	14	(निनाय)	णी1{कर्तरि;लिट्;उ;एक;परस्मैपदी;णीञ्;:भ्वादिः}/णी1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;णीञ्;:भ्वादिः}	णी1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;णीञ्;भ्वादिः}	उपमानम्,11.1	उपमानम्,11.1	KP	ले_गया	-	-	-	-	-
