index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	पुरा	8	पुरा	पुरा{अव्य}/पुरा{अव्य}	पुरा{अव्य}	कालाधिकरणम्,12.1	कालाधिकरणम्,12.1	NA	पुरा1	In the days of yore	-	-	-	-
2.1	जन-	9	जनस्थानविमर्दशङ्की	जन	जन	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	जन-स्थान-कुचलना-सन्देह_करने_वाला	place in the deccan occupied by Ravana doubting destruction	-	-	-	-
2.2	स्थान-	-	-	स्थान	स्थान	षष्ठी-तत्पुरुषः,2.3	षष्ठी-तत्पुरुषः,2.3	CP	जन-स्थान-कुचलना-सन्देह_करने_वाला	place in the deccan occupied by Ravana doubting destruction	-	-	-	-
2.3	विमर्द-	-	-	विमर्द	विमर्द	बहुव्रीहिः,2.4	बहुव्रीहिः,2.4	CP	जन-स्थान-कुचलना-सन्देह_करने_वाला	place in the deccan occupied by Ravana doubting destruction	-	-	-	-
2.4	शङ्की	-	-	शङ्किन्{पुं;1;एक}	शङ्किन्{पुं;1;एक}	विशेषणम्,10.2	विशेषणम्,10.2	N1				-	-	
3.1	दृप्तः	7	दृप्तः	दृप्त{पुं;1;एक(दृप्1;क्त;दृपँ;:दिवादिः)}	दृप्त{पुं;1;एक(दृप्1;क्त;दृपँ;दिवादिः)}	विशेषणम्,10.2	विशेषणम्,10.2	N1	मदोन्मत्त	Insolent	-	-	-	Ravana , the king of Lanka, male person
4.1	दुरापम्	4	दुरापम्	दुराप{पुं;2;एक}/दुराप{नपुं;2;एक}/दुराप{नपुं;1;एक}	दुराप{नपुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2	दुर्लभ_ने	Difficult to be obtained	-	-	-	-
5.1	अस्त्रम्	1	अस्त्रम्	अस्त्र{नपुं;2;एक}/अस्त्र{नपुं;1;एक}	अस्त्र{नपुं;2;एक}	कर्म,6.1	कर्म,6.1	N2	अस्त्र	Weapons	-	-	-	-
6.1	हरात्	2	हरात्	हर{पुं;5;एक}/हर{नपुं;5;एक}	हर{नपुं;5;एक}	अपादानम्,7.1	अपादानम्,7.1	N5	खेदहर_से	From Shiva	-	-	-	-
7.1	आप्तवता	3	आप्तवता	आप्तवत्{नपुं;3;एक(आप्1;क्तवतु;आपॢँ;:स्वादिः)}/आप्तवत्{पुं;3;एक(आप्1;क्तवतु;आपॢँ;:स्वादिः)}	आप्तवत्{नपुं;3;एक(आप्1;क्तवतु;आपॢँ;स्वादिः)}	विशेषणम्,8.1	विशेषणम्,8.1	N3	ध्_आप्1या	One who Obtained	-	-	-	-
8.1	येन	5	येन	यद्{सर्वनाम;नपुं;3;एक}/यद्{सर्वनाम;पुं;3;एक}	यद्{सर्वनाम;पुं;3;एक}	सहार्थः,9.1	सहार्थः,9.1	N3	जिससे	By Whom	-	-	थ्हे फन्द्य किन्ग् ट्हो ओब्तैनेद् थे टेअपोन्स् ऋरोम् श्हिव	-
9.1	सन्धाय	10	सन्धाय	सम्_धा1{अव्य;ल्यप्;डुधाञ्;:जुहोत्यादिः}	सम्_धा1{अव्य;ल्यप्;डुधाञ्;जुहोत्यादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA	स्थापना_करके	Having made peace	-	-	-	-
10.1	लङ्का-	11	लङ्काधिपतिः	लङ्का	लङ्का	षष्ठी-तत्पुरुषः,10.2	षष्ठी-तत्पुरुषः,10.2	CP	लङ्का-अधिपति	Lanka King	-	-	-	-
10.2	अधिपतिः	-	-	अधिपति{पुं;1;एक}	अधिपति{पुं;1;एक}	कर्म,12.1	कर्म,12.1	N1				-	-	
11.1	इन्द्र-	6	इन्द्रलोकजयाय	इन्द्र	इन्द्र	षष्ठी-तत्पुरुषः,11.2	षष्ठी-तत्पुरुषः,11.2	CP	इन्द्र-लोक-जय_के_लिये	To conquer Indra-loka	-	-	-	-
11.2	लोक-	-	-	लोक	लोक	षष्ठी-तत्पुरुषः,11.3	षष्ठी-तत्पुरुषः,11.3	CP	इन्द्र-लोक-जय_के_लिये	To conquer Indra-loka	-	-	-	-
11.3	जयाय	-	-	जय{पुं;4;एक}	जय{पुं;4;एक}	प्रयोजनम्,12.1	प्रयोजनम्,12.1	N4				-	-	
12.1	प्रतस्थे	12	प्रतस्थे	प्र_ष्था1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;ष्था;:भ्वादिः}	प्र_ष्था1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;ष्था;भ्वादिः}	अभिहित_कर्म,10;सकर्मक.1	अभिहित_कर्म,10;सकर्मक.1	KP	विद्यमान_हुआ_जाता_है	Embarked on	-	-	-	-
