index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	समम्	10.1	सममेव 	समम्-एव{अव्य}/एव{पुं;8;एक}/एव{नपुं;8;एक}	समम्{अव्य}	विशेषणम्,2.1	विशेषणम्,2.1	NA	समम्-एव	Equal	-	-	-	-
2.1	एव	11.1	-	एव{अव्य}	एव{अव्य}	सम्बन्धः,3.2	सम्बन्धः,3.2	NA	-	-	-	-	-	-
3.1	सम-	12.1	समाक्रान्तं	सम	सम	उपपद-तत्पुरुषः,3.2	उपपद-तत्पुरुषः,3.2	CP	समान-भरपूर	Occupation	-	-	-	-
3.2	आक्रान्तम्	12.2	-	आ_क्रान्त{पुं;2;एक}	आ_क्रान्त{नपुं;1;एक}	अभिहित_कर्म,4.1;सकर्मक.1	अभिहित_कर्म,4.1;सकर्मक.1	KP				-	-	
4.1	द्वयं	9.1	द्वयं	द्वय{नपुं;2;एक}/द्वय{नपुं;1;एक}	द्वय{नपुं;2;एक}	कर्म,3.2	कर्म,3.2	N2	-	on both,	-	-	-	-
5.1	द्विरद-	1.1	द्विरदगामिना	द्विरद	द्विरद	तृतीया-तत्पुरुषः,5.2	तृतीया-तत्पुरुषः,5.2	CP	द्विरद-गामिन्	the Double Tusker like walking	-	-	-	-
5.2	गामिना	1.2	-	गामिन्{पुं;3;एक}/गामिन्{नपुं;3;एक}	गामिन्{पुं;3;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N3				-	-	
6.1	तेन	3.1	तेन	सः{पुं;3;एक}	सः{पुं;3;एक}	कर्ता,3.2	कर्ता,3.2	N3	उसके_द्वारा	by him	-	-	-	-
7.1	सिंहासनं	5.1	सिंहासनं	पित्र्य-सिंहासन{पुं;2;एक}/सिंहासन{नपुं;1;एक}/सिंहासन{नपुं;2;एक}	सिंहासन{पुं;2;एक}	कर्म,4.1	कर्म,4.1	N2	पित्र्य-सिंहासन	the peternal throne,	-	-	-	-
8.1	पित्र्यम्	4.1	 पित्र्यमखिलं	पित्र्य{पुं;2;एक}	पित्र्य{पुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2	-	-	-	-	-	-
9.1	अखिलम्	6.1	-	अखिल{नपुं;2;एक}	अखिल{नपुं;2;एक}	विशेषणम्,11.2	विशेषणम्,11.2	N2	-	-	-	-	-	-
10.1	च	8.1	-	च{अव्य}	च{अव्य}	समुच्चितः,1.1	समुच्चितः,1.1	NA	और	as well.	-	-	-	-
11.1	अरि-	7.1	चारिमण्डलम्	अरि	अरि	षष्ठी-तत्पुरुषः,11.2	षष्ठी-तत्पुरुषः,11.2	CP	सम्पूर्ण-शत्रु-मण्डल	entire rival territory 	-	-	-	-
11.2	मण्डलम्	7.2	-	मण्डल{पुं;2;एक}	मण्डल{पुं;2;एक}	कर्म,4.1	कर्म,4.1	N2				-	-	
