index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	kewu-mAlA-upavanA	2	kewumAlopavanA	kewu-mAlA-upavanA{swrI;1;eka}	kewu-mAlA-upavanA{swrI;1;eka}	viSeRaNam,7	pawAkAoM-mAlA_rUpI-upavana_vAlI	-	-	-	-	-
2	bqhaxBiH	3	bqhaxBirvihAraSElAnugaweva	bqhaw{napuM;3;bahu}/bqhaw{swrI;3;bahu}/bqhaw{puM;3;bahu}	bqhaw{puM;3;bahu}	viSeRaNam,3	bade_bade	-	-	-	-	-
3	nAgEH	4	nAgEH	nAga{puM;3;bahu}/nAga{napuM;3;bahu}	nAga{puM;3;bahu}	karwA,4	hAWIyoM_se	-	-	-	-	-
4	vihAra-SElA-anugawA	-	-	hq1{GaF;hqF;:BvAxiH-SElA-anuga;wal;swrI;1;eka}/anugawA{swrI;1;eka(gam1;kwa;gamLz;:BvAxiH)}	anugawA-anugawA{swrI;1;eka(anugawA-gam1;kwa;gamLz;:BvAxiH)}	viSeRaNam,7	anugawA-anusaraNa_kiyA_huA	-	-	-	-	-
5	raWa-uxAra-gqhA	6	raWoxAragqhA	raWa-q1{GaF;q;:BvAxiH}/q2{GaF;q;:juhowyAxiH-gqhA;swrI;1;eka}	raWa-uw_q2{GaF;q;:juhowyAxiH-gqhA;swrI;1;eka}	viSeRaNam,7	raWa_rUpI-UMce-maMxiroM_vAlI	-	-	-	-	-
6	sA	1	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	viSeRaNam,7	vaha	-	-	kuSarAja-kI-vaha	Wing	-
7	senA	5	senA	senA{swrI;1;eka}	senA{swrI;1;eka}	karwA,12	senA	-	-	-	-	-
8	wasya	8	wasyABavajjafgamarAjaXAnI	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,9	usake	-	-	kuSarAja-ke	person	-
9	prayANe	7	prayANe	prayANa{napuM;1;xvi}/prayANa{napuM;2;xvi}/prayANa{napuM;8;xvi}/prayANa{napuM;7;eka}	prayANa{napuM;7;eka}	aXikaraNam,12	prasWAna_meM	-	-	-	-	-
10	jafgama-rAja-XAnI	-	-	jafgama-rAja-XAnI{swrI;1;eka}	jafgama-rAja-XAnI{swrI;1;eka}	upamAnam,11	calawI_huI-rAja-XAnI	-	-	-	-	-
11	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,7	jEse	-	-	-	-	-
12	aBavaw	-	-	BU1{karwari;laf;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;laf;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,7;sakarmaka	huI	-	-	-	-	-
