index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	सः	1	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,12.2	कर्ता,12.2	N1	वह	-	-	-	रघुः	रघुः
2.1	अन्त्यं-	2	किलाश्रममन्त्यमाश्रितो	अन्त्यं	अन्त्यं	कर्मधारयः,2.2	कर्मधारयः,2.2	CP	अन्त्यं-आश्रम_में	-	-	-	-	-
2.2	आश्रमं	-	-	आश्रम{पुं;2;एक}/आश्रम{नपुं;1;एक}/आश्रम{नपुं;2;एक}	आश्रम{नपुं;2;एक}	कर्म,3.1	कर्म,3.1	N2				-	-	
3.1	आश्रितः	-	-	आश्रि{अव्य;तसिल्}/आश्रित{पुं;1;एक(श्रि1;क्त;श्रिञ्;:भ्वादिः)}	आश्रित{पुं;1;एक(श्रि1;क्त;श्रिञ्;:भ्वादिः)}	विशेषणम्,7.1	विशेषणम्,7.1	N1	आश्रय_लिया_हुआ	-	-	-	-	-
4.1	पुरात्	4	पुराद्बहिः	पुर{नपुं;5;एक}	पुर{नपुं;5;एक}	सन्दर्भ_बिन्दुः,5.1	सन्दर्भ_बिन्दुः,5.1	N5	पुर_के	-	-	-	-	-
5.1	बहिः	-	-	बहिः{अव्य}	बहिः{अव्य}	देशाधिकरणम्,7.1	देशाधिकरणम्,7.1	NA	बाहर	-	-	-	-	-
6.1	आवसथे	-	-	आवसथ{पुं;7;एक}	आवसथ{पुं;7;एक}	अधिकरणम्,7.1	अधिकरणम्,7.1	N7	आवसथ_में	-	-	-	-	-
7.1	निवसन्	3	निवसन्नावसथे	निवसत्{पुं;1;एक(वस्2;शतृ_लट्;वसँ;:अदादिः)}/निवसत्{पुं;1;एक(वस्1;शतृ_लट्;वसँ;:भ्वादिः)}	निवसत्{पुं;1;एक(वस्2;शतृ_लट्;वसँ;:अदादिः)}	वर्तमानसमानकालः,12.2	वर्तमानसमानकालः,12.2	N1	ण्थ्ता_हुआ	-	-	-	-	-
8.1	अविकृत-	-	-	अविकृत	अविकृत	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP	अविकृत-इन्द्रिय	-	-	-	-	-
8.2	इन्द्रियः	-	-	इन्द्रिय{पुं;1;एक}	इन्द्रिय{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1				-	-	
9.1	स्नुषया	7	स्नुषयेवाविकृतेन्द्रियः	स्नुषा{स्त्री;3;एक}	स्नुषा{स्त्री;3;एक}	उपमानम्,10.1	उपमानम्,10.1	N3	बहू_से	-	-	-	-	-
10.1	इव	-	-	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,11.2	उपमान_द्योतकः,11.2	NA	जैसे	-	-	-	-	-
11.1	पुत्रभोग्यया-	6	पुत्रभोग्यया	पुत्रभोग्यया	पुत्रभोग्यया	तृतीया-तत्पुरुषः,11.2	तृतीया-तत्पुरुषः,11.2	CP	पुत्रभोग्यया-श्री_से	-	-	-	-	-
11.2	श्रिया	-	-	श्री{स्त्री;3;एक}	श्री{स्त्री;3;एक}	करणम्,12.2	करणम्,12.2	N3				-	-	
12.1	सम्-	8	श्रिया	सम्	सम्	प्रादि-समासः,12.2	प्रादि-समासः,12.2	CP	उपासना_की_गयी	-	-	-	-	-
12.2	उपास्यत	-	-	उप_आस्1{कर्मणि;लङ्;प्र;एक;आत्मनेपदी;आसँ;:अदादिः}	उप_आस्1{कर्मणि;लङ्;प्र;एक;आत्मनेपदी;आसँ;:अदादिः}	अभिहित_कर्ता,1;सकर्मक.1	अभिहित_कर्ता,1.1;सकर्मक.1	KP				-	-	
13.1	किल	5	समुपास्यत	किल{अव्य}	किल{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	-	-	-	-	-	-
