index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	ततः	1.1	ततो	ततः{अव्य}	ततः{अव्य}	कालाधिकरणम्,7.2	कालाधिकरणम्,7.2	NA	वहाँ_से	-	-	-	-	-
2.1	वेला-	4.1	वेलातटेनैव	वेला	वेला	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP						
2.2	तटेन	4.2		तट{पुं;3;एक}/तट{नपुं;3;एक}	तट{पुं;3;एक}	करणम्,3.1	करणम्,3.1	N3						
3.1	एव	5.1		एव{अव्य}	एव{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA						
4.1	फलवत्-	3.1	फलवत्पूगमालिना	फलवत्	फलवत्	बहुव्रीहिः,4.2	बहुव्रीहिः,4.2	CP	फलवत्-	-	-	-	-	-
4.2	पूगमालिना	3.2	-	पूगमालिना}	पूगमालिना{पुं;3;एक}	विशेषणम्,2.2	विशेषणम्,2.2	N3				-	-	
5.1	अगस्त्याचरिताम्	6.1	अगस्त्याचरितामाशामनाशास्यजयो	अगस्त्याचरिताम्	अगस्त्याचरिताम्{स्त्री;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	-	-	-	-	-	-
6.1	आशां	7.1	-	आशा{स्त्री;2;एक}	आशा{स्त्री;2;एक}	कर्म,8.1	कर्म,8.1	N2	आशा_को	-	-	-	-	-
7.1	अनाशास्य-	2.1		अनाशास्य	अनाशास्य	षष्ठ्यर्थ-बहुव्रीहिः,7.2	षष्ठ्यर्थ-बहुव्रीहिः,7.2	CP						
7.2	जयः	2.2		जय{पुं;1;एक}	जय{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1						
8.1	ययौ	8.1	ययौ	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;या;:अदादिः}/या1{कर्तरि;लिट्;उ;एक;परस्मैपदी;या;:अदादिः}/ययि{पुं;7;एक}	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;या;:अदादिः}	अभिहित_कर्ता,6;सकर्मक.1	अभिहित_कर्ता,6;सकर्मक.1	KP	गया	-	-	-	-	-
