index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	स्थिरधीः	4	स्थिरधीरा	स्थिरधी{स्त्री;1;एक}	स्थिरधी{स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	शान्त	-	-	-	-	-
2.1	नवः	-	-	नव{पुं;1;एक}	नव{पुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	नव	-	-	-	-	-
3.1	इतरः	-	-	इतर{पुं;1;एक}/इतर{सर्वनाम;पुं;1;एक}	इतरसर्वनाम;पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	इतर	-	-	-	इतरः=राजा रघु 	-
4.1	च	2	च	च{अव्य}	च{अव्य}	समुच्चितः,2.1	समुच्चितः,2.1	NA	और	-	-	-	-	-
5.1	आ-	5	परमात्मदर्शनात्	आ	आ	उपपद-तत्पुरुषः,5.2	उपपद-तत्पुरुषः,5.2	CP	आ-परमात्म-दर्शन_से	-	-	-	-	आ-परम-आत्म=ईश्वर 
5.2	परम-			परमात्म	परम	कर्मधारयः,5.3	कर्मधारयः,5.3	CP						
5.3	आत्म-	-	-	आत्म	आत्म	षष्ठी-तत्पुरुषः,5.4	षष्ठी-तत्पुरुषः,5.4	CP	आ-परमात्म-दर्शन_से	-	-	-	-	आ-परम-आत्म=ईश्वर 
5.4	दर्शनात्	-	-	दर्शन{पुं;5;एक}/दर्शन{नपुं;5;एक}	दर्शन{पुं;5;एक}	सम्बन्धः,8.1	सम्बन्धः,8.1	N5				-	आ-परम-आत्म=ईश्वर 	
6.1	योग-	3	योगविधेर्नवेतरः	योग	योग	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	विधान_करो	-	-	-	-	-
6.2	विधेः	-	-	विध्1{कर्तरि;विधिलिङ्;म;एक;परस्मैपदी;विधँ;:तुदादिः}/विधि{पुं;5;एक}/विधि{पुं;6;एक}	विधिपुं{5;एक}	अपादानम्,8.1	अपादानम्,8.1	N5				-	-	
7.1	न	1	न	न{अव्य}	न{अव्य}	प्रतिषेधः,8.1	प्रतिषेधः,8.1	NA	नहीं	-	-	-	-	-
8.1	विरराम	-	विरराम	वि_रम्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;रमुँ;:भ्वादिः}	वि_रम्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;रमुँ;:भ्वादिः}	अभिहित_कर्ता,3.1	अभिहित_कर्ता,3.1	KP	वि_रम्1_अप्_स्क्या	-	-	-	-	-
