index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	नय-	1.1	नय	नय-	नय-	द्वितीया-तत्पुरुषः,1.2	द्वितीया-तत्पुरुषः,1.2	CP	नयविदों_से					
1.2	विद्भिः	1.2	नयविद्भिर्नवे	नयविद्{पुं;3;बहु}	विद्{पुं;3;बहु}	कर्ता,7.1	कर्ता,7.1	N3	नयविदों_से					
2.1	नवे	2.1		नव{नपुं;1;द्वि}/नव{नपुं;2;द्वि}/नवा{स्त्री;1;द्वि}/नवा{स्त्री;2;द्वि}/नव{नपुं;8;द्वि}/नव{पुं;7;एक}/नव{नपुं;7;एक}	नव{पुं;7;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N7	नव					
3.1	राज्ञि	3.1	राज्ञि	राजन्{स्त्री;8;एक}/राजन्{पुं;7;एक}	राजन्{पुं;7;एक}	अधिकरणम्,4.1	अधिकरणम्,4.1	N7	रानी					
4.1	सद्	4.1	सदसच्चोपदर्शितम्	सत्{नपुं;8;एक}/सत्{नपुं;1;एक(अस्2;शतृ_लट्;असँ;:अदादिः)}/सत्{नपुं;2;एक(अस्2;शतृ_लट्;असँ;:अदादिः)}	सत्{नपुं;1;एक}	कर्म,5.1	कर्म,5.1	N1	विद्यमान					
5.1	असत्	5.1		षस्1{कर्तरि;लङ्;म;एक;परस्मैपदी;षसँ;:अदादिः}/षस्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;षसँ;:अदादिः}/असत्{नपुं;8;एक}/असत्{नपुं;1;एक(अस्1;शतृ_लट्;असँ;:भ्वादिः)}/असत्{नपुं;2;एक(अस्1;शतृ_लट्;असँ;:भ्वादिः)}	षस्1{असत्नपुं;1;एक}	कर्म,6.1	कर्म,6.1	N1	षस्1_प्प्_स्क्या					
6.1	च	6.1		च{अव्य}	च{अव्य}	समुच्चितः,1.2	समुच्चितः,1.2	NA	और					
7.1	उपदर्शितम्	7.1		उपदर्शित{पुं;1;एक(दृश्1;णिच्;क्त;भ्वादिः)}	उपदर्शित{पुं;1;एक(दृश्1;णिच्;क्त;भ्वादिः)}	अभिहित_कर्म,10.1	अभिहित_कर्म,10.1	KP	कहा					
8.1	पूर्वः	9.1	पूर्वः	पूर्व{पुं;1;एक}/पूर्व{सर्वनाम;पुं;1;एक}	पूर्व{पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	पूर्व					
9.1	एव	10.1	एवाभवत्पक्षस्तस्मिन्नाभवदुत्तरः	एव{अव्य}	एव{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	ही					
10.1	अभवत्	12.1		भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,11.1	अभिहित_कर्ता,11.1	KP	हुआ					
11.1	पक्षः	11.1		पक्ष{पुं;1;एक}	पक्ष{पुं;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	पक्ष					
12.1	तस्मिन्	8.1		तद्{सर्वनाम;नपुं;7;एक}/तद्{सर्वनाम;पुं;7;एक}	तद्{सर्वनाम;पुं;7;एक}	अधिकरणम्,8.1	अधिकरणम्,8.1	N7	उसमें					
13.1	न	14.1		न{अव्य}	न{अव्य}	प्रतिषेधः,14.1	प्रतिषेधः,14.1	NA	नहीं					
14.1	अभवत्	15.1		भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भू;:भ्वादिः}	अभिहित_कर्ता,15	अभिहित_कर्ता,15	KP	हुआ					
15.1	उत्तरः	13.1		उत्तर{पुं;1;एक}/उत्तर{सर्वनाम;पुं;1;एक}	उत्तर{पुं;1;एक}	कर्ता,14.1	कर्ता,14.1	N1	उत्तर					
