index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	कॢप्त-	9	कॢप्तविवाहवेषा	कॢप्त	कॢप्त	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	विवाह की वेषा में सँवारी हुई	(and was therefore) decked in wedding dress	यया क्लृप्तः विवाहस्य वेषा	-	-	-
1.2	विवाह-	-	-	विवाह	विवाह	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	CP	विवाह की वेषा में सँवारी हुई	(and was therefore) decked in wedding dress	यया क्लृप्तः विवाहस्य वेषा	-	-	-
1.3	वेषा	-	-	वेषा{स्त्री;1;एक}	वेषा{स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1				-	-	
2.1	पतिं-	8	पतिंवरा	पतिं	पतिं	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP	जो पति को चुनती है	who was about to choose a husband	या पतिं वृणोति सा पतिंवरा	-	-	-
2.2	वरा	-	-	वरा{स्त्री;1;एक}	वरा{स्त्री;1;एक}	विशेषणम्,1.3	विशेषणम्,1.3	N1				-	-	
3.1	कन्या	4	कन्या	कन्या{स्त्री;1;एक}	कन्या{स्त्री;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	कन्या_ने	the maiden princess	कुमारी इन्दुमती	-	-	-
4.1	परिवार-	5	परिवारशोभि	परिवार	परिवार	तृतीया-तत्पुरुषः,4.2	तृतीया-तत्पुरुषः,4.2	CP	परिवार से सुशोभित	beautified by a train/retinue of  attendants or followers collectively	परिवारेण शोभिः	-	-	-
4.2	शोभि	-	-	शस्{पुं;3;बहु(वृ1;घञ्;वृञ्;स्वादिः)}	शस्{पुं;3;बहु(वृ1;घञ्;वृञ्;स्वादिः)}	विशेषणम्,6.2	विशेषणम्,6.2	N3				-	-	
5.1	मनुष्य-	1	मनुष्यवाह्यं	मनुष्य	मनुष्य	तृतीया-तत्पुरुषः,5.2	तृतीया-तत्पुरुषः,5.2	CP	मनुष्य से उठाया गया	borne by men	मनुष्यैः वोढुं वाह्यम् 	-	-	-
5.2	वाह्यं	-	-	वाह्य{पुं;2;एक}	वाह्य{नपुं;2;एक}	विशेषणम्,4.2	विशेषणम्,4.2	N2				-	-	
6.1	चतुरस्र-	2	चतुरन्तयानं	चतुरस्र	चतुरस्र	कर्मधारयः,6.2	कर्मधारयः,6.2	CP	चतुरन्त-वाहन	(in the) palanquin	चतुरस्रञ्च तत् यानम् इति	-	-	-
6.2	यानम्	-	-	यान{नपुं;1;एक}/यान{नपुं;2;एक}	यान{नपुं;2;एक}	कर्म,7.1	कर्म,7.1	N2				-	-	
7.1	अध्यास्य	3	अध्यास्य	अस्3{अव्य;ल्यप्;असुँ;दिवादिः}/आस्1{अव्य;ल्यप्;आसँ;अदादिः}	अधि_आस्1{अव्य;ल्यप्;आसँ;अदादिः}	पूर्वकालः,8.3	पूर्वकालः,8.3	NA	रह_कर	took (her) seat	-	-	-	-
8.1	मञ्च-	7	मञ्चान्तरराजमार्गम्	मञ्च	मञ्च	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	मञ्च के मध्य राजाओं के मार्ग	the royal road between the rows of the dias	मञ्चानां अन्तरम् राज्ञां मार्गः इति राजमार्गः	-	-	-
8.2	अन्तर-	-	-	अन्तर	अन्तर	सप्तमी-तत्पुरुषः,8.3	सप्तमी-तत्पुरुषः,8.3	CP	मञ्च के मध्य राजाओं के मार्ग	the royal road between the rows of the dias	मञ्चानां अन्तरम् राज्ञां मार्गः इति राजमार्गः	-	-	-
8.3	राजमार्गम्	-	-	राजमार्ग{पुं;2;एक}	राजमार्ग{पुं;2;एक}	कर्म,9.1	कर्म,9.1	N2				-	-	
9.1	विवेश	6	विवेश	विश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;विशँ;तुदादिः}/विश्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;विशँ;तुदादिः}	विश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;विशँ;तुदादिः}	अभिहित_कर्ता,3;सकर्मक.1	अभिहित_कर्ता,3;सकर्मक.1	KP	अन्दर_प्रवेश_किया	entered	-	-	-	-
