"index"	"word"	"poem"	"sandhied_word"	"morph_analysis"	"morph_in_context"	"kaaraka_sambandha"	"possible_relations"	"color_code"	"hindi_meaning"	"English_meaning"	"samAsa"	"prayoga"	"sarvanAma"	"Name-classification"
1.1	"सः"	5	"स"	"तद्{सर्वनाम;पुं;1;एक}"	"तद्{सर्वनाम;पुं;1;एक}"	"कर्ता,10.1"	"कर्ता,10.1"	"N1"	"उन्होंने"	"-"	"-"	"-"	"राजा_दशरथ"	"-"
2.1	"पूर्वेषाम्"	3	"पूर्वेषामृणनिर्मोक्षसाधनम्"	"पूर्व{पुं;6;बहु}/पूर्व{नपुं;6;बहु}"	"पूर्व{पुं;6;बहु}"	"षष्ठीसम्बन्धः,3.3"	"षष्ठीसम्बन्धः,3.3"	"N6"	"पूर्वजों_के"	"-"	"-"	"-"	"-"	"-"
3.1	"ऋण-"	"-"	"-"	"ऋण"	"ऋण"	"पञ्चमी-तत्पुरुषः,3.2"	"पञ्चमी-तत्पुरुषः,3.2"	"CP"	"ऋणमुक्ति_के"	"-"	"-"	"-"	"-"	"-"
3.2	"निर्मोक्ष-"	"-"	"-"	"निर्मोक्ष"	"निर्मोक्ष"	"षष्ठी-तत्पुरुषः,3.3"	"षष्ठी-तत्पुरुषः,3.3"	"CP"	"ऋणमुक्ति_के"	"-"	"-"	"-"	"-"	"-"
3.3	"साधनम्"	"-"	"-"	"साधनम्{पुं;2;एक}/{नपुं;2;एक}/साधन{नपुं;1;एक}"	"साधन{नपुं2;एक}"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N2"				"-"	"-"	
4.1	"च"	2	"चोपलेभे"	"च{अव्य}"	"च{अव्य}"	"सम्बन्धः,10.1"	"सम्बन्धः,10.1"	"NA"	"और"	"-"	"-"	"-"	"-"	"-"
5.1	"सद्यः"	7	"सद्यः"	"सद्यः{अव्य}"	"सद्यः{अव्य}"	"सम्बन्धः,6.2"	"सम्बन्धः,6.2"	"NA"	"तत्काल"	"-"	"-"	"-"	"-"	"-"
6.1	"शोक-"	8	"शोकतमोपहम्"	"शोक"	"शोक"	"कर्मधारयः,6.2"	"कर्मधारयः,6.2"	"CP"	"शोक_रुपी_अंधकार_हटाने_वाले"	"-"	"-"	"-"	"-"	"-"
6.2	"तमोपहम्"	"-"	"-"	"तमोपहम्{नपुं;1;एक}"	"तमोपहम्{नपुं;2;एक}"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N2"				"-"	"-"	
7.1	"सुत-"	4	"सुताभिधानं"	"सुत"	"सुत"	"बहुव्रीहिः,7.2"	"बहुव्रीहिः,7.2"	"CP"	"पुत्र_नामक"	"-"	"-"	"-"	"-"	"-"
7.2	"अभिधानम्"	"-"	"-"	"अभिधान{नपुं;2;एक}/अभिधाननपुं;1;एक}"	"अभिधान{नपुं;2;एक}"	"विशेषणम्,8.1"	"विशेषणम्,8.1"	"N2"				"-"	"-"	
8.1	"ज्योतिः"	6	"ज्योतिः"	"ज्योतिः{नपुं;2;एक}/ज्योतिः{नपुं;1;एक}"	"ज्योतिः{नपुं;2;एक}"	"कर्म,10.1"	"कर्म,10.1"	"N2"	"ज्योति_की"	"-"	"-"	"-"	"-"	"-"
9.1	"न"	1	"न"	"न{अव्य}"	"न{अव्य}"	"प्रतिषेधः,10.1"	"प्रतिषेधः,10.1"	"NA"	"नहीं"	"-"	"-"	"-"	"-"	"-"
10.1	"उपलेभे"	"-"	"-"	"उप_लभ्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;डुलभँष्;:भ्वादिः}/उप_लभ्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;डुलभँष्;:भ्वादिः"	"उप_लभ्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;डुलभँष्;:भ्वादिः}"	"अभिहित_कर्ता,8.1;सकर्मक.1"	"अभिहित_कर्ता,8.1;सकर्मक.1"	"KP"	"प्राप्ति_की"	"-"	"-"	"-"	"-"	"-"
