index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	अनेन	1	अनेन	इदम्{सर्वनाम;पुं;3;एक}/इदम्{सर्वनाम;नपुं;3;एक}/अन{पुं;3;एक}	इदम्{सर्वनाम;पुं;3;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N3	इस	-	-	-	फदम् रेऋएर्स् तो खिन्ग् ओऋ आवन्ति	-
2.1	यूना	2	यूना	युवन्{पुं;3;एक}	युवन्{पुं;3;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N3	युवक_से	-	-	-	-	-
3.1	पार्थिवेन	4	पार्थिवेन	पार्थिव{पुं;3;एक}	पार्थिव{पुं;3;एक}	सहार्थः,8.1	सहार्थः,8.1	N3	पार्थिव_का	-	-	-	-	-
4.1	सह	3	सह	सह{अव्य}	सह{अव्य}	सहार्थ_द्योतकः,3.1	सहार्थ_द्योतकः,3.1	NA	साथ	-	-	-	-	-
5.1	रम्भा-	5	रम्भोरु	रम्भा	रम्भा	बहुव्रीहिः,5.2	बहुव्रीहिः,5.2	CP	रम्भा-ऊरु	-	-	-	-	Refers to Princess Indumati
5.2	ऊरु	-	-	ऊरु{पुं;1;द्वि}/ऊरु{पुं;2;द्वि}/ऊरु{पुं;8;द्वि}	ऊरु{पुं;8;एक}	सम्बोध्यः,13.1	सम्बोध्यः,13.1	N8				-	Refers to Princess Indumati	
6.1	सिप्रा-	8	सिप्रातरंगानिलकम्पितासु	सिप्रा	सिप्रा	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	करधनी-लहर-वायु-कप्1या_हुईं	-	-	-	-	Sipra refers to Sipra River
6.2	तरङ्ग-	-	-	तरङ्ग	तरङ्ग	षष्ठी-तत्पुरुषः,6.3	षष्ठी-तत्पुरुषः,6.3	CP	करधनी-लहर-वायु-कप्1या_हुईं	-	-	-	-	Sipra refers to Sipra River
6.3	अनिल-	-	-	अनिल	अनिल	तृतीया-तत्पुरुषः,6.4	तृतीया-तत्पुरुषः,6.4	CP	करधनी-लहर-वायु-कप्1या_हुईं	-	-	-	-	Sipra refers to Sipra River
6.4	कम्पितासु	-	-	कम्पिता{स्त्री;7;बहु(सिप्रा	कम्पिता{स्त्री;7;बहु(कप्1;क्त;कपिँ;:भ्वादिः)}	विशेषणम्,7.2	विशेषणम्,7.2	N7				-	Sipra refers to Sipra River	
7.1	उद्यान-	9	विहर्तुमुद्यानपरंपरासु	उद्यान	उद्यान	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	CP	उद्यान-परम्पराओं_में	-	-	-	-	-
7.2	परम्परासु	-	-	परम्परा{स्त्री;7;बहु}	परम्परा{स्त्री;7;बहु}	अधिकरणम्,8.1	अधिकरणम्,8.1	N7				-	-	
8.1	विहर्तुम्	9	विहर्तुमुद्यानपरंपरासु	हृ1{अव्य;तुमुन्;हृञ्;:भ्वादिः}	वि_हृ1{अव्य;तुमुन्;हृञ्;भ्वादिः}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	ण्थ्ने~के_लिये	-	-	-	-	-
9.1	ते	7	ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6	तुम्हारे	-	-	-	-	-
10.1	मनसः	6	मनसः	मनस्{नपुं;5;एक}/मनस्{नपुं;6;एक}	मनस्{नपुं;6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	मन_की	-	-	-	-	-
11.1	रुचिः	7	रुचिः	रुचि{स्त्री;1;एक}	रुचि{स्त्री;1;एक}	कर्ता,13.1	कर्ता,13.1	N1	रुचि	-	-	-	-	-
12.1	कच्चित्	6	कच्चित्	कच्चित्{अव्य}	कच्चित्{अव्य}	कर्तृसमानाधिकरणम्,13.1	कर्तृसमानाधिकरणम्,13.1	NA	प्रश्नवाचकता	-	-	-	-	-
13.1	(अस्ति)		(-)	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;:अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,11.1	अभिहित_कर्ता,11.1	KP	है	-	-	-	-	-
