index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1.1	सञ्चारिणी	1	सञ्चारिणी	सञ्चारिन्{नपुं;2;द्वि}/सञ्चारिन्{नपुं;1;द्वि}/सञ्चारिन्{स्त्री;1;एक}	सञ्चारिन्{स्त्री;1;एक}	विशेषणम्,2.2	विशेषणम्,2.2	N1	सञ्चारिन्_ने	-	-	-	-	-
2.1	दीप-	2	दीपशिखा	दीप	दीप	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	दीपक-चोटियाँ	-	-	-	-	-
2.2	शिखाः	-	-	शिखा{स्त्री;2;बहु}/शिखा{स्त्री;1;बहु}	शिखा{स्त्री;1;बहु}	उपमानम्,3.1	उपमानम्,3.1	N1				-	-	
3.1	इव	-	इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,10.1	उपमान_द्योतकः,10.1	NA	जैसे	-	-	-	-	-
4.1	रात्रौ	3	रात्रौ	रात्रि{स्त्री;7;एक}	रात्रि{स्त्री;7;एक}	कालाधिकरणम्,1.1	कालाधिकरणम्,1.1	N7	रात_में	-	-	-	-	-
5.1	यम्	4	यं	यद्{सर्वनाम;पुं;2;एक}	यद्{सर्वनाम;पुं;2;एक}	वीप्सा,6.1	वीप्सा,6.1	N2	जो	-	-	-	-	-
6.1	यम्	5	यं	यद्{सर्वनाम;पुं;2;एक}	यद्{सर्वनाम;पुं;2;एक}	कर्म,7.1	कर्म,7.1	N2	जो	-	-	-	-	-
7.1	व्यतीयाय	6	व्यतीयाय	वि_अति_इ1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;इण्;:अदादिः}/वि_अति_इ1{कर्तरि;लिट्;उ;एक;परस्मैपदी;इण्;:अदादिः}	वि_अति_इ1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;इण्;:अदादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	वि_अति_इ1_प्प्_स्क्या	-	-	-	-	-
8.1	पतिम्-	7	पतिंवरा	पतिं	पतिं	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP	पति	-	-	-	-	-
8.2	वरा	-	-	पतिंवरा{स्त्री;1;एक}	पतिंवरा{स्त्री;1;एक}	विशेषणम्,10.1	विशेषणम्,10.1	N1				-	-	
10.1	सा	8	सा	तत्{स्त्री;1;एक}	तत्{स्त्री;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	-	-	-	-	-	-
11.1	नरेन्द्र-	9	नरेन्द्रमार्गाट्ट	नरेन्द्र	नरेन्द्र	षष्ठी-तत्पुरुषः,11.2	षष्ठी-तत्पुरुषः,11.2	CP	अट्ट	-	-	-	-	-
11.2	मार्गा-			मार्गा	मार्गा	सप्तमी-तत्पुरुषः,11.3	सप्तमी-तत्पुरुषः,11.3	CP						
11.3	अट्टः	-	-	अट्ट{पुं;1;एक}	अट्ट{पुं;1;एक}	उपमानम्,12.1	उपमानम्,12.1	N1				-	-	
12.1	इव	10	इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,17.2	उपमान_द्योतकः,17.2	NA	जैसे	-	-	-	-	-
13.1	प्रपेदे	11	प्रपेदे	प्र_पद्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;पदँ;:दिवादिः}/प्र_पद्1{कर्तरि;लिट्;उ;एक;आत्मनेपदी;पदँ;:दिवादिः}	प्र_पद्1{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;पदँ;:दिवादिः}	अभिहित_कर्ता,17;सकर्मक.1	अभिहित_कर्ता,17;सकर्मक.1	KP	शरण_गया	-	-	-	-	-
14.1	विवर्ण-	12	विवर्णभावं	विवर्ण	विवर्ण	षष्ठी-तत्पुरुषः,14.2	षष्ठी-तत्पुरुषः,14.2	CP	भाव_को	-	-	-	-	-
14.2	भावम्	-	-	भाव{पुं;2;एक}	भाव{पुं;2;एक}	कर्म,13.1	कर्म,13.1	N2				-	-	
15.1	सः	13	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	वीप्सा,16.1	वीप्सा,16.1	N1	उस	-	-	-	-	-
16.1	सः	14	स	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,17.2	विशेषणम्,17.2	N1	उसने	-	-	-	-	-
17.1	भूमि-	15	भूमिपाल	भूमि	भूमि	बहुव्रीहिः,17.2	बहुव्रीहिः,17.2	CP	भूमि-पाल	-	-	-	-	-
17.2	पालः	-	-	पाल{पुं;1;एक}	पाल{पुं;1;एक}	कर्ता,13.1	कर्ता,13.1	N1				-	-	
