index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	parimANam	1	parimANam	parimANa{napuM;1;eka}/parimANa{napuM;2;eka}	parimANa{napuM;2;eka}	karma,2	parimANa					
2	vixiwvA	2	vixiwvA	vix1{avya;kwvA;vixaz;:axAxiH}/vix3{avya;kwvA;vixLz;:wuxAxiH}	vix1{avya;kwvA;vixaz;:axAxiH}	pUrvakAlaH,7						
3	ca	3	ca	ca{avya}	ca{avya}	sambanXaH,2	Ora					
4	xaNdam	4	xaNdam	xaNda{puM;2;eka}	xaNda{puM;2;eka}	karma,7	xaNda_ko					
5	xaNdyeRu	5	xaNdyeRu	xaNdya{puM;7;bahu(xaNda1;yaw;xaNda;:curAxiH)}/xaNdya{napuM;7;bahu(xaNda1;yaw;xaNda;:curAxiH)}	xaNdya{puM;7;bahu(xaNda1;yaw;xaNda;:curAxiH)}	viRayAXikaraNam,7						
6	BArawa	6	BArawa	BArawa{puM;8;eka}	BArawa{puM;8;eka}	samboXyaH,7	BArawa					
7	praNayeyuH	7	praNayeyuryaWAnyAyaM	pra_NI1{karwari;viXilif;pra;bahu;parasmEpaxI;NIF;:BvAxiH}	pra_NI1{karwari;viXilif;pra;bahu;parasmEpaxI;NIF;:BvAxiH}	aBihiwa_karwA,9;sakarmaka	pra_NI1_pp_skyeM					
8	yaWA-nyAyam			yaWA-nyAyam{avya}	yaWA-nyAyam{avya}	kriyAviSeRaNam,7	jEse					
9	puruRAH	8	puruRAswe	puruRa{puM;1;bahu}/puruRa{puM;8;bahu}	puruRa{puM;1;bahu}	karwA,7	puruRa					
10	we			wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,9	ve					
11	yuXiRTira	9	yuXiRTira	yuXiRTira{puM;8;eka}	yuXiRTira{puM;8;eka}	samboXyaH,7	yuXiRTira					
