index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	karma-xqRtyA	1	karmaxqRtyAWa	karma-xqRti{swrI;3;eka}	karma-xqRti{swrI;3;eka}	karaNam,5	karma-xqRti_se					
2	aWa			aWa{avya}	aWa{avya}	sambanXaH,5	Ora					
3	BqwyAn	2	BqwyAMswvaM	Bqwya{puM;2;bahu}	Bqwya{puM;2;bahu}	karma,5	sevakoM_ko					
4	wvam			yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,5	wuma					
5	varayeWAH	3	varayeWAH	vara1{karwari;viXilif;ma;eka;parasmEpaxI;vara;:curAxiH}/vara1{Nijanwa;karwari;viXilif;ma;eka;AwmanepaxI;vara;:curAxiH}	vara1{karwari;viXilif;ma;eka;parasmEpaxI;vara;:curAxiH}	aBihiwa_karwA,4;sakarmakaH	icCA_karo					
6	kurUxvaha	4	kurUxvaha	kurUxvahaH}	kurUxvaha{puM,8,eka}	samboXyaH,5						
7	kArayeWAH	5	kArayeWASca	kq2{Nijanwa;karwari;viXilif;ma;eka;AwmanepaxI;kqF;:svAxiH}/kq3{Nijanwa;karwari;viXilif;ma;eka;AwmanepaxI;dukqF;:wanAxiH}/kQ1{Nijanwa;karwari;viXilif;ma;eka;AwmanepaxI;kQ;:wuxAxiH}/kQ2{Nijanwa;karwari;viXilif;ma;eka;AwmanepaxI;kQF;:kryAxiH}	kq2{Nijanwa;karwari;viXilif;ma;eka;AwmanepaxI;kqF;:svAxiH}	samucciwaH,5						
8	ca			ca{avya}	ca{avya}	samuccaya_xyowakaH,5	Ora					
9	karmANi	6	karmANi	karman{napuM;1;bahu}/karman{napuM;2;bahu}/karman{napuM;8;bahu}	karman{napuM;2;bahu}	karma,7	karma					
10	yukwa-ayukwEH	7	yukwAyukwEraXiRTiwEH	yuj2{kwa;yujizr;:ruXAxiH}/yuj1{kwa;yujaz;:xivAxiH-ayukwa;puM;3;bahu}/ayukwa{napuM;3;bahu}	yuj1kwa;yujaz;:xivAxiH-ayukwa;puM;3;bahu}	viSeRaNam,11						
11	aXiRTiwEH			aXiRTiwa{napuM;3;bahu}	aXiRTiwa{napuM;3;bahu}	karaNam,7	sWiwa_se					
