index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	यस्य	1	यस्य	यद्{पुं}{6;एक}/यद्{नपुं}{6;एक}/यस्1{कर्तरि;लोट्;म;एक;परस्मैपदी;यसुँ;दिवादिः}	यद्{पुं}{6;एक}	षष्ठीसम्बन्धः,3;नित्य_सम्बन्धः,6	जिसके	ओने_त्होसे				
2	सर्वे	2	सर्वे	सर्व{पुं}{1;बहु}/सर्व{नपुं}{1;द्वि}/सर्व{नपुं}{2;द्वि}/सर्वा{स्त्री}{1;द्वि}/सर्वा{स्त्री}{2;द्वि}	सर्व{पुं}{1;बहु}	विशेषणम्,3	सम्पूर्ण	अल्ल्_सोर्ट्स्_ओङ्				
3	समारम्भाः	3	समारम्भाः	समारम्भ{पुं}{1;बहु}/समारम्भ{पुं}{8;बहु}	समारम्भ{पुं}{1;बहु}	कर्ता,4.1	कर्म	इन्_अल्ल्_अट्टेम्प्ट्स्				
4	काम-सङ्कल्प-वर्जिताः	4	कामसङ्कल्पवर्जिताः	काम-सङ्कल्प-वर्जित{पुं}{1;बहु}/वर्जित{पुं}{8;बहु}/वर्जिता{स्त्री}{1;बहु}/वर्जिता{स्त्री}{2;बहु}/वर्जिता{स्त्री}{8;बहु}	काम-सङ्कल्प-वर्जित{पुं}{1;बहु}	विधेय_विशेषणम्,4.1	बिना_कामना_और_संकल्प_के	डेवोइड्_ओङ्_डेसिरे_ङोर्_सेन्से_ग्रटिङिचटिओन्_अन्ड्_डेटेर्मिनटिओन्	<<काम-सङ्कल्प>ढि-वर्जिताः>ठ्3			
4.1	(सन्ति)	5	()	(सत्{नपुं}{1;बहु}/सत्{नपुं}{2;बहु}/सत्{नपुं}{8;बहु}/सन्ती{स्त्री}{8;एक}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,3	(होते_हैं)	अरे				
5	ज्ञान-अग्नि-दग्ध-कर्माणम्	7	ज्ञानाग्निदग्धकर्माणं	ज्ञान-अग्नि-दग्ध-कर्मन्{पुं}{2;एक}	ज्ञान-अग्नि-दग्ध-कर्मन्{पुं}{2;एक}	कर्म,7	जिसके_समस्त_कर्म_ज्ञानरूप_अग्नि_के_द्वारा_भस्म_हो_गये_हैं_वे	त्होसे_चोम्प्लेटे_कर्म_हस्_बेएन्_बुर्न्ट्_ब्य्_ट्हे_ङिरे_ओङ्_पेर्ङेच्ट्_क्नोत्लेड्गे	<<<ज्ञान-अग्नि>ख्6-दग्ध>ठ्3-कर्माणम्>भ्स्6			
6	तम्	6	तमाहुः	तद्{पुं}{2;एक}	तद्{पुं}{2;एक}	विशेषणम्,5	उसको_(महापुरुष_को)	हिम्				
7	आहुः	10		अह्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;अहँ;स्वादिः}/ब्रू1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;ब्रूञ्;अदादिः}	ब्रू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;ब्रूञ्;अदादिः}	अभिहित_कर्ता,9	कहते_हैं	डेच्लरे				
8	पण्डितम्	9	पण्डितं	पण्डित{पुं}{2;एक}/पण्डित{नपुं}{1;एक}/पण्डित{नपुं}{2;एक}	पण्डित{पुं}{2;एक}	कर्मसमानाधिकरणम्,7	पण्डित	लेअर्नेड्				
9	बुधाः	8	बुधाः	बुध{पुं}{1;बहु}/बुध{पुं}{8;बहु}/बुधा{स्त्री}{1;बहु}/बुधा{स्त्री}{2;बहु}/बुधा{स्त्री}{8;बहु}	बुध{पुं}{1;बहु}	कर्ता,7	ज्ञानीजन	ओङ्_ट्होसे_त्हो_क्नोत्				
