index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	रजसि	1	रजसि	रजस्{पुं}{7;एक}/रजस्{नपुं}{7;एक}/रञ्ज्2{कर्तरि;लट्;म;एक;परस्मैपदी;रञ्जँ;भ्वादिः}	रजस्{नपुं}{7;एक}	कर्ता,1.1	रजोगुण_के	इन्_पस्सिओन्				
1.1	(विवृद्धे)	2	(0)	(विवृद्ध{पुं}{7;एक}/विवृद्ध{नपुं}{1;द्वि}/विवृद्ध{नपुं}{2;द्वि}/विवृद्ध{नपुं}{7;एक}/विवृद्धा{स्त्री}{1;द्वि}/विवृद्धा{स्त्री}{2;द्वि})	(वि_वृध्1{कृत्_प्रत्ययः:क्त;वि_वृधुँ;भ्वादिः;नपुं}{7;एक})	भावलक्षणसप्तमी_पूर्वकालः,5	(बढॆअञनेपर)	डेवेलोपेड्				
2	प्रलयम्	4	प्रलयं	प्रलय{पुं}{2;एक}	प्रलय{पुं}{2;एक}	कर्म,3	मृत्यु_को	डिस्सोलुटिओन्				
3	गत्वा	5	गत्वा	गम्1{कृत्_प्रत्ययः:क्त्वा;गमॢँ;भ्वादिः}	गम्1{कृत्_प्रत्ययः:क्त्वा;गमॢँ;भ्वादिः}	पूर्वकालः,5	प्राप्त_होकर	अट्टइनिन्ग्				
4	कर्म-सङ्गिषु	6	कर्मसङ्गिषु	कर्मन्-सङ्गिन्{पुं}{7;बहु}/सङ्गिन्{नपुं}{7;बहु}	कर्मन्-सङ्गिन्{पुं}{7;बहु}	अधिकरणम्,5	कर्मों_की_आसक्तिवाले_मनुष्यों_में	इन्_ट्हे_अस्सोचिअटिओन्_ओङ्_ङ्रुइटिवे_अच्टिविटिएस्	<कर्म-सङ्गिषु>ठ्7			
5	जायते	7	जायते	जन्3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जनीँ;दिवादिः}	जन्3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जनीँ;दिवादिः}	अभिहितकर्ता,5.1;अकर्मकः	उत्पन्न_होता_है	टकेस्_बिर्ट्ह्				
5.1	(पुरुषः)	3	(0)	(पुरुष{पुं}{1;एक})	(पुरुष{पुं}{1;एक})	कर्ता,5	(पुरुष)	पेर्सोन्				
6	तथा	8	तथा	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,10	तथा	ट्हेरेअङ्टेर्				
7	प्र-लीनः	11	प्रलीनस्तमसि	प्रलीन{पुं}{1;एक}	प्रलीन{पुं}{1;एक}	कर्ता,10	मरा_हुआ	बेइन्ग्_डिस्सोल्वेड्	<प्र-लीनः>ठ्प्			
8	तमसि	9	0	तमस्{नपुं}{7;एक}	तमस्{नपुं}{7;एक}	कर्ता,8.1	तमोगुण_के	इन्_इग्नोरन्चे				
8.1	(विवृद्धे)	10	(0)	(विवृद्ध{पुं}{7;एक}/विवृद्ध{नपुं}{1;द्वि}/विवृद्ध{नपुं}{2;द्वि}/विवृद्ध{नपुं}{7;एक}/विवृद्धा{स्त्री}{1;द्वि}/विवृद्धा{स्त्री}{2;द्वि})	(वि_वृध्1{कृत्_प्रत्ययः:क्त;वि_वृधुँ;भ्वादिः;नपुं}{7;एक})	भावलक्षणसप्तमी_पूर्वकालः,5	(बढॆअञनेपर)	डेवेलोपेड्				
9	मूढ-योनिषु	12	मूढयोनिषु	मूढ-योनि{पुं}{7;बहु}	मूढ-योनि{पुं}{7;बहु}	अधिकरणम्,8.1	मूढयोनियों_में	अनिमल्_स्पेचिएस्	<मूढ-योनिषु>ख्1			
10	जायते	13	जायते	जन्3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जनीँ;दिवादिः}	जन्3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जनीँ;दिवादिः}	अभिहितकर्ता,7;अकर्मकः	उत्पन्न_होता_है	टके_बिर्ट्ह्				
