index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	इदम्	1	इदं	इदम्{नपुं}{1;एक}/इदम्{नपुं}{2;एक}	इदम्{नपुं}{2;एक}	विशेषणम्,2	इस	ट्हिस्				
2	ज्ञानम्	2	ज्ञानमुपाश्रित्य	ज्ञान{नपुं}{1;एक}/ज्ञान{नपुं}{2;एक}	ज्ञान{नपुं}{2;एक}	कर्म,3	ज्ञान_को	क्नोत्लेड्गे				
3	उपाश्रित्य	3	0	उपा_श्रि1{कृत्_प्रत्ययः:ल्यप्;श्रिञ्;भ्वादिः}	उप_आङ्_श्रि1{कृत्_प्रत्ययः:ल्यप्;उप_आङ्_श्रिञ्;भ्वादिः}	पूर्वकालः,10	आश्रय_करके_(अर्थात्_धारण_करके)	टकिन्ग्_स्हेल्टेर्_ओङ्				
4	मम	4	मम	अस्मद्{6;एक}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,5	मेरे	म्य्				
5	साधर्म्यम्	5	साधर्म्यमागताः	साधर्म्य{नपुं}{1;एक}/साधर्म्य{नपुं}{2;एक}	साधर्म्य{नपुं}{2;एक}	कर्म,6	स्वरूप_को	नटुरे				
6	आगताः	6	0	आगत{पुं}{1;बहु}/आगत{पुं}{8;बहु}/आगता{स्त्री}{1;बहु}/आगता{स्त्री}{2;बहु}/आगता{स्त्री}{8;बहु}	आङ्_गम्1{कृत्_प्रत्ययः:क्त;आङ्_गमॢँ;भ्वादिः;पुं}{1;बहु}	कर्ता,13	प्राप्त_हुए	अट्टइनेड्				
7	सर्गे	8	सर्गेऽपि	सर्ग{पुं}{7;एक}	सर्ग{पुं}{7;एक}	अधिकरणम्,10	सृष्टि_के_आदि_में	इन्_ट्हे_च्रेअटिओन्				
8	अपि	14	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,11	भी	एवेन्				
9	न	9	नोपजायन्ते	न{अव्य}	न{अव्य}	प्रतिषेधः,10	नहीं	नेवेर्				
10	उपजायन्ते	10	0	उप_जन्3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;जनीँ;दिवादिः}/उप_जन्3{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;जनीँ;दिवादिः}	उप_जन्3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;उप_जनीँ;दिवादिः}	अभिहितकर्ता,10.1	उत्पन्न_होते	चोमेस्_इन्				
10.1	(जनाः)	7	(0)	(जन{पुं}{1;बहु}/जन{पुं}{8;बहु})	(जन{पुं}{1;बहु})	कर्ता,10	(पुरुष)	पेर्सोन्स्				
11	प्रलये	13	प्रलये	प्रलय{पुं}{7;एक}	प्रलय{पुं}{7;एक}	अधिकरणम्,13	प्रलयकाल_में	इन्_ट्हे_अन्निहिलटिओन्				
12	न	15	न	न{अव्य}	न{अव्य}	प्रतिषेधः,13	नहीं	नोर्				
13	व्यथन्ति	16	व्यथन्ति	व्यथन्ति	व्यथ्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;व्यथँ;भ्वादिः}	समुच्चितः,10	व्याकुल_होते	डिस्टुर्बेड्				
14	च	11	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,13	और	अल्सो				
14.1	(जनाः)	12	(0)	(जन{पुं}{1;बहु}/जन{पुं}{8;बहु})	(जन{पुं}{1;बहु})	कर्ता,13	(लोग)	पेर्सोन्स्				
