index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	कुल-क्षये	1	कुलक्षये	कुल-क्षय{पुं}{7;एक}/क्षय{नपुं}{1;द्वि}/क्षय{नपुं}{2;द्वि}/क्षय{नपुं}{7;एक}	कुल-क्षय{पुं}{7;एक}	भावलक्षणसप्तमी_पूर्वकालः,2	कुल_के_नाश_से	तिट्ह्_ट्हे_डेस्ट्रुच्टिओन्_ओङ्_अ_ङमिल्य्	<कुल-क्षये>ठ्6			
2	प्रणश्यन्ति	4	प्रणश्यन्ति	प्रणश्यन्ति	प्र_नश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;प्र_णशँ;दिवादिः}	अभिहितकर्ता,3;अकर्मकः	नष्ट_हो_जाते_हैं	डिसप्पेअर्				
3	कुल-धर्माः	3	कुलधर्माः	कुल-धर्म{पुं}{1;बहु}	कुल-धर्म{पुं}{1;बहु}	कर्ता,2	कुलधर्म	ङमिल्य्_ट्रडिटिओन्स्	<कुल-धर्माः>ठ्6			
4	सनातनाः	2	सनातनाः	सनातन{पुं}{1;बहु}	सनातन{पुं}{1;बहु}	विशेषणम्,3	सनातन	अगे-लोन्ग्				
5	धर्मे	5	धर्मे	धर्म{पुं}{7;एक}	धर्म{पुं}{7;एक}	कर्ता,6	धर्म_के	विर्टुए				
6	नष्टे	6	नष्टे	नष्ट{पुं}{7;एक}/नष्ट{नपुं}{1;द्वि}/नष्ट{नपुं}{2;द्वि}/नष्ट{नपुं}{7;एक}/नष्टा{स्त्री}{1;द्वि}/नष्टा{स्त्री}{2;द्वि}	नश्1{कृत्_प्रत्ययः:क्त;णशँ;दिवादिः;पुं}{7;एक}	भावलक्षणसप्तमी_पूर्वकालः,10	नाश_हो_जानेपर	हविन्ग्_बेएन्_लोस्ट्				
7	कुलम्	8	कुलं	कुल{नपुं}{1;एक}/कुल{नपुं}{2;एक}	कुल{नपुं}{2;एक}	कर्म,10	कुल_में	रचे				
8	कृत्स्नम्	7	कृत्स्नमधर्मोऽभिभवत्युत	कृत्स्न{नपुं}{1;एक}/कृत्स्न{नपुं}{2;एक}	कृत्स्न{नपुं}{2;एक}	विशेषणम्,7	सम्पूर्ण	एन्टिरे				
9	अ-धर्मः	9	0	अधर्म{पुं}{1;एक}	अधर्म{पुं}{1;एक}	कर्ता,10	पाप	विचे	<न-धर्मः>ठ्न्			
10	अभिभवति	11	0	अभि_भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः}	अभि_भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अभि_भू;भ्वादिः}	अभिहितकर्ता,9;अकर्मकः	बहुत_फैल_जाता_है	टकेस्_होल्ड्_ओङ्				
11	उत	10	0	उत{अव्य}	उत{अव्य}	सम्बन्धः,10	भी	अन्ड्				
