index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	अन्-अन्तः	3	अनन्तश्चास्मि	अन्-{अव्य}-अन्तः{अव्य}/अन्त{पुं}{1;एक}	अनन्त{पुं}{1;एक}	समुच्चितः,2	शेषनाग	आनन्ट	<न-अन्तः>भ्स्म्न्			
2	च	4	0	च{अव्य}	च{अव्य}	समुच्चि_द्योतक,7	और	अल्सो				
3	अस्मि	7	0	अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	अभिहिता,7	हूँ	अम्				
4	नागानाम्	2	नागानां	नाग{पुं}{6;बहु}/नाग{नपुं}{6;बहु}	नाग{पुं}{6;बहु}	निर्धारणम्,1	नागों_में	ओङ्_अल्ल्_सेर्पेन्ट्स्				
5	वरुणः	6	वरणो	वरुण{पुं}{1;एक}	वरुण{पुं}{1;एक}	समुच्चितः,2	वरुण_देवता	ट्हे_डेमिगोड्_चोन्ट्रोल्लिन्ग्_ट्हे_तटेर्				
6	यादसाम्	5	यादसामहम्	यादस्{नपुं}{6;बहु}	यादस्{नपुं}{6;बहु}	निर्धारणम्,5	जलचरों_का_अधिपति	ओङ्_अल्ल्_अऋउअटिच्स्				
7	अहम्	1	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,3	मैं	ई				
8	पितॄणाम्	9	पितॄणामर्यमा	पितृ{पुं}{6;बहु}	पितृ{पुं}{6;बहु}	निर्धारणम्,9	पितरों_में	ओङ्_ट्हे_अन्चेस्टोर्स्				
9	अर्यमा	10	0	अर्यमन्{पुं}{1;एक}	अर्यमन्{पुं}{1;एक}	समुच्चितः,10	अर्यमा_नामक_पितर	आर्यम				
10	च	11	चास्मि	च{अव्य}	च{अव्य}	समुच्चि_द्योतक,14	तथा	अल्सो				
11	अस्मि	14	0	अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	अभिहिता,14	हूँ	अम्				
12	यमः	13	यमः	यम{पुं}{1;एक}	यम{पुं}{1;एक}	समुच्चितः,10	यमराज	ट्हे_चोन्ट्रोल्लेर्_ओङ्_डेअट्ह्				
13	संयमताम्	12	संयमतामहम्	संयमता{स्त्री}{2;एक}	सम्_यम्3_णिच्{कृत्_प्रत्ययः:शतृ;सम्_यमँ_णिच्;चुरादिः;पुं}{6;बहु}	निर्धारणम्,12	शासन_करनेवालों_में	ओङ्_अल्ल्_रेगुलटोर्स्				
14	अहम्	8	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,11	मैं	ई				
