index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	भूयः	2	भूय	भूयः{अव्य}/भूयस्{नपुं}{1;एक}/भूयस्{नपुं}{2;एक}	भूयः{अव्य}	क्रियाविशेषणम्,4	फिर	अगइन्				
2	एव	3	एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,1	भी	चेर्टइन्ल्य्				
3	महान्-बाहो	1	महाबाहो	महाबाहु{पुं}{8;एक}/महाबाहु{नपुं}{8;एक}	महाबाहु{पुं}{8;एक}	सम्बोध्यः,4	हे_महाबाहो	औ_मिग्ह्ट्य्-अर्मेड्	<महत्-बाहो>भ्स्6			
4	शृणु	7	श्रुणु	श्रुणु	श्रु1{कर्तरि;लोट्;म;एक;परस्मैपदी;श्रु;भ्वादिः}	अभिहित_कर्ता,5;सकर्मकः	सुन	जुस्ट्_हेअर्				
5	मे	4	मे	अस्मद्{6;एक}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,7	मेरे	म्य्				
6	परमम्	5	परमं	परमम्{अव्य}/परम{पुं}{2;एक}/परम{नपुं}{1;एक}/परम{नपुं}{2;एक}	परम{नपुं}{2;एक}	विशेषणम्,7	परम_(रहस्य_और_प्रभावयुक्त)	सुप्रेमे				
7	वचः	6	वचः	वच{पुं}{1;एक}/वचस्{नपुं}{1;एक}/वचस्{नपुं}{2;एक}	वचस्{नपुं}{2;एक}	कर्म,4	वचन_को	इन्ङोर्मटिओन्				
8	यत्	8	यत्तेऽहं	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{2;एक}	कर्म,12	जिसे	ट्हट्_त्हिच्ह्				
9	ते	11	0	तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}	युष्मद्{4;एक}	सम्प्रदानम्,12	तुझको	टो_योउ				
10	अहम्	9	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,12	मैं	ई				
11	प्रीयमाणाय	10	प्रीयमाणाय	प्रीयमाण{पुं}{4;एक}/प्रीयमाण{नपुं}{4;एक}	प्रीयमाण{पुं}{4;एक}	विशेषणम्,9	अतिशय_प्रेम_रखनेवाले_के_लिये	ट्हिन्किन्ग्_योउ_डेअर्_टो_ंए				
12	वक्ष्यामि	13	वक्ष्यामि	वच्1{कर्तरि;लृट्;उ;एक;परस्मैपदी;वचँ;अदादिः}/वह्1{कर्तरि;लृट्;उ;एक;परस्मैपदी;वहँ;भ्वादिः}/ब्रू1{कर्तरि;लृट्;उ;एक;परस्मैपदी;ब्रूञ्;अदादिः}	वच्1{कर्तरि;लृट्;उ;एक;परस्मैपदी;वचँ;अदादिः}	अभिहित_कर्ता,10;सकर्मकः	कहूँगा	सय्				
13	हित-काम्यया	12	हितकाम्यया	हित-काम्या{स्त्री}{3;एक}	हित-काम्या{स्त्री}{3;एक}	हेतुः,12	हित_की_इच्छा_से	ङोर्_योउर्_बेनेङिट्	<हित-काम्यया>ठ्6			
