index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	निमित्तानि	3	निमित्तानि	निमित्त{नपुं}{1;बहु}/निमित्त{नपुं}{2;बहु}	निमित्त{नपुं}{2;बहु}	कर्म,3	लक्षणों_को	ओमेन्स्				
2	च	4	च	च{अव्य}	च{अव्य}	सम्बन्धः,3	भी	अल्सो				
3	पश्यामि	6	पश्यामि	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,5.1;सकर्मकः	देख_रहा_हूँ	सेए				
4	विपरीतानि	5	विपरीतानि	विपरीत{नपुं}{1;बहु}/विपरीत{नपुं}{2;बहु}	विपरीत{नपुं}{2;बहु}	कर्मसमानाधिकरणम्,3	विपरीत_ही	जुस्ट्_ट्हे_ओप्पोसिटे				
5	केशव	1	केशव	केशव{पुं}{8;एक}	केशव{पुं}{8;एक}	सम्बोध्यः,3	हे_केशव	औ_किल्लेर्_ओङ्_ट्हे_डेमोन्_खेसि_(ख्र्स्न)				
5.1	(अहम्)	2	(0)	(अस्मद्{1;एक})	(अस्मद्{1;एक})	कर्ता,3	(मैं)	ई				
6	न	13	न	न{अव्य}	न{अव्य}	प्रतिषेधः,9	नहीं	नोर्				
7	च	12	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9	भी	अल्सो				
8	श्रेयः	11	श्रेयोऽनुपश्यामि	श्रेय{पुं}{1;एक}/श्रेयस्{नपुं}{1;एक}/श्रेयस्{नपुं}{2;एक}	श्रेयस्{नपुं}{2;एक}	कर्म,9	कल्याण	अन्य्_गोओड्				
9	अनुपश्यामि	14	0	अनु_दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	अनु_दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;अनु_दृशिँर्;भ्वादिः}	समुच्चितः,3	देखता	सेए				
10	हत्वा	10	हत्वा	हन्1{कृत्_प्रत्ययः:क्त्वा;हनँ;अदादिः}	हन्1{कृत्_प्रत्ययः:क्त्वा;हनँ;अदादिः}	पूर्वकालः,9	मारकर	इन्_किल्लिन्ग्				
11	स्व-जनम्	9	स्वजनमाहवे	स्व-जन{पुं}{2;एक}	स्व-जन{पुं}{2;एक}	कर्म,10	स्वजन_समुदाय_को	म्य्_किन्स्मेन्	<स्व-जनम्>ठ्6			
12	आहवे	8	0	आहव{पुं}{7;एक}	आहव{पुं}{7;एक}	अधिकरणम्,10	युद्ध_में	इन्_बट्ट्ले				
12.1	(अहम्)	7	(0)	(अस्मद्{1;एक})	(अस्मद्{1;एक})	कर्ता,9	(मैं)	ई				
