index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	समम्	6	समं	समम्{अव्य}/सम{पुं}{2;एक}/सम{नपुं}{1;एक}/सम{नपुं}{2;एक}/सम{पुं}{2;एक}	समम्{अव्य}	क्रियाविशेषणम्,2	समान्	एऋउअल्ल्य्				
2	पश्यन्	7	पश्यन्हि	पश्यत्{पुं}{1;एक}/पश्यत्{पुं}{8;एक}	दृश्1{कृत्_प्रत्ययः:शतृ;दृशिँर्;भ्वादिः;पुं}{1;एक}	वर्तमानसमानकालः,8	देखता_हुआ	सेएइन्ग्				
3	हि	1	0	हि{अव्य}	हि{अव्य}	सम्बन्धः,2	क्योंकि	चेर्टइन्ल्य्				
4	सर्वत्र	3	सर्वत्र	सर्वत्र{अव्य}	सर्वत्र{अव्य}	अधिकरणम्,2	सबमें	एवेर्य्त्हेरे				
5	समवस्थितम्	4	समवस्थितमीश्वरम्	समवस्थितम्	सम्_अव_स्था1{कृत्_प्रत्ययः:क्त;सम्_अव_ष्ठा;भ्वादिः;नपुं}{2;एक}	विशेषणम्,6	समभाव_से_स्थित	एऋउअल्ल्य्_सिटुअटेड्				
6	ईश्वरम्	5	0	ईश्वर{पुं}{2;एक}	ईश्वर{पुं}{2;एक}	कर्म,2	परमेश्वर_को	शुपेर्सोउल्				
7	न	10	न	न{अव्य}	न{अव्य}	प्रतिषेधः,8	नहीं	डोएस्_नोट्				
8	हिनस्ति	11	हिनस्तयात्मनात्मानं	हिंस्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;हिसिँ;रुधादिः}	हिंस्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;हिसिँ;रुधादिः}	अभिहितकर्ता,10.1;सकर्मकः	नष्ट_करता	डेग्रडे				
9	आत्मना	8	0	आत्मन्{पुं}{3;एक}	आत्मन्{पुं}{3;एक}	करणम्,8	अपने_द्वारा	ब्य्_ट्हे_मिन्ड्				
10	आत्मानम्	9	0	आत्मन्{पुं}{2;एक}	आत्मन्{पुं}{2;एक}	कर्म,8	अपनेको	ट्हे_सोउल्				
10.1	(यः)	2	(0)	(यद्{पुं}{1;एक})	(यद्{पुं}{1;एक})	कर्ता,8;नित्य_सम्बन्धः,14.1	(जो)	ओने_त्हो				
11	ततः	13	ततो	ततः{अव्य}	ततः{अव्य}	हेतुः,12	इससे	ट्हेन्				
12	याति	16	याति	यात्{पुं}{7;एक}/यात्{नपुं}{7;एक}/या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;या;अदादिः}	या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;या;अदादिः}	अभिहितकर्ता,14.1;सकर्मकः	प्राप्त_होता_है	रेअच्हेस्				
13	पराम्	14	परां	परा{स्त्री}{2;एक}/परा{स्त्री}{2;एक}	परा{स्त्री}{2;एक}	विशेषणम्,14	परम	ट्हे_ट्रन्स्चेन्डेन्टल्				
14	गतिम्	15	गतिम्	गति{स्त्री}{2;एक}	गति{स्त्री}{2;एक}	कर्म,12	गति_को	डेस्टिनटिओन्				
14.1	(सः)	12	(0)	(तद्{पुं}{1;एक})	(तद्{पुं}{1;एक})	कर्ता,12	(वह)	हे				
