index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	प्रयत्नात्	2	प्रयत्नाद्यतमानस्तु	प्रयत्न{पुं}{5;एक}	प्रयत्न{पुं}{5;एक}	हेतुः,2	प्रयत्नपूर्वक	ब्य्_रिगिड्_प्रच्टिचे				
2	यतमानः	3	0	यत्1{कृत्_प्रत्ययः:शानच्;यती;भ्वादिः;पुं}{1;एक}{पुं}{1;एक}	यत्1{कृत्_प्रत्ययः:शानच्;यती;भ्वादिः;पुं}{1;एक}{पुं}{1;एक}	वर्तमानसमानकालः,8	अभ्यास_करनेवाला	ओने_त्हो_एन्डेअवोर्स्				
3	तु	1	0	तु{अव्य}	तु{अव्य}	सम्बन्धः,8	परंतु	बुट्				
4	योगी	4	योगी	योगिन्{पुं}{1;एक}	योगिन्{पुं}{1;एक}	कर्ता,8	योगी	सुच्ह्_अ_ट्रन्स्चेन्डेन्टलिस्ट्				
5	संशुद्ध-किल्बिषः	6	संशुद्धकिल्बिषः	संशुद्ध-किल्बिष{पुं}{1;एक}	संशुद्ध-किल्बिष{पुं}{1;एक}	विशेषणम्,4	सम्पूर्ण_पापों_से_रहित_हो	तस्हेड्_ओङ्ङ्_अल्ल्_किन्ड्स्_ओङ्_सिन्स्	<संशुद्ध-किल्बिषः>भ्स्6			
6	अन्-एक-जन्म-संसिद्धः	5	अनेकजन्मसंसिद्धस्ततो	अनेक-जन्मन्-संसिद्ध{पुं}{1;एक}	अनेक-जन्मन्-संसिद्ध{पुं}{1;एक}	विशेषणम्,4	पिछले_अनेक_जन्मों_के_संस्कार_बल_से_इसी_जन्म_में_संसिद्ध_होकर	सो_अच्हिएवेड्_पेर्ङेच्टिओन्_ट्ह्रोउग्ह्_मन्य्,_मन्य्_बिर्ट्ह्स्	<<<न-एक>ठ्न्-जन्म>ख्1-संसिद्धः>ठ्7			
7	ततः	7	0	ततः{अव्य}	ततः{अव्य}	अपादानम्,8	फिर_तत्काल_ही	ट्हेरेअङ्टेर्				
8	याति	10	याति	यात्{पुं}{7;एक}/यात्{नपुं}{7;एक}/या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;या;अदादिः}	या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;या;अदादिः}	अभिहित_कर्ता,4	प्राप्त_हो_जाता_है	अट्टइन्स्				
9	पराम्	8	परां	परा{स्त्री}{2;एक}/परा{स्त्री}{2;एक}	परा{स्त्री}{2;एक}	विशेषणम्,10	परम	हिग्हेस्ट्				
10	गतिम्	9	गतिम्	गति{स्त्री}{2;एक}	गति{स्त्री}{2;एक}	कर्म,8	गति_को	डेस्टिनटिओन्				
