index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	अन्त-काले	2	अन्तकाले	अन्त-काल{पुं}{7;एक}/काल{नपुं}{1;द्वि}/काल{नपुं}{2;द्वि}/काल{नपुं}{7;एक}/काल{नपुं}{8;द्वि}/काला{स्त्री}{1;द्वि}/काला{स्त्री}{2;द्वि}/काला{स्त्री}{8;एक}/काला{स्त्री}{8;द्वि}	अन्त-काल{पुं}{7;एक}	अधिकरणम्,9	अन्तकाल_में	अट्_ट्हे_एन्ड्_ओङ्_लिङे	<अन्त-काले>ठ्6			
2	च	3	च	च{अव्य}	च{अव्य}	सम्बन्धः,1	भी	अल्सो				
3	माम्	4	मामेव	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,5	मुझको	उन्टो_ंए				
4	एव	5	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,3	ही	चेर्टइन्ल्य्				
5	स्मरन्	6	स्मरन्मुक्त्वा	स्मरत्{पुं}{1;एक}/स्मरत्{पुं}{8;एक}	स्मृ1{कृत्_प्रत्ययः:शतृ;स्मृ;भ्वादिः;पुं}{1;एक}	वर्तमानसमानकालः,9	स्मरण_करता_हुआ	रेमेम्बेरिन्ग्				
6	मुक्त्वा	8	0	मुच्1{कृत्_प्रत्ययः:क्त्वा;मुचॢँ;तुदादिः}	मुच्1{कृत्_प्रत्ययः:क्त्वा;मुचॢँ;तुदादिः}	पूर्वकालः,9	त्यागकर	ऋउइट्टिन्ग्				
7	कलेवरम्	7	कलेवरम्	कलेवर{पुं}{2;एक}/कलेवर{नपुं}{1;एक}/कलेवर{नपुं}{2;एक}	कलेवर{पुं}{2;एक}	कर्म,6	शरीर_को	ट्हे_बोड्य्				
8	यः	1	यः	यद्{पुं}{1;एक}	यद्{पुं}{1;एक}	कर्ता,9;नित्य_सम्बन्धः,10	जो_(पुरुष)	हे_त्हो				
9	प्रयाति	9	प्रयाति	प्र_या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;या;अदादिः}	प्र_या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;प्र_या;अदादिः}	अभिहित_कर्ता,3	जाता_है	गोएस्				
10	सः	10	स	तद्{पुं}{1;एक}	तद्{पुं}{1;एक}	कर्ता,12	वह	हे				
11	मत्-भावम्	11	मद्भावं	अस्मद्-भाव{पुं}{2;एक}	अस्मद्-भाव{पुं}{2;एक}	कर्म,12	मेरे_साक्षात्_स्वरूप_को	ंय्_नटुरे	<अस्मत्-भावं>ठ्6			
12	याति	12	याति	यात्{पुं}{7;एक}/यात्{नपुं}{7;एक}/या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;या;अदादिः}	या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;या;अदादिः}	अभिहित_कर्ता,3	प्राप्त_होता_है	अच्हिएवेस्				
13	न	15	नास्त्यत्र	न{अव्य}	न{अव्य}	प्रतिषेधः,14	नहीं	नोट्				
14	अस्ति	16	0	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,16	है	इस्				
15	अत्र	13	0	अत्र{अव्य}	अत्र{अव्य}	अधिकरणम्,14	इसमें	हेरे				
16	संशयः	14	संशयः	संशय{पुं}{1;एक}	संशय{पुं}{1;एक}	कर्ता,14	संशय	डोउब्ट्				
