index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	यदा	1	यदा	यदा{अव्य}	यदा{अव्य}	कालाधिकरणम्,6	जिस_काल_में	त्हेन्				
2	विनियतम्	2	विनियतं	विनियत{पुं}{2;एक}/विनियत{नपुं}{1;एक}/विनियत{नपुं}{2;एक}	विनियत{नपुं}{1;एक}	विशेषणम्,3	अत्यन्त_वश_में_किया_हुआ	पर्टिचुलर्ल्य्_डिस्चिप्लिनेड्				
3	चित्तम्	3	चित्तमात्मन्येवावतिष्ठते	चित्त{पुं}{2;एक}/चित्त{नपुं}{1;एक}/चित्त{नपुं}{2;एक}	चित्त{नपुं}{1;एक}	कर्ता,6	चित्त	ट्हे_मिन्ड्_अन्ड्_इट्स्_अच्टिविटिएस्				
4	आत्मनि	6	0	आत्मन्{पुं}{7;एक}	आत्मन्{पुं}{7;एक}	अधिकरणम्,6	परमात्मा_में	इन्_ट्हे_ट्रन्स्चेन्डेन्चे				
5	एव	7	एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,4	ही	चेर्टइन्ल्य्				
6	अवतिष्ठते	8	0	अवतिष्ठते	अव_स्था1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;अव_ष्ठा;भ्वादिः}		भलीभाँति_स्थित_हो_जाता_है	बेचोमेस्_सिटुअटेड्				
7	निस्-स्पृहः	5	निःस्पृहः	निस्-{अव्य}-स्पृह{पुं}{1;एक}	निस्-स्पृह{पुं}{1;एक}	विशेषणम्,9	स्पृहारहित_पुरुष	डेवोइड्_ओङ्_डेसिरे	<निस्-स्पृहः>भ्व्प्			
8	सर्व-कामेभ्यः	4	सर्वकामेभ्यो	सर्व-काम{पुं}{4;बहु}/काम{पुं}{5;बहु}	सर्व-काम{पुं}{5;बहु}	अपादानम्,7	सम्पूर्ण_भोगों_से	अल्ल्_किन्ड्स्_ओङ्_मटेरिअल्_डेसिरेस्	<सर्व-कामेभ्यः>ख्1			
9	युक्तः	10	युक्त	युक्त{पुं}{1;एक}	युज्2{कृत्_प्रत्ययः:क्त;युजिँर्;रुधादिः;पुं}{1;एक}	कर्म,11	योगयुक्त	तेल्ल्_सिटुअटेड्_इन्_योग				
10	इति	11	इत्युच्यते	इति{अव्य}	इति{अव्य}	कर्म_द्योतकः,9	ऐसा	ट्हुस्				
11	उच्यते	12	0	उच्यत्{पुं}{4;एक}/उच्यत्{नपुं}{4;एक}/उच्1{भावे;लट्;प्र;एक;आत्मनेपदी;उचँ;दिवादिः}/वच्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;वचँ;अदादिः}/ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;ब्रूञ्;अदादिः}	वच्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;वचँ;अदादिः}		कहा_जाता_है	सइड्_टो_बे				
12	तदा	9	तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,11;नित्य_सम्बन्धः,1	उस_काल_में	अट्_ट्हट्_टिमे				
