index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	sA	7	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	viSeRaNam,5	usa	-	-	-	vaXU (inxumawI ne)	-
2	niwamba-gurvI	1	niwambagurvI	niwamba-gurvI{swrI;1;eka}	niwamba-gurvI{swrI;1;eka}	viSeRaNam,5	BArI niwamba vAlI	-	-	-	-	-
3	mawwa-cakora-newrA	8	mawwacakoranewrA	mawwa-cakora-newq{puM;3;eka}/mawwa-cakora-newq{puM;3;eka(NI1;wqc;NIF;:BvAxiH)}/mawwa-cakora-newq{napuM;3;eka(NI1;wqc;NIF;:BvAxiH)}/newrA{swrI;1;eka}	mawwa-cakora-newrA{swrI;1;eka}	viSeRaNam,5	unmawwa cakora ke newro ke samAna newro vAlI 	-	-	-	-	-
4	lajjAvawI	9	lajjAvawI	lajjA{mawup;swrI;1;eka}	lajjA{mawup;swrI;1;eka}	viSeRaNam,5	lajIlI (SarmIlI)	-	-	-	-	-
5	vaXUH	4	vaXUrviXAwqprawimena	vaXU{swrI;1;eka}/vaXU{swrI;2;bahu}/vaXu{swrI;2;bahu}	vaXU{swrI;1;eka}	karwA,12	vaXU (inxumawI) ne	-	-	-	-	-
6	wena	5	wena	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;:wanAxiH}	wax{sarvanAma;puM;3;eka}	viSeRaNam,8	usa (ke xvArA)	-	-	-	guru (purohiwa) xvArA	-
7	viXAwq-prawimena	-	---	XA1{wqc;duXAF;:juhowyAxiH}/Xe1{wqc;Xet;:BvAxiH-prawima;puM;3;eka}/prawima{napuM;3;eka}	vi_XA1{wqc;duXAF;:juhowyAxiH-prawima;puM;3;eka}	viSeRaNam,8	brahmA ke samAna	-	-	-	-	-
8	guruNA	2	guruNA	guru{puM;3;eka}/guru{napuM;3;eka}	guru{puM;3;eka}	karwA,9	guru (purohiwa) xvArA	-	-	-	-	-
9	prayukwA	3	prayukwA	prayuj{wal;swrI;1;eka}/prayukwA{swrI;1;eka(yuC1;kwa;yuCaz;:BvAxiH)}	prayuj{wal;swrI;1;eka}	viSeRaNam,5	(havana ke lie) niyukwa kI hui	-	-	-	-	-
10	agnO	-	---	agni{puM;7;eka}	agni{puM;7;eka}	aXikaraNam,12	agni_meM	-	-	-	-	-
11	lAja-visargaM	10	lAjavisargamagnO	lAja-visarga{puM;2;eka}/visarga{napuM;1;eka}/visarga{napuM;2;eka}	lAja-visarga{napuM;2;eka}	karma,12	XAna ke lAvoM se (ko)	-	-	-	-	-
12	cakAra	6	cakAra	kq1{karwari;lit;u;eka;parasmEpaxI;kqF;:BvAxiH}/kq1{karwari;lit;pra;eka;parasmEpaxI;kqF;:BvAxiH}/kq2{karwari;lit;u;eka;parasmEpaxI;kqF;:svAxiH}/kq2{karwari;lit;pra;eka;parasmEpaxI;kqF;:svAxiH}/kq3{karwari;lit;u;eka;parasmEpaxI;dukqF;:wanAxiH}/kq3{karwari;lit;pra;eka;parasmEpaxI;dukqF;:wanAxiH}/kQ1{karwari;lit;u;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ1{karwari;lit;pra;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ2{karwari;lit;u;eka;parasmEpaxI;kQF;:kryAxiH}/kQ2{karwari;lit;pra;eka;parasmEpaxI;kQF;:kryAxiH}/ca-kAra{puM;8;eka}	kq1{karwari;lit;u;eka;parasmEpaxI;kqF;:BvAxiH}	aBihiwa_karwA,5;sakarmaka	(havana) kiyA (CodA)	-	-	-	-	-
