index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	hA-wAwa	1	hA-wAwewi	hA-wAwa{puM;8;eka}/wAwa{napuM;8;eka}	hA-wAwa{napuM;8;eka}	sambanXaH,2	hA-wAwa	-	-	-	-	-
2	iwi	-	-	iwi{avya}	iwi{avya}	sambanXaH,3	EsA	-	-	-	-	-
3	kranxiwam	3	kranxiwamAkarNya	kranxiwa{napuM;1;eka}/kranxiwa{napuM;2;eka}/kranxiwa{puM;2;eka(krax2;kwa;kraxiz;:BvAxiH)}/kranxiwa{napuM;1;eka(krax2;kwa;kraxiz;:BvAxiH)}/kranxiwa{napuM;2;eka(krax2;kwa;kraxiz;:BvAxiH)}/kranxiwa{puM;2;eka(krax3;kwa;kraxiz;:BvAxiH)}/kranxiwa{napuM;1;eka(krax3;kwa;kraxiz;:BvAxiH)}/kranxiwa{napuM;2;eka(krax3;kwa;kraxiz;:BvAxiH)}	kranxiwa{napuM;2;eka}	karma,4	kranxiwa	-	-	-	-	-
4	AkarNya	4	-	karNa1{avya;lyap;karNa;:curAxiH}	Af_karNa1{avya;lyap;karNa;:curAxiH}	pUrvakAlaH,5	-	-	-	-	-	-
5	viRaNNaH	5	viRaNNaswasyAnviRyan	viRaNNa{puM;1;eka}/viRaNNa{puM;1;eka(Rax1;kwa;RaxLz;:BvAxiH)}	viRaNNa{puM;1;eka(Rax1;kwa;RaxLz;:BvAxiH)}	viSeRaNam,10	uxAsa	-	-	-	-	-
6	wasya	6	-	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,8	usakA	-	-	-	-	-
7	vewasa-gUDam	8	-	vewasa-gUDa{puM;2;eka(guh1;kwa;guhUz;:BvAxiH)}/vewasa-gUDa{napuM;1;eka(guh1;kwa;guhUz;:BvAxiH)}/vewasa-gUDa{napuM;2;eka(guh1;kwa;guhUz;:BvAxiH)}	vewasa-gUDa{puM;2;eka(guh1;kwa;guhUz;:BvAxiH)}	viSeRaNam,8	-	-	-	-	-	-
8	praBavam	9	-	praBava{puM;2;eka}	praBava{puM;2;eka}	karma,9	mUla_ko	-	-	-	-	-
9	anviRyan	7	anviRyan	anviRyaw{puM;1;eka(anu_iR1;Sawq_lat;iRaz;:xivAxiH)}	anviRyaw{puM;1;eka(anu_iR1;Sawq_lat;iRaz;:xivAxiH)}	pUrvakAlaH,10	anu_iR1wA_huA	-	-	-	-	-
10	saH	10	-	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,20	vaha	-	-	-	-	-
11	Salya-prowam	11	Salya-prowaM	Salya-prowa{puM;2;eka(Salya-ve1;kwa;veF;:BvAxiH)}/Salya-prowa{napuM;1;eka(ve1;kwa;veF;:BvAxiH)}/Salya-prowa{napuM;2;eka(ve1;kwa;veF;:BvAxiH)}	Salya-prowa{puM;2;eka(Salya-ve1;kwa;veF;:BvAxiH)}	viSeRaNam,13	-	-	-	-	-	-
12	sa-kumBam	13	sa-kumBaM	sa-kumBa{puM;2;eka}/kumBa{napuM;1;eka}/kumBa{napuM;2;eka}	sa-kumBa{puM;2;eka}	viSeRaNam,13	sa-kumBa_ko	-	-	-	-	-
13	muni-puwraM	14	muni-puwraM	muni-puwra{puM;2;eka}/puwra{napuM;1;eka}/puwra{napuM;2;eka}	muni-puwra{puM;2;eka}	karma,14	muni-puwra_ko	-	-	-	-	-
14	prekRya	12	-	IkR1{avya;lyap;IkRaz;:BvAxiH}/IkR1{avya;lyap;IkRaz;:BvAxiH}	pra_IkR1{avya;lyap;IkRaz;:BvAxiH}	pUrvakAlaH,20	-	-	-	-	-	-
15	kRiwipaH	18	kRiwipoZpi	kRiwi-pa{puM;1;eka}	kRiwi-pa{puM;1;eka}	karwA,20	kRiwipawi	-	-	-	-	-
16	api	-	-	api{avya}	api{avya}	sambanXaH,15	BI	-	-	-	-	-
17	wApAw	15	wApAxanwaHSalya	wApa{puM;5;eka}	wApa{puM;5;eka}	hewuH,20	garmI_se	-	-	-	-	-
18	anwaH-Salya	-	-	anwaH-Salya{puM;8;eka}/Salya{napuM;8;eka}	anwaH-Salya{puM;8;eka}	upamAnam,19	anwaH-sAhI	-	-	-	-	-
19	iva	16	ivAsIw	iva{avya}	iva{avya}	upamAnaxyowakaH,15	jEse	-	-	-	-	-
20	AsIw	17	-	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,10	WA	-	-	-	-	-
