index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	xivaH	5	xivaH	xiv{swrI;1;bahu}/xiv{swrI;2;bahu}/xiv{swrI;5;eka}/xiv{swrI;6;eka}/xiv{swrI;8;bahu}	xiv{swrI;5;eka}	apAxAnam,3	(AkASa_se)svarga_se	-	-	-	-	-
2	gAM	3	wO	go{puM;2;eka}/go{swrI;2;eka}	go{swrI;2;eka}	karma,3	(gAya), BUmi para,pqWvI para	-	-	-	-	-
3	gawO	4	gawAviva	gawi{swrI;7;eka}/gawa{puM;1;xvi(gam1;kwa;gamLz;:BvAxiH)}/gawa{puM;2;xvi(gam1;kwa;gamLz;:BvAxiH)}	gawa{puM;2;xvi(gam1;kwa;gamLz;:BvAxiH)}	viSeRaNam,7	gaye_hue	-	-	-	-	-
4	punarvasU	6	punarvasU	punarvasu{puM;1;xvi}/punarvasu{puM;2;xvi}	punarvasu{puM;2;xvi}	upamAnam,5	sAwavAz nakRawra (xo yA wIna wAroM kA puMja) punarvasuoM_ko	-	-	-	-	-
5	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,6	jEse	-	-	-	-	-
6	(sWiwO)	-	(-)	sWiwi{swrI;7;eka}/sWiwa{puM;1;xvi(RWA1;kwa;RWA;:BvAxiH)}/sWiwa{puM;2;xvi(RWA1;kwa;RWA;:BvAxiH)}	sWiwa{puM;1;xvi(RWA1;kwa;RWA;:BvAxiH)}	viSeRaNam,7	sWiwa, KadZA huA	-	-	-	-	-
7	wO	1	wO	wax{sarvanAma;puM;1;xvi}/wax{sarvanAma;puM;2;xvi}	wax{sarvanAma;puM;2;xvi}	karma,9	ve, xono yuvaka	-	-	-	rAmalakRmaNO, rAGavO	-
8	vilocanEH	10	vilocanEH	vilocana{napuM;3;bahu}	vilocana{napuM;3;bahu}	karaNam,9	AzKoM_se	-	-	-	-	-
9	pibawAM	9	pibawAM	pA1{karwari;lot;pra;xvi;parasmEpaxI;pA;:BvAxiH}/pibaw{puM;6;bahu(pA1;Sawq_lat;pA;:BvAxiH)}/pibaw{napuM;6;bahu(pA1;Sawq_lat;pA;:BvAxiH)}	pibaw{puM;6;bahu(pA1;Sawq_lat;pA;:BvAxiH)}	viSeRaNam,10	pIwe_hue	-	-	-	-	-
10	vixeha-nagarI-nivAsinAM	2	vixehanagarInivAsinAM	vixeha-nagarI-nivAsin{puM;6;bahu}	vixeha-nagarI-nivAsin{puM;6;bahu}	RaRTIsambanXaH,11	vixeha_kA_jilA-nagarI-nivAsI_kA	-	-	-	-	-
11	manaH	13	manaH	manas{napuM;1;eka}/manas{napuM;2;eka}/manas{napuM;8;eka}	manas{napuM;1;eka}	karwA,15	mana	-	-	-	-	-
12	pakRma-pAwam	11	pakRmapAwamapi	pakRma-pA2{karwari;lot;ma;xvi;parasmEpaxI;pA;:axAxiH}/pAwa{puM;2;eka}/pAwa{napuM;1;eka}/pAwa{napuM;2;eka}	pakRma-pAwa{napuM;2;eka}	karmasamAnAXikaraNam,15	pakRma-pAwa_ko, AzKa kA JapakanA, AMKoM ke Japakaneko	-	-	-	-	-
13	api	-	-	api{avya}	api{avya}	sambanXaH,12	BI	-	-	-	-	-
14	vaFcanAM	12	vaFcanAM	vaFcanA{swrI;2;eka}	vaFcanA{swrI;2;eka}	karma,15	XoKA_ko	-	-	-	-	-
15	manyawe	7	manyawe	man1{karmaNi;lat;pra;eka;AwmanepaxI;manaz;:xivAxiH}/man2{karmaNi;lat;pra;eka;AwmanepaxI;manuz;:wanAxiH}/man1{karwari;lat;pra;eka;AwmanepaxI;manuz;:xivAxiH}	man1{karwari;lat;pra;eka;AwmanepaxI;manuz;:xivAxiH}	aBihiwa_karwA,11;sakarmaka	jAnawA_WA,	-	-	-	-	-
16	sma	8	sma	sma{avya}	sma{avya}	sambanXaH,15	-	-	-	-	-	-
