index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	(saH)	-	(-)	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,10	usa	-	-	-	-	-
2	AkAra-saxqSa-prajFaH	1	AkArasaxqSaprajFaH	AkAra{puM(kQ1;GaF;kQ;:wuxAxiH)}/AkAra{puM(kq3;GaF;dukqF;:wanAxiH)}/AkAra{puM(kq3;GaF;dukqF;:wanAxiH)}/AkAra{puM-saxqSa-prajFa;puM;1;eka(kq2;GaF;kqF;:svAxiH)}	AkAra-saxqSa-prajFa{puM;1;eka}	karwqsamAnAXikaraNam,10	-	-	-	-	-	-
3	prajFayA	2	prajFayA	prajFA{swrI;3;eka}	prajFA{swrI;3;eka}	wulanA_binxuH,4	buxXi_se	-	-	-	-	-
4	saxqSaH	3	saxqSAgamaH	saxqS{puM;1;bahu}/saxqS{puM;2;bahu}/saxqS{puM;5;eka}/saxqS{puM;6;eka}/saxqS{napuM;1;bahu}/saxqS{napuM;2;bahu}/saxqS{napuM;5;eka}/saxqS{napuM;6;eka}/saxqSa{puM;1;eka}/saxqS{puM;8;bahu}/saxqS{napuM;8;bahu}	saxqS{napuM;6;eka}	viSeRaNam,5	samAna_kA	-	-	-	-	-
5	AgamaH	-	-	Af_gam1{karwari;luf;ma;eka;parasmEpaxI;gamLz;:BvAxiH}/Agama{puM;1;eka(gam1;GaF;gamLz;:BvAxiH)}	Agama{puM;1;eka(gam1;GaF;gamLz;:BvAxiH)}	karwqsamAnAXikaraNam,10	janma	-	-	-	-	-
6	AgamEH	4	AgamEH	Agama{puM;3;bahu(gam1;GaF;gamLz;:BvAxiH)}	Agama{puM;3;bahu(gam1;GaF;gamLz;:BvAxiH)}	wulanA_binxuH,7	janmoM_se	-	-	-	-	-
7	saxqSaH	5	saxqSAramBaH	saxqS{puM;1;bahu}/saxqS{puM;2;bahu}/saxqS{puM;5;eka}/saxqS{puM;6;eka}/saxqS{napuM;1;bahu}/saxqS{napuM;2;bahu}/saxqS{napuM;5;eka}/saxqS{napuM;6;eka}/saxqSa{puM;1;eka}/saxqS{puM;8;bahu}/saxqS{napuM;8;bahu}	saxqSa{puM;1;eka}	viSeRaNam,8	samAna	-	-	-	-	-
8	AramBaH	-	-	AramBa{puM;1;eka}	AramBa{puM;1;eka}	karwqsamAnAXikaraNam,10	-	-	-	-	-	-
9	AramBa-saxqSa-uxayaH	6	AramBasaxqSoxayaH	AramBa-saxqSa-uxaya{puM;1;eka}/AramBa-saxqSa-uxaya{puM;1;eka(i1;GaF;iN;:axAxiH)}	AramBa-saxqSa-uxaya{puM;1;eka}	karwqsamAnAXikaraNam,10	AramBa-samAna-uxaya	-	-	-	-	-
10	(AsIw)	-	(-)	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,1	We	-	-	-	-	-
