index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	guroH	-	guroH	guru{puM;5;eka}/guru{puM;6;eka}	guru{puM;6;eka}	aBexaH,2	BArI	-	-	-	-	-
2	vasiRTasya	-	vasiRTasya	vasiRTa{puM;6;eka}	vasiRTa{puM;6;eka}	RaRTIsambanXaH,3	vasiRTa_ke	-	-	-	-	-
3	manwrAH	-	manwrAH	manwra{puM;1;bahu}/manwra{puM;8;bahu}	manwra{puM;1;bahu}	sup_samucciwaH,6	manwra	-	-	-	-	-
4	XanvinaH	-	XanvinaH	Xanvin{puM;1;bahu}/Xanvin{puM;2;bahu}/Xanvin{puM;5;eka}/Xanvin{puM;6;eka}/Xanvin{puM;8;bahu}	Xanvin{puM;2;bahu}	viSeRaNam,5	XanvinoM_ke	-	-	-	-	-
5	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,6	usake	-	-	-	-	-
6	sAyakAH	-	sAyakAH	sAyaka{puM;1;bahu}/sAya{ka;puM;1;bahu}/sAya{ka;swrI;1;bahu}/sAya{ka;swrI;2;bahu}/sAyaka{puM;1;bahu(Ri1;Nvul;RiF;:svAxiH)}/sAyaka{puM;1;bahu(Ro1;Nvul;Ro;:xivAxiH)}/sAyaka{puM;1;bahu(sE1;Nvul;sE;:BvAxiH)}/sAyaka{puM;1;bahu(Ri2;Nvul;RiF;:kryAxiH)}	sAyaka{puM;1;bahu(Ri2;Nvul;RiF;:kryAxiH)}	samucciwaH,7	bANa	-	-	-	-	-
7	uBaye	-	uBaye	uBaya{napuM;1;xvi}/uBaya{napuM;2;xvi}/uBaya{sarvanAma;puM;1;bahu}/uBaya{napuM;8;xvi}/uBaya{puM;7;eka}/uBaya{napuM;7;eka}	uBaya{napuM;2;xvi}	sambanXaH,8	xonoM	-	-	-	-	-
8	safgawAH	-	safgawAH	safgawa{puM;1;bahu}/safgawa{puM;8;bahu}/safgawa{puM;1;bahu(gam1;kwa;gamLz;:BvAxiH)}/safgawA{swrI;1;bahu(gam1;kwa;gamLz;:BvAxiH)}/safgawA{swrI;2;bahu(gam1;kwa;gamLz;:BvAxiH)}	safgawa{puM;1;bahu(gam1;kwa;gamLz;:BvAxiH)}	prawiyogI,9	milA-hue	-	-	-	-	-
9	yaw	-	yaw	yaw{avya}/yax{sarvanAma;napuM;1;eka}/yax{sarvanAma;napuM;2;eka}	yaw{avya}	viSeRaNam,10	ki	-	-	-	-	-
10	sAXyaM	-	sAXyaM	sAXya{puM;2;eka(sAX1;Nyaw;sAXaz;:svAxiH)}/sAXya{napuM;1;eka(sAX1;Nyaw;sAXaz;:svAxiH)}/sAXya{napuM;2;eka(sAX1;Nyaw;sAXaz;:svAxiH)}	sAXya{napuM;2;eka(sAX1;Nyaw;sAXaz;:svAxiH)}	prayojyakarwA,12	-	-	-	-	-	-
11	na	-	na	na{avya}	na{avya}	prawiReXaH,12	nahIM	-	-	-	-	-
12	sAXayeyuH	-	sAXayeyuH	sAX1{Nijanwa;karwari;viXilif;pra;bahu;parasmEpaxI;sAXaz;:svAxiH}	sAX1{Nijanwa;karwari;viXilif;pra;bahu;parasmEpaxI;sAXaz;:svAxiH}	aBihiwa_karwA,10	sixXa_karAyeM	-	-	-	-	-
13	waw	-	waw	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	waw{avya}	karwA,15	waw	-	-	-	-	-
14	kim	-	kim	kim{avya}/kim{sarvanAma;napuM;1;eka}/kim{sarvanAma;napuM;2;eka}	kim{sarvanAma;napuM;1;eka}	uxgAravAcakaH,15	kyA	-	-	-	-	-
15	(aswi)	-	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,13;sakarmaka	as2_pp_skwA_hE	-	-	-	-	-
