index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	wena	3	wena	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;:wanAxiH}	wax{sarvanAma;puM;3;eka}	viSeRaNam,3	usa	-	-	-	-	-
2	kRiweH	4	kRiweviSvasaho	kRiwi{swrI;5;eka}/kRiwi{swrI;6;eka}	kRiwi{swrI;6;eka}	RaRTIsambanXaH,3	pqWvI	-	-	-	-	-
3	ISvareNa	2	viSveSvaramISvareNa	ISvara{puM;3;eka}	ISvara{puM;3;eka}	karwA,14	ISvara_se	-	-	-	-	-
4	viSveSvaraM	2	viSveSvaramISvareNa	viSveSvara{puM;2;eka}	viSveSvara{puM;2;eka}	karma,5	paramAwmA	-	-	-	-	-
5	ArAXya	1	ArAXya	Af_rAX1{karwari;lot;ma;eka;parasmEpaxI;rAXoz;:xivAxiH}/rAX1{avya;lyap;rAXoz;:xivAxiH}/rAX2{avya;lyap;rAXaz;:svAxiH}	Af_rAX1{avya;lyap;rAXoz;:xivAxiH}	pUrvakAlaH,14	Af_rAX1_kara	-	-	-	-	-
6	viSva-saKaH	8	viSvasaKaH	viSva-saKa{puM;1;eka}	viSva-saKa{puM;1;eka}	viSeRaNam,7	viSva-saKa	-	-	-	-	-
7	viSvasahaH	4	kRiweviSvasaho	viSvasaha{puM;1;eka}	viSvasaha{puM;1;eka}	karma,14	-	-	-	-	-	-
8	samagrAM	9	samagrAM	samagrA{swrI;2;eka}	samagrA{swrI;2;eka}	viSeRaNam,9	pUrI	-	-	-	-	-
9	viSvaM-BarAM	10	viSvaMBarAmAwmajamUrwirAwmA	viSvaM-BarA{swrI;2;eka}	viSvaM-BarA{swrI;2;eka}	karma,10	viSvaM-BarA	-	-	-	-	-
10	pAwuM	6	pAwuM	pA1{avya;wumun;pA;:BvAxiH}/pA2{avya;wumun;pA;:axAxiH}/pE1{avya;wumun;pE;:BvAxiH}	pA1{avya;wumun;pA;:BvAxiH}	prayojanam,11	pIne~ke_liye	-	-	-	-	-
11	sahaH	7	saho	saha{puM;1;eka}/sahas{napuM;1;eka}/sahas{napuM;2;eka}/sahas{puM;8;eka}/sahas{napuM;8;eka}	saha{puM;1;eka}	viSeRaNam,7	maMgasira_kA_mahInA	-	-	-	-	-
12	Awmaja-mUrwiH	10	viSvaMBarAmAwmajamUrwirAwmA	Awmaja-mUrwi{puM;1;eka}/mUrwi{swrI;1;eka}	Awmaja-mUrwi{puM;1;eka}	viSeRaNam,13	puwra-mUrwi	-	-	-	-	-
13	AwmA	10	viSvaMBarAmAwmajamUrwirAwmA	Awman{puM;1;eka}	Awman{puM;1;eka}	aBexaH,7	AwmA_ne	-	-	-	-	-
14	vijajFe	5	vijajFe	vi_jan2{karwari;lit;pra;eka;AwmanepaxI;janIz;:xivAxiH}/vi_jan2{karwari;lit;u;eka;AwmanepaxI;janIz;:xivAxiH}/vi_jan2{BAve;lit;pra;eka;AwmanepaxI;janIz;:xivAxiH}/vi_jan2{BAve;lit;u;eka;AwmanepaxI;janIz;:xivAxiH}	vi_jan2{karmaNi;lit;pra;eka;AwmanepaxI;janIz;:xivAxiH}	aBihiwa_karma,7	vi_jan2_ap_skyA	-	-	-	-	-
