index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	SawaSaH	-	SawaSaH	SawaSa{puM;2;bahu}	SawaSa{puM;2;bahu}	viSeRaNam,2	-	-	-	-	-	-
2	nqpawayaH	-	nqpawayaH	nqpawi{puM;1;bahu}/nqpawi{puM;8;bahu}	nqpawi{puM;1;bahu}	karwA,11	rAjA	-	-	-	-	-
3	aKaNdiwa-pOruRam	-	aKaNdiwa-pOruRam	aKaNdiwa-pOruRa{puM;2;eka}/pOruRa{napuM;1;eka}/pOruRa{napuM;2;eka}	aKaNdiwa-pOruRa{puM;2;eka}	viSeRaNam,4	aKaNdiwa-pOruRa	-	-	-	-	-
4	wam	-	wam	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	viSeRaNam,6	usa	-	-	-	-	-
5	maruwaH	-	maruwaH	maruw{puM;1;bahu}/maruw{puM;2;bahu}/maruw{puM;5;eka}/maruw{puM;6;eka}/maruwa{puM;1;eka}/maruw{puM;8;bahu}	maruw{puM;6;eka}	RaRTIsambanXaH,6	havA_ke	-	-	-	-	-
6	SawamaKaM	-	SawamaKaM	SawamaKa{puM;2;eka}	SawamaKa{puM;2;eka}	karma,10	inxra_ko	-	-	-	-	-
7	yaWA	-	yaWA	yaWA{avya}	yaWA{avya}	kriyAviSeRaNam,11	jEse	-	-	-	-	-
8	naKa-rAga-samqxXiBiH	-	naKa-rAga-samqxXiBiH	naKa-rAga-samqxXi{swrI;3;bahu}/samqxXi{napuM;3;bahu}/samqxXi{puM;3;bahu}	naKa-rAga-samqxXi{puM;3;bahu}	viSeRaNam,9	nAKUna-rAga-samqxXi_ke_xvArA	-	-	-	-	-
9	mukuta-rawna-marIciBiH	-	mukuta-rawna-marIciBiH	mukuta-rawna-marIcin{puM;3;bahu}/marIci{napuM;3;bahu}/marIci{puM;3;bahu}	mukuta-rawna-marIci{puM;3;bahu}	karaNam,11	mukuta-rawna-sUrya_se	-	-	-	-	-
10	caraNayoH	-	caraNayoH	caraNa{puM;6;xvi}/caraNa{puM;7;xvi}/caraNa{napuM;6;xvi(car1;lyut;caraz;:BvAxiH)}/caraNa{napuM;7;xvi(car1;lyut;caraz;:BvAxiH)}	caraNa{napuM;7;xvi(car1;lyut;caraz;:BvAxiH)}	aXikaraNam,11	caraNoM_meM	-	-	-	-	-
11	aspqSan	-	aspqSan	spqS1{karwari;laf;pra;bahu;parasmEpaxI;spqSaz;:wuxAxiH}	spqS1{karwari;laf;pra;bahu;parasmEpaxI;spqSaz;:wuxAxiH}	aBihiwa_karwA,2;sakarmaka	Cue	-	-	-	-	-
