index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	awaH	-	-	awaH{avya}	awaH{avya}	sambanXaH,7	awaH	-	-	-	-	-
2	maw-prasUwim	6	mawprasUwimanArAXya	maw-prasUwi{swrI;2;eka}/prasUwi{puM;2;eka}	maw-prasUwi{swrI;2;eka}	karma,3	maw-janma_xenA_ko	-	-	-	-	-
3	an-ArAXya	-	-	an-Af_rAX1{karwari;lot;ma;eka;parasmEpaxI;rAXoz;:xivAxiH}/rAX1{avya;lyap;rAXoz;:xivAxiH}/rAX2{avya;lyap;rAXaz;:svAxiH}	an-Af_rAX1{avya;lyap;rAXoz;:xivAxiH}	pUrvakAlaH,7	Af_rAX1_pp_skyeM	-	-	-	-	-
4	we	-	-	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	yuRmax{sarvanAma;6;eka}	RaRTIsambanXaH,5	ve	-	-	-	-	-
5	prajA	7	prajewi	prajA{swrI;1;eka}	prajA{swrI;1;eka}	karwA,7	prajA	-	-	-	-	-
6	na	4	na	na{avya}	na{avya}	prawiReXaH,7	nahIM	-	-	-	-	-
7	BaviRyawi	5	BaviRyawi	BU1{karwari;lqt;pra;eka;parasmEpaxI;BU;:BvAxiH}/BaviRyaw{puM;7;eka}/BaviRyaw{napuM;7;eka}	BU1{karwari;lqt;pra;eka;parasmEpaxI;BU;:BvAxiH}	vAkyakarma,11	hogA	-	-	-	-	-
8	iwi	-	-	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,7	EsA	-	-	-	-	-
9	sA	10	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	karwA,11	vaha	-	-	-	-	-
10	wvAM	8	wvAM	yuRmax{sarvanAma;2;eka}	yuRmax{sarvanAma;2;eka}	karma,11	wumheM	-	-	-	-	-
11	SaSApa	9	SaSApa	Sap1{karwari;lit;pra;eka;parasmEpaxI;Sapaz;:BvAxiH}/Sap1{karwari;lit;u;eka;parasmEpaxI;Sapaz;:BvAxiH}/Sap2{karwari;lit;pra;eka;parasmEpaxI;Sapaz;:xivAxiH}/Sap2{karwari;lit;u;eka;parasmEpaxI;Sapaz;:xivAxiH}	Sap1{karwari;lit;pra;eka;parasmEpaxI;Sapaz;:BvAxiH}	aBihiwa_karwA,9;sakarmaka	SapaWa_kI	-	-	-	-	-
