index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	waxa-iyam	-	waxIyamAkranxiwamArwasAXorguhAnibaxXaprawiSabxaxIrGam	wax-ixam{puM;2;eka}/ixam{napuM;1;eka}/ixam{napuM;2;eka}	wax-ixam{puM;1;eka}	viSeRaNam,2	usakI	-	-	-	-	-
2	Akranxiwam	-	-	Akranxiwa;{puM;2;eka{kqxanwa}({kqw_XAwu;krax2};kwa;kraxiz;BvAxiH)}/;Akranxiwa{napuM;1;eka{kqxanwa}({kqw_XAwu;krax2};kwa;kraxiz;BvAxiH)}/;Akranxiwa{napuM;2;eka{kqxanwa}({kqw_XAwu;krax2};kwa;kraxiz;BvAxiH)}	Akranxiwa{napuM;1;eka{kqxanwa}({kqw_XAwu;krax2};kwa;kraxiz;BvAxiH)}	karwA,7	vilApa_karanA	-	-	-	-	-
3	Arwa-sAXoH	-	-	Arwa{puM;1;eka(q2;kwa;q;:juhowyAxiH)}	Arwa{puM;1;eka(q2;kwa;q;:juhowyAxiH)}	viSeRaNam,10	pIdiwa	-	-	-	-	-
4	guhA-nibaxXa-prawi-Sabxa-xIrGam	-	guhAnibaxXaprawiSabxaxIrGam	guhA-nibaxXaH-prawi-Sabxa-xIrGa{puM;1;eka}/xIrGa{napuM;1;eka}/xIrGa{napuM;2;eka};	guhA-nibaxXaH-prawi-Sabxa-xIrGa{napuM;1;eka}	viSeRaNam,1	-	-	-	-	-	-
5	raSmiRu	-	raSmiRvivAxAya	raSmi{puM;7;bahu}	raSmi{puM;7;bahu}	upamAnam,11	raSmiyoM_meM	-	-	-	-	-
6	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,5	jEse	-	-	-	-	-
7	AxAya	-	-	Af_{kqw_XAwu;xA3};avya;lyap;duxAF;juhowyAxiH{kqxanwa}/Af_{kqw_XAwu;xE1};avya;lyap;xEp;BvAxiH{kqxanwa}}/;Af_{kqw_XAwu;xA1};avya;lyap;xAN;BvAxiH{kqxanwa}/;Af_{kqw_XAwu;xA2};avya;lyap;xAp;axAxiH{kqxanwa}/AxAya;{puM;8;eka{kqxanwa}({kqw_XAwu;xA3};GaF;duxAF;juhowyAxiH)}/AxAya{puM;8;eka{kqxanwa}({kqw_XAwu;xE1};GaF;xEp;BvAxiH)}/;Af_xE;{karwari;lot;ma;eka;parasmEpaxI;xEp;BvAxiH}	Af_{kqw_XAwu;xA3};avya;lyap;duxAFjuhowyAxiH{kqxanwa}	pUrvakAlaH,9	Af_kqR2_ap_skyA	-	-	-	-	-
8	naga-inxra-sakwAM	-	nagenxrasakwAM	naga-inxra-sakwA{swrI;2;eka(Rac2;kwa;Racaz;:BvAxiH)}	naga-inxra-sakwA{swrI;2;eka(Rac2;kwa;Racaz;:BvAxiH)}	viSeRaNam,7	naga	-	-	-	-	-
9	nivarwayAmAsa	-	nivarwayAmAsa	ni_vqw{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;vqwuz;BvAxiH}/ni_vqw{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;vqwuz;BvAxiH}/ni_vqw{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;vqwuz;BvAxiH}/ni_vqw{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;vqwuz;BvAxiH}/ni_vqw{Nijanwa;karwari;lit;u;eka;parasmEpaxI;vqwuz;BvAxiH}/ni_vqw{Nijanwa;karwari;lit;u;eka;AwmanepaxI;vqwuz;BvAxiH}/ni_vqw{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;vqwuz;curAxiH}/ni_vqw{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;vqwuz;curAxiH}/ni_vqw{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;vqwuz;curAxiH}/ni_vqw{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;vqwuz;curAxiH}/ni_vqw{Nijanwa;karwari;lit;u;eka;parasmEpaxI;vqwuz;curAxiH}/ni_vqw{Nijanwa;karwari;lit;u;eka;AwmanepaxI;vqwuz;curAxiH}	ni_vqw{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;vqwuz;BvAxiH}	aBihiwa_karwA,2;sakarmaka	nivqwwa_ho_gayIM_huIM	-	-	-	-	-
10	nqpasya	-	nqpasya	nqpa{puM;6;eka}	nqpa{puM;6;eka}	RaRTIsambanXaH,11	rAjA_kI	-	-	-	-	-
11	xqRtim	-	xqRtim	xqRti{swrI;2;eka}	xqRti{swrI;2;eka}	karma,7	xqRti_ko	-	-	-	-	-
