index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	rAmasya	1	rAmasya	rAma{puM;6;eka}	rAma{puM;6;eka}	RaRTIsambanXaH,3	rAma_kA	-	-	-	-	-
2	maXuram	2	maXuram	maXura{puM;2;eka}/maXura{napuM;1;eka}/maXura{napuM;2;eka}	maXura{napuM;2;eka}	viSeRaNam,3	maXura	-	-	-	-	-
3	vqwwam	3	vqwwam	vqwwa{napuM;1;eka}/vqwwa{napuM;2;eka}/vqwwa{puM;2;eka(vqw1;kwa;vqwuz;:BvAxiH)}/vqwwa{napuM;1;eka(vqw1;kwa;vqwuz;:BvAxiH)}/vqwwa{napuM;2;eka(vqw1;kwa;vqwuz;:BvAxiH)}/vqwwa{puM;2;eka(vqw2;kwa;vqwuz;:xivAxiH)}/vqwwa{napuM;1;eka(vqw2;kwa;vqwuz;:xivAxiH)}/vqwwa{napuM;2;eka(vqw2;kwa;vqwuz;:xivAxiH)}	vqwwa{napuM;2;eka(vqw2;kwa;vqwuz;:xivAxiH)}	karma,4	mud.Za_kara_AyA_huA	-	-	-	-	-
4	gAyanwO	4	gAyanwO	gAyaw{puM;1;xvi(gE1;Sawq_lat;gE;:BvAxiH)}/gAyaw{puM;2;xvi(gE1;Sawq_lat;gE;:BvAxiH)}	gAyaw{puM;1;xvi(gE1;Sawq_lat;gE;:BvAxiH)}	varwamAnasamAnakAlaH,9	gAwe_hue	-	-	-	-	-
5	mAwuH	5	mAwuragrawaH	mAwq{swrI;6;eka}	mAwq{swrI;6;eka}	sanxarBa_binxuH,6	mAwA_ke	-	-	-	-	-
6	agrawaH	-	-	agrawaH{avya}	agrawaH{avya}	xeSAXikaraNam,4	Age	-	-	-	-	-
7	waw-viyoga-vyaWAm	6	waxviyogavyaWAm	waxviyoga-vyaWA{swrI;2;eka}	waxviyoga-vyaWA{swrI;2;eka}	karma,9	waxviyoga-xuHKa	-	-	-	-	-
8	kiFciw	7	kiFciwSiWilIcakrawuH	kiFciw{avya}/kiFciw{sarvanAma;napuM;1;eka}/kiFciw{sarvanAma;napuM;2;eka}	kiFciw{avya}	kriyAviSeRaNam,9	kuCa	-	-	-	-	-
9	SiWilIcakrawuH	-	-	SiWilIkq3{karwari;lit;pra;xvi;parasmEpaxI;dukqF;:wanAxiH}	SiWilIkq3{karwari;lit;pra;xvi;parasmEpaxI;dukqF;:wanAxiH}	aBihiwa_karwA,10;sakarmaka	SiWilIkq3_pp_skyA	-	-	-	-	-
10	suwO	8	suwO	suwa{puM;1;xvi}/suwa{puM;2;xvi}/suwi{swrI;7;eka}/suwa{puM;1;xvi(Ru3;kwa;RuF;:svAxiH)}/suwa{puM;2;xvi(Ru3;kwa;RuF;:svAxiH)}/suwa{puM;1;xvi(Su1;kwa;Su;:BvAxiH)}/suwa{puM;2;xvi(Su1;kwa;Su;:BvAxiH)}/suwa{puM;1;xvi(Ru2;kwa;Ru;:axAxiH)}/suwa{puM;2;xvi(Ru2;kwa;Ru;:axAxiH)}	suwa{puM;1;xvi(Ru2;kwa;Ru;:axAxiH)}	karwA,9	puwroM_ne	-	-	-	-	-
