index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	manIRiNaH	-	manIRiNaH	manIRin{puM;1;bahu}/manIRin{puM;2;bahu}/manIRin{puM;5;eka}/manIRin{puM;6;eka}/manIRin{puM;8;bahu}	manIRin{puM;1;bahu}	karwA,12	buxXimAn	-	-	-	-	-
2	bala-niRUxanam	-	bala-niRUxanam	bala-niRUxana{puM;2;eka}/niRUxana{napuM;1;eka}/niRUxana{napuM;2;eka}	bala-niRUxana{puM;2;eka}	aBexaH,7	bala-niRUxana	-	@bahuvrihi	-	-	@indra
3	manu-xaNda-Xara-anvayam	-	manu-xaNda-Xara-anvayam	manu-xaNda-Xara-anvaya{puM;2;eka}/manu-xaNda-Xara-anvaya{puM;2;eka(i1;GaF;iN;:axAxiH)}	manu-xaNda-Xara-anvaya{puM;2;eka}	viSeRaNam,5	manu-xaNda-Xara-anvaya	-	@bahuvrihi	-	-	@dasharatha
4	wam	-	wam	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	viSeRaNam,5	usa	-	-	-	yes	@dasharatha
5	arWa-pawim	-	arWa-pawim	arWa-pawi{puM;2;eka}	arWa-pawi{puM;2;eka}	aBexaH,7	arWa-pawi	-	@shasti @tatpurusha	-	-	@both
6	ca	-	ca	ca{avya}	ca{avya}	sambanXaH,12	BI	-	-	-	-	-
7	uBayam	-	uBayam	uBaya{puM;2;eka}/uBaya{napuM;1;eka}/uBaya{napuM;2;eka}/uBaya{sarvanAma;puM;2;eka}/uBaya{sarvanAma;napuM;1;eka}/uBaya{sarvanAma;napuM;2;eka}	uBaya{puM;2;eka}	viSeRaNam,11	xono_ko	-	-	-	-	@both
8	eva	-	eva	eva{avya}	eva{avya}	sambanXaH,7	hI	-	-	-	-	-
9	samaya-varRiwayA	-	samaya-varRiwayA	samaya-varRiwA{swrI;3;eka(samaya-varR1;kwa;varRaz;:BvAxiH)}/samaya-varRiwA{swrI;3;eka(vqR2;kwa;vqRaz;:curAxiH)}	samaya-varRiwA{swrI;3;eka(samaya-vqR2;kwa;vqRaz;:curAxiH)}	karaNam,11	samaya-garBavawI_huA_huA	-	@saptami @tatpurusha	-	-	@both
10	kqwakarmaNAm	-	kqwa-karmaNAm	karmanpuM 6 bahu	-	RaRTIsambanXaH,11	-	@one @who @has @done @his @work @or @duty	-	-	-	@added @manually
11	Srama-nuxam	-	Srama-nuxam	Srama-nux{napuM;2;eka}	Srama-nux{napuM;2;eka}	muKyakarma,12	Srama-preraNA_ko	-	@tritiya @tatpurusha	-	-	@both
12	vaxanwi	-	vaxanwi	vax1{karwari;lat;pra;bahu;parasmEpaxI;vaxaz;:BvAxiH}/vaxaw{napuM;1;bahu(vax1;Sawq_lat;vaxaz;:BvAxiH)}/vaxaw{napuM;2;bahu(vax1;Sawq_lat;vaxaz;:BvAxiH)}/vaxaw{napuM;1;bahu(vax3;Sawq_lat;vaxaz;:curAxiH)}/vaxaw{napuM;2;bahu(vax3;Sawq_lat;vaxaz;:curAxiH)}	vax1{karwari;lat;pra;bahu;parasmEpaxI;vaxaz;:BvAxiH}	aBihiwa_karwA,1;sakarmaka	bolawe_hEM	-	-	-	-	-
