index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	eRa	-	-	ewax{sarvanAma;puM;1;eka}	ewax{sarvanAma;puM;1;eka}	karwA,13	yaha	-	-	-	-	-
2	vAcaMyamawvAw	1	vAcaMyamawvAwpraNawimmamERa	vAMcayamawvam{puM;5;eka}	vAMcayamawvam{puM;5;eka}	hewuH,8	mOnavrawa vAle hone ke kAraNa	-	-	-	-	-
3	mama	-	-	asmax{sarvanAma;6;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,4	merA	-	-	-	-	-
4	praNawiM	-	-	praNawi{swrI;2;eka}	praNawi{swrI;2;eka}	karma,8	 praNAma ko	-	-	-	-	-
5	kiMciw	3	kiFciwprawigqhya 	kiMciw{avya}	kiMciw{avya}	kriyAviSeRaNam,8	WodZA	-	-	-	-	-
6	mUrXnaH	4	mUrXnaH	mUrXan{puM;6;eka}	mUrXan{puM;6;eka}	RaRTIsambanXaH,7	sira	-	-	-	-	-
7	kampena	2	kampena	kampa{puM;3;eka}	kampa{puM;3;eka}	karaNam,8	kampa_se	-	-	-	-	-
8	prawigqhya	-	-	prawi_grah1{avya;lyap;grahaz;:kryAxiH}	prawi_grah1{avya;lyap;grahaz;:kryAxiH}	pUrvakAlaH,1	svIkAra kiyA	-	-	-	-	-
9	vimAna-vyavaXAna-mukwAm	-	-	vimAna-vimAna#2-vyavaXAna-mukwA{swrI;2;eka}	vimAnavyavaXAnamukwA{swrI;2;eka}	viSeRaNam,10	vimAna-vimAna2-haswakRepa-_ko	-	vimAnena vyavaXAnamiwi- vimAnavyavaXAnaM wena mukwA wAM - vimAnavyavaXAnamukwAm	-	-	-
10	xqRtim	5	xqRtimvimAnavyavaXAnamukwAm	xqRti{swrI;2;eka}	xqRti{swrI;2;eka}	karma,13	xqRti_ko	-	-	-	-	-
11	punaH	6	punaH	punaH{avya}/punaH{avya}	punaH{avya}	kriyAviSeRaNam,13	-	-	-	-	-	-
12	sahasra-arciRi	7	sahasrArciRi	sahasrArcis{napuM;7;eka}	sahasrArcis{napuM;7;eka}	aXikaraNam,13	sahasrakiraNa sUrya meM	-	sahasram arciRi yasya sa-sahasrArciH wasmin - sahasrArciRi	-	-	-
13	sanniXawwe	8	sanniXawwe	sam_ni_XA1{karwari;lat;pra;eka;AwmanepaxI;duXAF;:juhowyAxiH}	sam_ni_XA1{karwari;lat;pra;eka;AwmanepaxI;duXAF;:juhowyAxiH}	aBihiwa_karwA,1	sam_ni_XA1_ap_skwA_hE	-	-	-	-	-
