index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	Soka-SaMkuH	-	Soka-SaMkuH	Soka-Safku{puM;1;eka}	Soka-Safku{puM;1;eka}	karwA,4	Soka-lambe_kAna_vAlA	-	-	-	-	-
2	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,3	usake	-	-	-	-	-
3	hqxayaM	-	hqxayaM	hqxaya{napuM;1;eka}/hqxaya{napuM;2;eka}	hqxaya{napuM;2;eka}	karma,4	hqxaya_ko	-	-	-	-	-
4	(biBexa)	-	(biBexa)	Bix1{karwari;lit;pra;eka;parasmEpaxI;Bixizr;:ruXAxiH}/Bix1{karwari;lit;u;eka;parasmEpaxI;Bixizr;:ruXAxiH}	Bix1{karwari;lit;pra;eka;parasmEpaxI;Bixizr;:ruXAxiH}	aBihiwa_karwA,1;sakarmaka	cIrA	-	-	-	-	-
5	plakRa-prarohaH	-	plakRa-prarohaH	plakRa-praroha{puM;1;eka}	plakRa-praroha{puM;1;eka}	karwA,10	plakRa-wejI_se_caDane_ne	-	-	-	-	-
6	sOXa-walam	-	sOXa-walam	sOXa-wala{puM;2;eka}/wala{napuM;1;eka}/wala{napuM;2;eka}	sOXa-wala{napuM;2;eka}	karma,10	amqwamaya-bAhU_ko	-	-	-	-	-
7	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,4	jEse	-	-	-	-	-
8	prasahya	-	prasahya	Rah1{avya;lyap;Rahaz;:BvAxiH}/Rah2{avya;lyap;Rahaz;:xivAxiH}/Rah3{avya;lyap;Rahaz;:curAxiH}	pra_Rah3{avya;lyap;Rahaz;:curAxiH}	pUrvakAlaH,10	pra_Rah3_kara	-	-	-	-	-
9	kila	-	kila	kila{avya}	kila{avya}	sambanXaH,10	-	-	-	-	-	-
10	biBexa	-	biBexa	Bix1{karwari;lit;pra;eka;parasmEpaxI;Bixizr;:ruXAxiH}/Bix1{karwari;lit;u;eka;parasmEpaxI;Bixizr;:ruXAxiH}	Bix1{karwari;lit;pra;eka;parasmEpaxI;Bixizr;:ruXAxiH}	upamAnam,7	cIrA	-	-	-	-	-
