index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	saH	1	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,6	vaha	-	-	-	-	-
2	vERNavam	3	vERNavaM	vERNava{puM;2;eka}/vERNava{napuM;2;eka}/vERNava{napuM;1;eka}	vERNava{napuM;2;eka}	viSeRaNam,3	vERNava_ko	-	-	-	-	-
3	wejaH	2	wejo	wejaH{napuM;2;eka}/wejaH{napuM;1;eka}	wejaH{napuM;2;eka}	karma,6	wejaH_ko	-	-	-	-	-
4	caru-saFjFiwam	5	-	caru-saFjFiwa{puM;2;eka}/caru-saFjFiwa{napuM;2;eka}/caru-saFjFiwa{napuM;1;eka}	caru-saFjFiwa{napuM;2;eka}	viSeRaNam,3	nAma_vAle_ko	-	-	-	-	-
5	pawnyoH	4	pawnyorviBeje	pawnI{swrI;7;xvi}/pawnI{swrI;6;xvi}	pawnI{swrI;7;xvi}	aXikaraNam,6	pawniyoM_meM	-	-	-	-	-
6	viBeje	-	-	vi_Baj1{karwari;lit;pra;eka;AwmanepaxI;Bajaz;:BvAxiH}/vi_Baj1{karwari;lit;u;eka;AwmanepaxI;Bajaz;:BvAxiH}	vi_Baj1{karwari;lit;pra;eka;AwmanepaxI;Bajaz;:BvAxiH}	-	vi_Baj1_ap_skyA	-	-	-	-	-
7	ahaH-pawiH	8	prawyagramaharpawirivAwapam	ahan-pawi{puM;1;eka}	ahan-pawi{puM;1;eka}	karwA,12	xina-pawi	-	-	-	-	-
8	xyAvA-pqWivyoH	6	-	-	-	aXikaraNam,12	Age_ko	-	-	-	-	-
9	prawyagram	7	-	prawyagra{avya}	prawyagra{avya}	viSeRaNam,10	-	-	-	-	-	-
10	Awapam	10	Awapam	Awapa{puM;2;eka}	Awapa{puM;2;eka}	karma,12	garmI_ko	-	-	-	upamAnam,3	-
11	iva	9	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,10	X_i1_pp_skwe_hEM	-	-	-	-	-
12	(viBeje)	-	(viBeje)	vi_Baj1{karwari;lit;pra;eka;AwmanepaxI;Bajaz;:BvAxiH}/vi_Baj1{karwari;lit;u;eka;AwmanepaxI;Bajaz;:BvAxiH}	vi_Baj1{karwari;lit;pra;eka;AwmanepaxI;Bajaz;:BvAxiH}	-	vi_Baj1_ap_skyA	-	-	-	-	-
