index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	sA	1	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	karwA,7	vaha	-	-	-	-	-
2	sIwAm	2	sIwAmafkamAropya	sIwA{swrI;2;eka}	sIwA{swrI;2;eka}	muKyakarma,4	sIwA_ko	-	-	-	-	-
3	afkaM	-	-	afka{puM;2;eka}	afka{puM;2;eka}	gONakarma,4	aMka_ko	-	-	-	-	-
4	Aropya	-	-	lyap prawyaya	uw_RWA1{avya;lyap;RWA;:BvAxiH}	pUrvakAlaH,7	-	-	-	-	-	-
5	Barwq-praNi-hiwa-ikRaNAm	3	BarwqpraNihiwekRaNAm	Barwq-praNi-hiwa-ikRaNA{swrI;2;eka}	Barwq-praNi-hiwa-ikRaNA{{swrI;2;eka}	viSeRaNam,2	paviwra	-	-	-	-	-
6	pAwAlam	7	pAwAlam	pAwAla{puM;2;eka}/pAwAla{napuM;1;eka}/pAwAla{napuM;2;eka}	pAwAla{napuM;2;eka}	karma,7	pAwAla_ko	-	-	-	-	-
7	aBi-agAw	8	aByagAw	aBi-i1{karwari;luf;pra;eka;parasmEpaxI;iN;:axAxiH}/aga{puM;5;eka}/aga{napuM;5;eka}	aBi-i1{karwari;luf;pra;eka;parasmEpaxI;iN;:axAxiH}	aBihiwa_karwA,1;sakarmaka	gayI	-	-	-	-	-
8	mA	4	mAmewi	na{avya}	na{avya}	vIpsA,9	nahIM	-	-	-	-	-
9	mA	-	-	na{avya}	na{avya}	vAkyakarma,10	nahIM	-	-	-	-	-
10	iwi	-	-	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,11	-	-	-	-	-	-
11	vi-A-harawi	5	vyAharawyeva	vya-A-hq1{karwari;lat;pra;eka;parasmEpaxI;hqF;:BvAxiH}/vya-A-haraw{puM;7;eka(hq1;Sawq_lat;hqF;:BvAxiH)}/vya-A-haraw{napuM;7;eka(hq1;Sawq_lat;hqF;:BvAxiH)}	vya-A-hq1{karwari;lat;pra;eka;parasmEpaxI;hqF;:BvAxiH}	BAvalakRaNasapwamI_samAnakAlaH,7	le_jAwA_hE	-	-	-	-	-
12	eva	-	-	eva{avya}	eva{avya}	sambanXaH,11	hI	-	-	-	-	-
13	wasmin	6	wasmin	wax{sarvanAma;napuM;7;eka}/wax{sarvanAma;puM;7;eka}	wax{sarvanAma;puM;7;eka}	karwA,11	usameM	-	-	-	-	-
