index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	sEkawaM	1	sEkawaM	sEkawa{puM;2;eka}/sEkawa{napuM;1;eka}/sEkawa{napuM;2;eka}	sEkawa{napuM;2;eka}	viSeRaNam,2	rewayukwa_ko	-	-	-	-	-
2	SroNi-bimbaM	5	SroNibimbamiva	SroNi-bimba{puM;2;eka}/bimba{napuM;1;eka}/bimba{napuM;2;eka}	SroNi-bimba{napuM;2;eka}	upamAnam,3	SroNi-sUryamaNdala_ko	-	-	-	-	-
3	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,4	jEse	-	-	-	-	-
4	haMsa-meKalaM	6	haMsameKalaM	haMsa-meKala{puM;2;eka}/meKala{napuM;1;eka}/meKala{napuM;2;eka}	haMsa-meKala{napuM;2;eka}	karma,6	haMsa-meKala_ko	-	-	-	-	-
5	sva-priyA-vilasiwA-anukAriNIM	7	svapriyAvilasiwAnukAriNIM	sva-priyA-las1{kwa;lasaz;:BvAxiH-anukAriNIm}	sva-priyA-vi_las1{kwa;lasaz;:BvAxiH-anukAriNI;swrI;2;eka}	viSeRaNam,7	-	-	-	-	-	-
6	vivqNvawIM	4	vivqNvawIM	vivqNvawIm}	vivqNvawI{swrI;2;eka}	viSeRaNam,7	-	-	-	-	-	-
7	sarayUM	3	sarayUM	sarayU{swrI;2;eka}	sarayU{swrI;2;eka}	karma,10	sarayU_ko	-	-	-	-	-
8	sOXa-jAla-vivarEH	8	sOXajAlavivarErvyalokayaw	sOXa-jAla-vivara{puM;3;bahu}/vivara{napuM;3;bahu}	sOXa-jAla-vivara{puM;3;bahu}	karaNam,10	amqwamaya-jAla-CixroM_se	-	-	-	-	-
9	saH	2	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,10	vaha	-	-	-	-	-
10	vi-alokayaw	-	-	vi-lok1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;lokqz;:BvAxiH}/lok2{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;lokqz;:curAxiH}	vi-lok1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;lokqz;:BvAxiH}	aBihiwa_karwA,9	-	-	-	-	-	-
