index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	wawaH	1	wawaH	wawaH{avya}	wawaH{avya}	sambanXaH,2	-	-	-	-	-	-
2	paraM	2	paraM	param{avya}/para{puM;2;eka}/para{napuM;1;eka}/para{napuM;2;eka}/para{sarvanAma;puM;2;eka}/para{sarvanAma;napuM;1;eka}/para{sarvanAma;napuM;2;eka}	param{avya}	kAlAXikaraNam,9	-	-	-	-	-	-
3	vajra-Xara-praBAvaH	3	vajraXarapraBAvaswaxAwmajaH	vajra-Xara-praBAva{puM;1;eka}/pra_BA1{karwari;lat;u;xvi;parasmEpaxI;BA;:axAxiH}/vajra-Xara-praBAva{puM;1;eka(BU1;GaF;BU;:BvAxiH)}	vajra-Xara-praBAva{puM;1;eka}	viSeRaNam,11	-	-	-	-	-	-
4	saMyawi	4	saMyawi	saMyaw{swrI;7;eka}	saMyaw{swrI;7;eka}	aXikaraNam,5	-	-	-	-	-	-
5	vajra-GoRaH	5	vajraGoRaH	vajra-GoRa{puM;1;eka}	vajra-GoRa{puM;1;eka}	viSeRaNam,11	-	-	-	-	-	-
6	waw-AwmajaH	3	vajraXarapraBAvaswaxAwmajaH	waw-Awmaja{puM;1;eka}/Awma-ja{puM;1;eka}	waw-Awmaja{puM;1;eka}	viSeRaNam,11	-	-	-	-	-	-
7	pqWivyAH	9	pqWivyAH	pqWivI{swrI;5;eka}/pqWivI{swrI;6;eka}	pqWivI{swrI;6;eka}	RaRTIsambanXaH,8	-	-	-	-	-	-
8	pawiH	8	pawiH	pawi{puM;1;eka}	pawi{puM;1;eka}	karwqsamAnAXikaraNam,9	-	-	-	-	-	-
9	baBUva	6	baBUva	BU1{karwari;lit;u;eka;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;ma;bahu;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,11	-	-	-	-	-	-
10	kila	10	kila	kila{avya}	kila{avya}	sambanXaH,9	-	-	-	-	-	-
11	vajra-NABaH	11	vajraNABaH	vajra-NABa{puM;1;eka}	vajra-NABa{puM;1;eka}	karwA,9	-	-	-	-	-	-
12	vajrAkara-BURaNAyAH	7	vajrAkaraBURaNAyAH	vajrAkara-BURaNA{swrI;6;eka}	vajrAkara-BURaNA{swrI;6;eka}	viSeRaNam,7	-	-	-	-	-	-
