index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	galiwa-afga-rAgEH	4	galiwAfgarAgEH	gal1{kwa;galaz;:BvAxiH-afga-rAga;puM;3;bahu}/rAga{napuM;3;bahu}	gal1{kwa;galaz;:BvAxiH-afga-rAga;puM;3;bahu}	viSeRaNam,4	-	-	-	-	-	-
2	maxIyEH	3	maxIyErvigAhyamAno	maxIya{puM;3;bahu}/maxIya{napuM;3;bahu}	maxIya{puM;3;bahu}	viSeRaNam,4	meroM_se	-	-	-	-	-
3	SawaSaH	2	SawaSo	Sawa{avya;Sas}	Sawa{avya;Sas}	viSeRaNam,4	-	-	-	-	-	-
4	avaroXEH	-	-	avaroXa{puM;3;bahu(ruX1;GaF;ruXizr;:ruXAxiH)}	avaroXa{puM;3;bahu(ruX1;GaF;ruXizr;:ruXAxiH)}	karwA,5	avaroXoM_se	-	-	-	-	-
5	vi-gAhyamAnaH	-	-	vi-gAhyamAna{puM;1;eka(vi-gAh1;SAnac_lat;karmaNi;gAhUz;:BvAxiH)}	vi-gAhyamAna{puM;1;eka(vi-gAh1;SAnac_lat;karmaNi;gAhUz;:BvAxiH)}	viSeRaNam,7	vi-	-	-	-	-	-
6	eRaH	-	-	ewax{sarvanAma;puM;1;eka}	ewax{sarvanAma;puM;1;eka}	viSeRaNam,7	yaha	-	-	-	-	-
7	sarayU-pravAhaH	10	sarayUpravAhaH	sarayU-pravAha{puM;1;eka}	sarayU-pravAha{puM;1;eka}	karwA,13	sarayU-pravAha	-	-	-	-	-
8	sa-aBraH	6	sABra	sa-aBra{puM;1;eka}	sa-aBra{puM;1;eka}	viSeRaNam,9	sa-aBra	-	-	-	-	-
9	sanXyA-uxayaH	5	sanXyoxayaH	sanXyA-uxaya{puM;1;eka}/sanXyA-uxaya{puM;1;eka(i1;GaF;iN;:axAxiH)}	sanXyA-uxaya{puM;1;eka}	karwA,16	sanXyA-uxaya	-	-	-	-	-
10	iva	7	ivERa	iva{avya}	iva{avya}	upamAnaxyowakaH,13	jEse	-	-	-	-	-
11	anekaM	-	-	aneka{puM;2;eka}/aneka{napuM;1;eka}/aneka{napuM;2;eka}	aneka{puM;2;eka}	viSeRaNam,12	aneka_ko	-	-	-	-	-
12	varNaM	8	varNaM	varNa{puM;2;eka}/varNa{napuM;1;eka}/varNa{napuM;2;eka}	varNa{puM;2;eka}	karma,13	varNa_ko	-	-	-	-	-
13	puRyawi	9	puRyawyanekaM	puR2{karwari;lat;pra;eka;parasmEpaxI;puRaz;:xivAxiH}	puR2{karwari;lat;pra;eka;parasmEpaxI;puRaz;:xivAxiH}	vAkyakarma,15	pAlana_karawA_hE	-	-	-	-	-
14	(iwi)	-	(-)	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,13	EsA	-	-	-	-	-
15	paSya	1	paSyAvaroXEH	xqS1{karwari;lot;ma;eka;parasmEpaxI;xqSizr;:BvAxiH}	xqS1{karwari;lot;ma;eka;parasmEpaxI;xqSizr;:BvAxiH}	aBihiwa_karwA,16	xeKo	-	-	-	-	-
16	(wvam)	-	(-)	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,15	wuma	-	-	-	-	-
17	puRyawi	9	puRyawyanekaM	puR2{karwari;lat;pra;eka;parasmEpaxI;puRaz;:xivAxiH}	puR2{karwari;lat;pra;eka;parasmEpaxI;puRaz;:xivAxiH}	upamAnam,10	pAlana_karawA_hE	-	-	-	-	-
