index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,13	usane	-	-	-	-	-
2	baxXAnAm	-	baxXAnAm	baxXa{puM;6;bahu}/baxXa{napuM;6;bahu}/baxXA{swrI;6;bahu}	baxXA{swrI;6;bahu}	RaRTIsambanXaH,3	bAzXAoM_kA	-	-	-	-	-
3	banXa-Cexam	-	banXacCexaM 	banXa{puM-Cexa;puM;2;eka}/Cexa{napuM;1;eka}/Cexa{napuM;2;eka}	Cexa{napuM;2;eka}	sup_samucciwaH,11	Cexa	-	-	-	-	-
4	vaXa-arhANAm	-	vaXArhANAma	vaXa-arha{puM;6;bahu}/arha{napuM;6;bahu}/arhA{swrI;6;bahu}	vaXa-arha{puM;6;bahu(vaXa-arh1;ac;arhaz;:BvAxiH)}	RaRTIsambanXaH,5	vaXa-yogya_kI	-	-	-	-	-
5	a-vaXyawAm	-	avaXyawAm	a-vaXya{wal;swrI;2;eka}	a-vaXya{wal;swrI;2;eka}	sup_samucciwaH,11	a-vaXya_ko	-	-	-	-	-
6	XuryANAm	-	XuryANAm	XuryA{swrI;6;bahu}	XuryA{swrI;6;bahu}	RaRTIsambanXaH,8	XuryAoM_kI	-	-	-	-	-
7	ca	-	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,11	Ora	-	-	-	-	-
8	XuraH	-	XuraH	Xur{swrI;1;bahu}/Xur{swrI;2;bahu}/Xur{swrI;5;eka}/Xur{swrI;6;eka}/Xur{swrI;8;bahu}	Xur{swrI;6;eka}	RaRTIsambanXaH,9	Xur_ke	-	-	-	-	-
9	mokRam	-	mokRam	mokRa{puM;2;eka}	mokRa{puM;2;eka}	sup_samucciwaH,11	mokRa_ko	-	-	-	-	-
10	gavAm	-	gavAm	go{puM;6;bahu}/go{swrI;6;bahu}	go{swrI;6;bahu}	RaRTIsambanXaH,11	gAyoM_ke	-	-	-	-	-
11	a-xohaM	-	axohaM	a-xoha{puM;2;eka}/xoha{napuM;1;eka}/xoha{napuM;2;eka}	a-xoha{napuM;2;eka}	karma,13	a-xoha_ko	-	-	-	-	-
12	ca	-	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,11	Ora	-	-	-	-	-
13	AxiSaw	-	AxiSaw	Af_xiS1{karwari;laf;pra;eka;parasmEpaxI;xiSaz;:wuxAxiH}/AxiSaw{napuM;1;eka(xiS1;Sawq_lat;xiSaz;:wuxAxiH)}/AxiSaw{napuM;2;eka(xiS1;Sawq_lat;xiSaz;:wuxAxiH)}	Af_xiS1{karwari;laf;pra;eka;parasmEpaxI;xiSaz;:wuxAxiH}	aBihiwa_karwA,1;sakarmaka	AxeSa_xiyA	-	-	-	-	-
