index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	prakqweH	1	prakqwerguNasammUDAH	prakqwi{swrI}{5;eka}/prakqwi{swrI}{6;eka}	prakqwi{swrI}{6;eka}	RaRTIsambanXaH,2	prakqwi_ke	impelled_by_the_material_modes				
2	guNa-sammUDAH	2	0	guNa-sammUDAH	guNa-sammUDa{puM}{1;bahu}	karwA,3	guNoM_se_awyanwa_mohiwa_hue_manuRya	befooled_by_material_identification	<guNa-sammUDAH>T3			
3	sajjanwe	4	sajjanwe	sajjanwe	sasj1{karwari;lat;pra;bahu;AwmanepaxI;Rasjaz;BvAxiH}	aBihiwakarwA,2;akarmakaH	Asakwa_rahawe_hEM	become_engaged				
4	guNa-karmasu	3	guNakarmasu	guNa-karman{napuM}{7;bahu}	guNa-karman{napuM}{7;bahu}	aXikaraNam,3	guNoM_meM_Ora_karmoM_meM	in_material_activities	<guNa-karmasu>T6			
5	wAn	5	wAnakqwsnavixo	wax{puM}{2;bahu}	wax{puM}{2;bahu}	viSeRaNam,7	una	all_those				
6	a-kqwsna-vixaH	6	0	a-kqwsna-vix{puM}{1;bahu}/vix{puM}{2;bahu}/vix{puM}{5;eka}/vix{puM}{6;eka}/vix{puM}{8;bahu}/vix{swrI}{1;bahu}/vix{swrI}{2;bahu}/vix{swrI}{5;eka}/vix{swrI}{6;eka}/vix{swrI}{8;bahu}/vixa{puM}{1;eka}	na-kqwsna-vix{puM}{2;bahu}	viSeRaNam,7	pUrNawayA_na_samaJanevAle	persons_with_a_poor_fund_of_knowledge	<na-<kqwsna-vixaH>U>Tn			
7	manxAn	7	manxAnkqwsnavinna	manxa{puM}{2;bahu}	manxa{puM}{2;bahu}	karma,10	manxabuxXi_ajFAniyoM_ko	lazy_to_understand_self-realization				
8	kqwsna-viw	8	0	kqwsnavix{napuM}{1;eka}/kqwsnavix{napuM}{8;eka}	kqwsna-vix{napuM}{1;eka}	karwA,10	pUrNawayA_jAnanevAlA_jFAnI	one_who_is_in_factual_knowledge	<kqwsna-viw>U			
9	na	9	0	na{avya}	na{avya}	prawiReXaH,10	na	may_not				
10	vicAlayew	10	vicAlayew	vicAlayew	vi_cal1_Nic{karwari;viXilif;pra;eka;AwmanepaxI;vi_calaz_Nic;BvAxiH}	aBihiwakarwA,8;akarmakaH	vicaliwa_kare	try_to_agitate				
