index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	evam	3	evamukwo	evam{avya}	evam{avya}	kriyAviSeRaNam,2	isa_prakAra	thus				
2	ukwaH	4	0	ukwa{puM}{1;eka}	vac1{kqw_prawyayaH:kwa;vacaz;axAxiH;puM}{1;eka}	viSeRaNam,3	kahe_hue	addressed				
3	hqRIkeSaH	5	hqRIkeSo	hqRIkeSa{puM}{1;eka}	hqRIkeSa{puM}{1;eka}	karwA,15	SrIkqRNacanxra_ne	Lord_Krsna				
4	gudAkeSena	2	gudAkeSena	gudAkeSa{puM}{3;eka}	gudAkeSa{puM}{3;eka}	karwA,2	arjuna_xvArA	by_Arjuna				
5	BArawa	1	BArawa	BArawa{napuM}{8;eka}/BArawa{puM}{8;eka}	BArawa{puM}{8;eka}	samboXyaH,15	he_XqwarARtra	O_descendant_of_Bharata				
6	senayoH	7	senayoruBayormaXye	senA{swrI}{6;xvi}/senA{swrI}{7;xvi}	senA{swrI}{6;xvi}	RaRTIsambanXaH,8	senAoM_ke	of_armies				
7	uBayoH	6	0	uBa{puM}{6;xvi}/uBa{puM}{7;xvi}/uBa{napuM}{6;xvi}/uBa{napuM}{7;xvi}/uBa{puM}{6;xvi}/uBa{puM}{7;xvi}/uBa{napuM}{6;xvi}/uBa{napuM}{7;xvi}/uBA{swrI}{6;xvi}/uBA{swrI}{7;xvi}/uBA{swrI}{6;xvi}/uBA{swrI}{7;xvi}	uBa{puM}{6;xvi}	viSeRaNam,6	xonoM	of_both				
8	maXye	8	0	maXya{puM}{7;eka}/maXya{napuM}{1;xvi}/maXya{napuM}{2;xvi}/maXya{napuM}{7;eka}/maXya{napuM}{8;xvi}/maXyA{swrI}{1;xvi}/maXyA{swrI}{2;xvi}/maXyA{swrI}{8;eka}/maXyA{swrI}{8;xvi}	maXya{puM}{7;eka}	aXikaraNam,9	bIca_meM	in_the_midst_of				
9	sWApayiwvA	14	sWApayiwvA	sWApayiwvA	sWA1_Nic{kqw_prawyayaH:kwvA;RTA_Nic;BvAxiH}	pUrvakAlaH,15	Kada़A_karake	by_placing				
10	raWa-uwwamam	13	raWowwamam	raWa-uwwama{puM}{2;eka}/uwwama{napuM}{1;eka}/uwwama{napuM}{2;eka}	raWa-uwwama{puM}{2;eka}	karma,9	uwwama_raWa_ko	the_finest_chariot	<raWa-uwwamam>T7			
11	BIRma-xroNa-pramuKawaH	12	BIRmaxroNapramuKawaH	BIRma-xroNa-pramuKawa{puM}{1;eka}	BIRma-xroNa-pramuKawa{puM}{1;eka}	aXikaraNam,9	BIRma_Ora_xroNAcArya_ke_sAmane	in_front_of_Bhisma_and_Drona	<<BIRma-xroNa>Di-pramuKawaH>T6			
12	sarveRAm	10	sarveRAM	sarva{puM}{6;bahu}/sarva{napuM}{6;bahu}	sarva{puM}{6;bahu}	viSeRaNam,14	sampUrNa	all				
13	ca	9	ca	ca{avya}	ca{avya}	sambanXaH,15	waWA	also				
14	mahIkRiwAm	11	mahIkRiwAm	mahIkRiw{puM}{6;bahu}	mahIkRiw{puM}{6;bahu}	upapaxasambanXaH,11	rAjAoM_ke_sAmane	chiefs_of_the_world				
15	uvAca	21	uvAca	vac1{karwari;lit;u;eka;parasmEpaxI;vacaz;axAxiH}/vac1{karwari;lit;pra;eka;parasmEpaxI;vacaz;axAxiH}/brU1{karwari;lit;u;eka;parasmEpaxI;brUF;axAxiH}/brU1{karwari;lit;pra;eka;parasmEpaxI;brUF;axAxiH}	vac1{karwari;lit;pra;eka;parasmEpaxI;vacaz;axAxiH}	aBihiwa_karwA,3;sakarmakaH	kahA	said				
16	pArWa	15	pArWa	pArWa{puM}{8;eka}	pArWa{puM}{8;eka}	samboXyaH,17	he_pArWa	O_Partha_(son_of_Prtha)				
17	paSya	19	paSyEwAnsamavewAnkurUniwi	xqS1{karwari;lot;ma;eka;parasmEpaxI;xqSizr;BvAxiH}	xqS1{karwari;lot;ma;eka;parasmEpaxI;xqSizr;BvAxiH}	vAkyakarma,15	xeKa	behold				
18	ewAn	16	0	ewax{puM}{2;bahu}	ewax{puM}{2;bahu}	viSeRaNam,20	ina	these				
19	samavewAn	17	0	samavewa{puM}{2;bahu}	samavewa{puM}{2;bahu}	viSeRaNam,20	jute_hue	assembled				
20	kurUn	18	0	kuru{puM}{2;bahu}	kuru{puM}{2;bahu}	karma,17	kOravoM_ko	all_the_members_of_the_Kuru_dynasty				
21	iwi	20	0	iwi{avya}	iwi{avya}	vAkyakarma_xyowakaH,17	isa_prakAra	thus				
21.1	(wvam)	23	(0)	(yuRmax{1;eka})	(yuRmax{1;eka})	karwA,17	(wuma)	you				
