index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	kula-kRaye	1	kulakRaye	kula-kRaya{puM}{7;eka}/kRaya{napuM}{1;xvi}/kRaya{napuM}{2;xvi}/kRaya{napuM}{7;eka}	kula-kRaya{puM}{7;eka}	BAvalakRaNasapwamI_pUrvakAlaH,2	kula_ke_nASa_se	with_the_destruction_of_a_family	<kula-kRaye>T6			
2	praNaSyanwi	4	praNaSyanwi	praNaSyanwi	pra_naS1{karwari;lat;pra;bahu;parasmEpaxI;pra_NaSaz;xivAxiH}	aBihiwakarwA,3;akarmakaH	naRta_ho_jAwe_hEM	disappear				
3	kula-XarmAH	3	kulaXarmAH	kula-Xarma{puM}{1;bahu}	kula-Xarma{puM}{1;bahu}	karwA,2	kulaXarma	family_traditions	<kula-XarmAH>T6			
4	sanAwanAH	2	sanAwanAH	sanAwana{puM}{1;bahu}	sanAwana{puM}{1;bahu}	viSeRaNam,3	sanAwana	age-long				
5	Xarme	5	Xarme	Xarma{puM}{7;eka}	Xarma{puM}{7;eka}	karwA,6	Xarma_ke	virtue				
6	naRte	6	naRte	naRta{puM}{7;eka}/naRta{napuM}{1;xvi}/naRta{napuM}{2;xvi}/naRta{napuM}{7;eka}/naRtA{swrI}{1;xvi}/naRtA{swrI}{2;xvi}	naS1{kqw_prawyayaH:kwa;NaSaz;xivAxiH;puM}{7;eka}	BAvalakRaNasapwamI_pUrvakAlaH,10	nASa_ho_jAnepara	having_been_lost				
7	kulam	8	kulaM	kula{napuM}{1;eka}/kula{napuM}{2;eka}	kula{napuM}{2;eka}	karma,10	kula_meM	race				
8	kqwsnam	7	kqwsnamaXarmoZBiBavawyuwa	kqwsna{napuM}{1;eka}/kqwsna{napuM}{2;eka}	kqwsna{napuM}{2;eka}	viSeRaNam,7	sampUrNa	entire				
9	a-XarmaH	9	0	aXarma{puM}{1;eka}	aXarma{puM}{1;eka}	karwA,10	pApa	vice	<na-XarmaH>Tn			
10	aBiBavawi	11	0	aBi_BU1{karwari;lat;pra;eka;parasmEpaxI;BU;BvAxiH}	aBi_BU1{karwari;lat;pra;eka;parasmEpaxI;aBi_BU;BvAxiH}	aBihiwakarwA,9;akarmakaH	bahuwa_PEla_jAwA_hE	takes_hold_of				
11	uwa	10	0	uwa{avya}	uwa{avya}	sambanXaH,10	BI	and				
