index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	avajAnanwi	11	avajAnanwi	avajAnanwi	ava_jFA2{karwari;lat;pra;bahu;parasmEpaxI;ava_jFA;kryAxiH}	aBihiwakarwA,3;sakarmakaH	wucCa_samaJawe_hEM	deride				
2	mAm	10	mAM	asmax{2;eka}	asmax{2;eka}	karma,1	muJako	me				
3	mUDAH	5	mUDA	mUDa{puM}{1;bahu}/mUDa{puM}{8;bahu}/mUDA{swrI}{1;bahu}/mUDA{swrI}{2;bahu}/mUDA{swrI}{8;bahu}	mUDa{puM}{1;bahu}	karwA,1	mUDa़loga	foolish_men				
4	mAnuRIm	6	mAnuRIM	mAnuRI{swrI}{2;eka}	mAnuRI{swrI}{2;eka}	viSeRaNam,5	manuRya_kA	in_human_form				
5	wanum	7	wanumASriwam	wanu{puM}{2;eka}/wanu{swrI}{2;eka}	wanu{swrI}{2;eka}	karma,6	SarIra	body				
6	ASriwam	8	0	ASriwa{puM}{2;eka}/ASriwa{napuM}{1;eka}/ASriwa{napuM}{2;eka}	Af_Sri1{kqw_prawyayaH:kwa;Af_SriF;BvAxiH;puM}{2;eka}	viSeRaNam,2	XAraNa_karanevAle	assuming				
7	param	2	paraM	param{avya}/para{puM}{2;eka}/para{napuM}{1;eka}/para{napuM}{2;eka}/para{puM}{2;eka}/para{napuM}{1;eka}/para{napuM}{2;eka}	para{puM}{2;eka}	viSeRaNam,8	parama	transcendental				
8	BAvam	3	BAvamajAnanwo	BAva{puM}{2;eka}	BAva{puM}{2;eka}	karma,9	BAva_ko	nature				
9	a-jAnanwaH	4	0	a-jAnanwaH	na-jFA2{kqw_prawyayaH:Sawq;jFA;kryAxiH;puM}{1;bahu}	viSeRaNam,3	na_jAnanevAle	not_knowing	<na-jAnanwaH>Tn			
10	mama	1	mama	asmax{6;eka}/mA1{karwari;lit;ma;bahu;parasmEpaxI;mA;axAxiH}	asmax{6;eka}	RaRTIsambanXaH,8	mere	mine				
11	BUwa-mahaw-ISvaram	9	BUwamaheSvaram	BUwa-mahaw-ISvara{puM}{2;eka}	BUwa-mahaw-ISvara{puM}{2;eka}	viSeRaNam,2	sampUrNa_BUwoM_ke_mahAn_ISvara_ko	the_supreme_proprietor_of_all_living_entities	<BUwa-<mahaw-ISvaram>K1>T6			
