index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	sannyAsaH	1	sannyAsaH	sannyAsa{puM}{1;eka}	sannyAsa{puM}{1;eka}	sup_samucciwaH,2	saMnyAsa	renunciation_of_work				
2	karma-yogaH	2	karmayogaSca	karman-yoga{puM}{1;eka}	karman-yoga{puM}{1;eka}	samucciwakarwA,5.1	karmayoga	work_in_devotion	<karma-yogena>K6			
3	ca	3	0	ca{avya}	ca{avya}	samuccaya_xyowakaH,2	Ora	also				
4	nis-Sreyasa-karO	5	niHSreyasakarAvuBO	niHSreyasa-kara{puM}{1;xvi}/kara{puM}{2;xvi}	niHSreyasa-kara{puM}{1;xvi}	viXeya_viSeRaNam,5.1	parama_kalyANa_ke_karanevAle	all_leading_to_the_path_of_liberation				
5	uBO	4	0	uBa{puM}{1;xvi}/uBa{puM}{2;xvi}/uBa{puM}{1;xvi}/uBa{puM}{2;xvi}	uBa{puM}{1;xvi}	viSeRaNam,4	xonoM	both				
5.1	(swaH)	6	(0)	(swq{puM}{8;eka}/as2{karwari;lat;pra;xvi;parasmEpaxI;asaz;axAxiH})	(as2{karwari;lat;pra;xvi;parasmEpaxI;asaz;axAxiH})	aBihiwakarwA,2;akarmakaH	(howe_hEM)	are				
6	wayoH	8	wayoswu	wax{puM}{6;xvi}/wax{puM}{7;xvi}/wax{swrI}{6;xvi}/wax{swrI}{7;xvi}/wax{napuM}{6;xvi}/wax{napuM}{7;xvi}	wax{puM}{6;xvi}	nirXAraNam,9	una_xonoM_meM	of_the_two				
7	wu	7	0	wu{avya}	wu{avya}	sambanXaH,10	paraMwu	but				
8	karma-sannyAsAw	10	karmasannyAsAwkarmayogo	karman-sannyAsa{puM}{5;eka}	karman-sannyAsa{puM}{5;eka}	apAxAnam,10	karmasaMnyAsa_se	in_comparison_to_the_renunciation_of_fruitive_work	<karma-sannyAsAw>T6			
9	karma-yogaH	9	0	karman-yoga{puM}{1;eka}	karman-yoga{puM}{1;eka}	karwA,10	karmayoga	work_in_devotion	<karma-yogena>K6			
10	viSiRyawe	11	viSiRyawe	viSiRyawA{swrI}{1;xvi}/viSiRyawA{swrI}{2;xvi}/viSiRyawA{swrI}{8;eka}/viSiRyawA{swrI}{8;xvi}/vi_SAs1{karmaNi;lat;pra;eka;AwmanepaxI;SAsuz;axAxiH}/vi_SiR2{karmaNi;lat;pra;eka;AwmanepaxI;SiRLz;ruXAxiH}	vi_SAs1{karwari;lat;pra;eka;AwmanepaxI;vi_SAsuz;axAxiH}	aBihiwakarwA,9;akarmakaH	SreRTa_hE	is_better				
