index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	jyAyasI	5	jyAyasI	jyAyas{napuM}{1;xvi}/jyAyas{napuM}{2;xvi}/jyAyas{napuM}{8;xvi}/jyAyasI{swrI}{1;eka}	jyAyasI{swrI}{1;eka}	karmasamAnAXikaraNam,5	SreRTa	superior				
2	cew	2	cewkarmaNaswe	cew{avya}	cew{avya}	sambanXaH,5;niwya_sambanXaH,8	yaxi	if				
3	karmaNaH	3		karman{napuM}{5;eka}/karman{napuM}{6;eka}	karman{napuM}{5;eka}	wulanA_binxuH,6	karma_kI_apekRA	than_action				
4	we	6		wax{puM}{1;bahu}/wax{swrI}{1;xvi}/wax{swrI}{2;xvi}/wax{napuM}{1;xvi}/wax{napuM}{2;xvi}/yuRmax{4;eka}/yuRmax{6;eka}	yuRmax{6;eka}	RaRTIsambanXaH,5	Apako	your				
5	mawA	7	mawA	mawA{swrI}{1;eka}/mawA{swrI}{1;eka}	man1{kqw_prawyayaH:kwa;manaz;xivAxiH;swrI}{1;eka}	aBihiwakarma,6;sakarmakaH	mAnya	consideration				
6	buxXiH	4	buxXirjanArxana	buxXi{swrI}{1;eka}	buxXi{swrI}{1;eka}	karma,5	jFAna	Knowledge				
7	janArxana	1		janArxana{puM}{8;eka}	janArxana{puM}{8;eka}	samboXyaH,5	he_janArxana	O_Krsna				
8	waw	9	wawkiM	wax{napuM}{1;eka}/wax{napuM}{2;eka}	wax{napuM}{1;eka}	sambanXaH,13	wo	then				
9	kim	11		kim{napuM}{1;eka}/kim{napuM}{2;eka}	kim{napuM}{2;eka}	prayojanam,13	kyoM	why				
10	karmaNi	13	karmaNi	karman{napuM}{7;eka}	karman{napuM}{7;eka}	aXikaraNam,13	karma_meM	action				
11	Gore	12	Gore	Gora{puM}{7;eka}/Gora{napuM}{1;xvi}/Gora{napuM}{2;xvi}/Gora{napuM}{7;eka}/Gora{napuM}{8;xvi}/GorA{swrI}{1;xvi}/GorA{swrI}{2;xvi}/GorA{swrI}{8;eka}/GorA{swrI}{8;xvi}	Gora{napuM}{7;eka}	viSeRaNam,10	BayaMkara	(in)dreadful				
12	mAm	14	mAM	asmax{2;eka}	asmax{2;eka}	prayojyakarwA,13	muJe	me				
13	niyojayasi	15	niyojayasi	ni_yuj1{karwari;lat;ma;eka;parasmEpaxI;yujaz;curAxiH}/yuj3{karwari;lat;ma;eka;parasmEpaxI;yujaz;curAxiH}	ni-yuj2{Nijanwa;karwari;lat;ma;eka;parasmEpaxI;yujaz;curAxiH}	aBihiwa_karwA,14.1	lagAwe_hEM	assign				
14	keSava	8	keSava	keSava{puM}{8;eka}	keSava{puM}{8;eka}	samboXyaH,13	he_keSava	O_Keshava				
14.1	(wvam)	10	()	yuRmax{sarvanAma;1;eka}	yuRmax{1;eka}	prayojakakarwA,13	wuma	(do) you				
