index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	cewasA	2	cewasA	cewas{napuM}{3;eka}	cewas{napuM}{3;eka}	karaNam,4	mana_se	by_intelligence				
2	sarva-karmANi	1	sarvakarmANi	sarvakarman{napuM}{1;bahu}/sarvakarman{napuM}{2;bahu}/sarvakarman{napuM}{8;bahu}	sarva-karman{napuM}{2;bahu}	karma,4	saba_karmoM_ko	all_kinds_of_activities	<sarva-karmANi>K1			
3	mayi	3	mayi	asmax{7;eka}	asmax{7;eka}	aXikaraNam,4	muJameM	unto_Me				
4	sannyasya	4	sannyasya	sam_ni_as3{karwari;lot;ma;eka;parasmEpaxI;asuz;xivAxiH}	sam_ni_as1{kqw_prawyayaH:lyap;sam_ni_asaz;BvAxiH}	pUrvakAlaH,10	arpaNa_karake	giving_up				
5	maw-paraH	8	mawparaH	mawpara{puM}{1;eka}	asmax-para{puM}{1;eka}	sup_samucciwaH,8	mere_parAyaNa	My_protection	<asmaw-paraH>Bs6			
6	buxXi-yogam	5	buxXiyogamupASriwya	buxXiyoga{puM}{2;eka}	buxXi-yoga{puM}{2;eka}	karma,7	samabuxXirUpa_yoga_ko	devotional_activities	<buxXi-yogam>T6			
7	upASriwya	6	0	upA_Sri1{kqw_prawyayaH:lyap;SriF;BvAxiH}	upa_Af_Sri1{kqw_prawyayaH:lyap;upa_Af_SriF;BvAxiH}	pUrvakAlaH,10	avalambana_karake	taking_shelter_of				
8	maw-ciwwaH	11	macciwwaH	macciwwa{puM}{1;eka}	asmax-ciwwa{puM}{1;eka}	viXeya_viSeRaNam,10	muJameM_ciwwavAlA	my_consciousness	<asmaw-ciwwaH>Bs6			
8.1	(ca)	9	(0)	(ca{avya})	(ca{avya})	samuccaya_xyowakaH,8	(Ora)	also				
9	sawawam	10	sawawaM	sawawam{avya}/sawawa{puM}{2;eka}/sawawa{napuM}{1;eka}/sawawa{napuM}{2;eka}	sawawam{avya}	kriyAviSeRaNam,10	niranwara	always				
10	Bava	12	Bava	BU1{karwari;lot;ma;eka;parasmEpaxI;BU;BvAxiH}	BU1{karwari;lot;ma;eka;parasmEpaxI;BU;BvAxiH}	aBihiwakarwA,10.1;akarmakaH	ho	just_become				
10.1	(wvam)	7	(0)	(yuRmax{1;eka})	(yuRmax{1;eka})	karwA,10	(wuma)	you				
