index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	saH		sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,4	vaha					
2	ca		ca	ca{avya}	ca{avya}	sambanXaH,1	Ora					
3	sarvAn		sarvAn	sarva{sarvanAma;puM;2;bahu}	sarva{sarvanAma;puM;2;bahu}	viSeRaNam,5	saba_ko					
4	samAnIya		samAnIya	NI1{avya;lyap;NIF;:BvAxiH}	sam_Af_NI1{avya;lyap;NIF;:BvAxiH}	pUrvakAlaH,8			<sam-A-nIya>Tg			
5	vAnarAn		vAnarAn	vAnara{puM;2;bahu}	vAnara{puM;2;bahu}	karma,4	banxaroM_ko					
6	vAnararRaBaH		vAnararRaBaH	vAnararRaBaH}	vAnararRaBaH{puM;1;eka}	viSeRaNam,1			<vAnara-qRaBaH>K2			
7	xiSaH		xiSaH	xiS{swrI;1;bahu}/xiS{swrI;2;bahu}/xiS{swrI;5;eka}/xiS{swrI;6;eka}/xiS{swrI;8;bahu}	xiS{swrI;2;bahu}	karma,8	sWAneM					
8	prasWApayAmAsa		prasWApayAmAsa	pra_RWA1{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;RWA;:BvAxiH}	pra_RWA1{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;RWA;:BvAxiH}	aBihiwa_karwA,1;sakarmaka						
9	xixqkRuH		xixqkRurjanakAwmajAm	xixqkRuH}	xixqkRuH{puM;1;eka}	viXeya-viSeRaNam,1						
10	janakAwmajAm			janakAwmajA{swrI;2;eka}	janakAwmajA{swrI;2;eka}	karma,9	sIwA_ko		<janaka-AwmajAm>			
