index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	nagarANi		nagarANi	nagara{napuM;1;bahu}/nagara{napuM;2;bahu}/nagara{napuM;8;bahu}	nagara{napuM;1;bahu}	samucciwaH,4	nagara					
2	ca		ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,1	Ora					
3	rARtrANi		rARtrANi	rARtra{napuM;1;bahu}/rARtra{napuM;2;bahu}/rARtra{napuM;8;bahu}	rARtra{napuM;1;bahu}	samucciwaH,1	rARtra					
4	Xana-XAnya-yuwAni		XanaXAnyayuwAni	Xana-yuwa{napuM;1;bahu(Xana-Xan1;Nyaw;Xanaz;:juhowyAxiH-yu1;kwa;yu;:axAxiH)}/Xana-yuwa{napuM;2;bahu(yu1;kwa;yu;:axAxiH)}/Xana-yuwa{napuM;1;bahu(yu2;kwa;yuF;:kryAxiH)}/Xana-yuwa{napuM;2;bahu(yu2;kwa;yuF;:kryAxiH)}	Xana-yuwa{napuM;1;bahu(Xana-Xan1;Nyaw;Xanaz;:juhowyAxiH-yu1;kwa;yu;:axAxiH)}	karwA,13			<Xana-XAnya>Di-yuwAni>Bv			
5	ca		ca	ca{avya}	ca{avya}	sambanXaH,4	Ora					
6	niwyaM		niwyaM	niwya{puM;2;eka}/niwya{napuM;1;eka}/niwya{napuM;2;eka}	niwya{napuM;2;eka}	kAlAXikaraNam,12	niwya_ko					
7	pramuxiwAH		pramuxiwAH	pramuxiwa{puM;1;bahu(mux1;kwa;muxaz;:BvAxiH)}/pramuxiwA{swrI;1;bahu(mux1;kwa;muxaz;:BvAxiH)}/pramuxiwA{swrI;2;bahu(mux1;kwa;muxaz;:BvAxiH)}	pramuxiwa{puM;1;bahu(mux1;kwa;muxaz;:BvAxiH)}	viXeya-viSeRaNam,8			<pra-muxiwAH>Tp			
8	sarve		sarve	sarva{sarvanAma;puM;1;bahu}/sarva{sarvanAma;napuM;1;xvi}/sarva{sarvanAma;napuM;2;xvi}/sarvA{sarvanAma;swrI;1;xvi}/sarvA{sarvanAma;swrI;2;xvi}	sarva{sarvanAma;puM;1;bahu}	karwA,12	saba					
9	yaWA		yaWA	yaWA{avya}	yaWA{avya}	prawiyogI,10	jEse					
10	kqwa-yuge		kqwayuge	kq3{kwa;dukqF;:wanAxiH}/kq2{kwa;kqF;:svAxiH}/kq1{kwa;kqF;:BvAxiH-yuga;napuM;1;xvi}/yuga{napuM;2;xvi}/yuga{napuM;8;xvi}/yuga{napuM;7;eka}/yuga{puM;7;eka}/yugA{swrI;8;eka}/yugA{swrI;8;xvi}/yugA{swrI;1;xvi}/yugA{swrI;2;xvi}	kq3-yuga{napuM;7;eka}	aXikaraNam,12			<kqwa-yuge>K1			
11	waWA		waWA	waWA{avya}	waWA{avya}	anuyogI,7	vEse					
12	(sanwi)			as2{karwari;lat;pra;bahu;parasmEpaxI;asaz;:axAxiH}/saw{napuM;8;bahu}/saw{napuM;1;bahu(as2;Sawq_lat;asaz;:axAxiH)}/saw{napuM;2;bahu(as2;Sawq_lat;asaz;:axAxiH)}	as2{karwari;lat;pra;bahu;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,4;sakarmaka	hEM					
13	(sanwi)					aBihiwa_karwA,8;sakarmaka						
