index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	vAlinaH		vAlinaSca	vAlin{puM;1;bahu}/vAlin{puM;2;bahu}/vAlin{puM;5;eka}/vAlin{puM;6;eka}	vAlin{puM;6;eka}	RaRTIsambanXaH,3	vAlI					
2	ca			ca{avya}	ca{avya}	sambanXaH,3	Ora					
3	balaM		balaM	bala{napuM;1;eka}/bala{napuM;2;eka}	bala{napuM;2;eka}	karma,5	bala					
4	wawra		wawra	wawra{avya}	wawra{avya}	aXikaraNam,5	vahAz					
5	kaWayAmAsa		kaWayAmAsa	kaWa1{karwari;lit;pra;eka;parasmEpaxI;kaWa;:curAxiH}/kaWa1{karwari;lit;u;eka;parasmEpaxI;kaWa;:curAxiH}/kaWa1{karwari;lit;ma;eka;parasmEpaxI;kaWa;:curAxiH}/kaWa1{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;kaWa;:curAxiH}/kaWa1{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;kaWa;:curAxiH}/kaWa1{Nijanwa;karwari;lit;u;eka;parasmEpaxI;kaWa;:curAxiH}/kaWa1{Nijanwa;karwari;lit;u;eka;AwmanepaxI;kaWa;:curAxiH}/kaWa1{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;kaWa;:curAxiH}/kaWa1{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;kaWa;:curAxiH}	kaWa1{karwari;lit;pra;eka;parasmEpaxI;kaWa;:curAxiH}	aBihiwa_karwA,0;sakarmaka	kahA					
6	vAnaraH		vAnaraH	vAnara{puM;1;eka}	vAnara{puM;1;eka}	viSeRaNam,7	banxara					
7	sugrIvaH		sugrIvaH	sugrIva{puM;1;eka}	sugrIva{puM;1;eka}	karwA,10	sugrIva					
8	SafkiwaH		SafkiwaScAsInniwyaM	Safkin{avya;wasil}/Safkiwa{puM;1;eka(Sak1;kwa;Sakiz;:BvAxiH)}	Safkiwa{puM;1;eka(Sak1;kwa;Sakiz;:BvAxiH)}	viXeya_viSeRaNam,7						
9	ca			ca{avya}	ca{avya}	sambanXaH,8	Ora					
10	AsIw			as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,7;sakarmaka	WA					
11	niwyaM			niwya{puM;2;eka}/niwya{napuM;1;eka}/niwya{napuM;2;eka}	niwya{napuM;2;eka}	karma,8	niwya_ko					
12	vIryeNa		vIryeNa	vIrya{napuM;3;eka}/vIrya{puM;3;eka(vIra1;yaw;vIra;:curAxiH)}/vIrya{napuM;3;eka(vIra1;yaw;vIra;:curAxiH)}	vIrya{napuM;3;eka}	hewuH,8	SUravIrawe_se					
13	rAGave		rAGave	rAGava{puM;7;eka}	rAGava{puM;7;eka}	sampraxAnam,8	raGuvaMSI_meM					
