index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	waM		waM	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	viSeRaNam,10	usako					
2	vrajanwaM		vrajanwaM	vrajaw{puM;2;eka(vraj1;Sawq_lat;vrajaz;:BvAxiH)}	vrajaw{puM;2;eka(vraj1;Sawq_lat;vrajaz;:BvAxiH)}	viSeRaNam,10	GUmane_ko					
3	priyaH		priyo	prI{napuM;6;eka}/prI{napuM;5;eka}/priya{puM;1;eka}	priya{puM;1;eka}	viSeRaNam,5	prI_kA					
4	BrAwA		BrAwA	BrAwq{puM;1;eka}	BrAwq{puM;1;eka}	viSeRaNam,5	BAI					
5	lakRmaNaH		lakRmaNoZnujagAma	lakRmaNa{puM;1;eka}	lakRmaNa{puM;1;eka}	karwA,6	lakRmaNa					
6	anu-jagAma			anu-gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}/gam1{karwari;lit;u;eka;parasmEpaxI;gamLz;:BvAxiH}	anu-gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}	aBihiwa_karwA,5;sakarmaka	gayA					
7	snehAw		snehAxvinayasampannaH	sneha{puM;5;eka}	sneha{puM;5;eka}	hewuH,13	sneha_se					
8	vinaya-sampannaH			vinaya-sampanna{puM;1;eka(vinaya-pax1;kwa;paxaz;:xivAxiH)}	vinaya-sampanna{puM;1;eka(vinaya-pax1;kwa;paxaz;:xivAxiH)}	viSeRaNam,5	vinaya-sampanna		<vinaya-sampannaH>T3			
9	sumiwrAnanxa-varXanaH		sumiwrAnanxavarXanaH	sumiwrAnanxa-varXana{puM;1;eka}	sumiwrAnanxa-varXana{puM;1;eka}	viSeRaNam,5	sumiwrAnanxa-varXana		<sumiwrA-<Ananxa-varXanaH>T6>T6			
10	BrAwaraM		BrAwaraM	BrAwq{puM;2;eka}	BrAwq{puM;2;eka}	karma,6	BAI_ko					
11	xayiwaH		xayiwo	xayiwa{puM;1;eka(xay1;kwa;xayaz;:BvAxiH)}	xayiwa{puM;1;eka(xay1;kwa;xayaz;:BvAxiH)}	viSeRaNam,5	xAna-xiyA_huA					
12	BrAwuH		BrAwuH	BrAwq{puM;5;eka}/BrAwq{puM;6;eka}	BrAwq{puM;6;eka}	RaRTIsambanXaH,11	BAI_se					
13	sOBrAwram		sOBrAwramanuxarSayan	sOBrAwra{napuM;1;eka}/sOBrAwra{napuM;2;eka}	sOBrAwra{napuM;2;eka}	karma,14	sOBrAwra		<sO-BrAwram>K1			
14	anu-xarSayan			anu-xarSayan}	anu-xarSayan{puM;1;eka(anu-xqS1;Sawq_lat;xqSa़़;:curAxiH)}	varwamAnasamAnakAlaH,6	anu-					
