index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	SruwvA		SruwvA	Sru1{avya;kwvA;Sru;:BvAxiH}	Sru1{avya;kwvA;Sru;:BvAxiH}	pUrvakAlaH,8						
2	ca		cEwawwrilokajFo	ca{avya}	ca{avya}	sambanXaH,1	Ora					
3	ewaw			ewax{sarvanAma;napuM;1;eka}/ewax{sarvanAma;napuM;2;eka}	ewax{sarvanAma;napuM;2;eka}	viSeRaNam,7	yaha					
4	wri-lokajFaH			wri-lokajFa{puM;1;eka}	wri-lokajFa{puM;1;eka}	viSeRaNam,6	wIna-lokajFa		<wri-loka>DjFaH>U			
5	vAlmIkeH		vAlmIkernAraxo	vAlmIki{puM;5;eka}/vAlmIki{puM;6;eka}	vAlmIki{puM;5;eka}/vAlmIkipuM;6;eka}	RaRTIsambanXaH,7	vAlmIki_se					
6	nAraxaH			nAraxa{puM;1;eka}	nAraxa{puM;1;eka}	karwA,1	nAraxa					
7	vacaH		vacaH	vaca{puM;1;eka}/vacas{napuM;1;eka}/vacas{napuM;2;eka}/vacas{napuM;8;eka}	vaca{puM;1;eka}/vacasnapuM;1;eka}/vacasnapuM;2;eka}/vacasnapuM;8;eka}	karma,1	wowA					
8	SrUyawAm		SrUyawAmiwi	Sru1{karmaNi;lot;pra;eka;AwmanepaxI;Sru;:BvAxiH}	Sru1{karmaNi;lot;pra;eka;AwmanepaxI;Sru;:BvAxiH}	vAkyakarma,9	sune					
9	iwi			iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,14	EsA					
10	ca		cAmanwrya	ca{avya}	ca{avya}	sambanXaH,9	Ora					
11	Amanwrya			mawr1{avya;lyap;mawriz;:curAxiH}	Af_mawr1{avya;lyap;mawriz;:curAxiH}	pUrvakAlaH,9						
12	prahqRtaH		prahqRto	prahqRta{puM;1;eka(hqR2;kwa;hqRaz;:xivAxiH)}	prahqRta{puM;1;eka(hqR2;kwa;hqRaz;:xivAxiH)}	varwamAnasamAnakAlaH,14	prasanna		<pra-hqRtaH>Tp			
13	vAkyam		vAkyamabravIw	vAkya{napuM;1;eka}/vAkya{napuM;2;eka}	vAkya{napuM;1;eka}/vAkyanapuM;2;eka}	karma,14	vAkya					
14	abravIw			brU1{karwari;laf;pra;eka;parasmEpaxI;brUF;:axAxiH}	brU1{karwari;laf;pra;eka;parasmEpaxI;brUF;:axAxiH}	aBihiwa_karwA,6	kahA					
