index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	wawra		wawra	wawra{avya}	wawra{avya}	aXikaraNam,6	vahAz					
2	lafkAM		lafkAM	lafkA{swrI;2;eka}	lafkA{swrI;2;eka}	viSeRaNam,4	lafkA_ko					
3	samAsAxya		samAsAxya	Rax2{avya;lyap;RaxLz;:wuxAxiH}	sam_Af_Rax2{avya;lyap;RaxLz;:wuxAxiH}	pUrvakAlaH,6			<sam-A-sAxya>Tg			
4	purIM		purIM	purI{swrI;2;eka}	purI{swrI;2;eka}	karma,3	purI_ko					
5	rAvaNa-pAliwAm		rAvaNapAliwAm	rAvaNa-pAli{wal;swrI;2;eka}/rAvaNa-pAliwA{swrI;2;eka(pAl1;kwa;pAlaz;:curAxiH)}	rAvaNa-pAli{wal;swrI;2;eka}	viSeRaNam,2	rAvaNa-pAli_ko		<rAvaNa-pAliwAm>T3			
6	xaxarSa		xaxarSa	xqS1{karwari;lit;u;eka;parasmEpaxI;xqSizr;:BvAxiH}/xqS1{karwari;lit;pra;eka;parasmEpaxI;xqSizr;:BvAxiH}	xqS1{karwari;lit;pra;eka;parasmEpaxI;xqSizr;:BvAxiH}	aBihiwa_karwA,0;sakarmaka	xeKA					
7	sIwAM		sIwAM	sIwA{swrI;2;eka}	sIwA{swrI;2;eka}	karma,6	sIwA_ko					
8	XyAyanwIm		XyAyanwImaSokavanikAM	XyAyanwI{swrI;2;eka(XyE1;Sawq_lat;XyE;:BvAxiH)}	XyAyanwI{swrI;2;eka(XyE1;Sawq_lat;XyE;:BvAxiH)}	viSeRaNam,7	XyAna_karawI_huI					
9	aSoka-vanikAM			aSoka-vani{ka;swrI;2;eka}/vanin{ka;swrI;2;eka}	aSoka-vani{ka;swrI;2;eka}	karma,10	aSoka-vani_ko		<aSoka-vanikAM>K1			
10	gawAm		gawAm	gawA{swrI;2;eka(gam1;kwa;gamLz;:BvAxiH)}	gawA{swrI;2;eka(gam1;kwa;gamLz;:BvAxiH)}	varwamAnasamAnakAlaH,6	gayI_huI					
