index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	vAryamANaH		vAryamANaH	vAryamANa{puM;1;eka(vq3;SAnac_lat;karmaNi;vqF;:curAxiH)}	vAryamANa{puM;1;eka(vq3;SAnac_lat;karmaNi;vqF;:curAxiH)}	varwamAnasamAnakAlaH,19						
2	su-bahuSaH		subahuSo	su-bahuSaH{avya}	su-bahuSaH{avya}	kriyAviSeRaNam,1	su-bAra_bAra		<su-bahuSaH>K3			
3	mArIcena		mArIcena	mArIca{puM;3;eka}	mArIca{puM;3;eka}	karwA,1	mArIca_se					
4	saH		sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,10	vaha					
5	rAvaNa		rAvaNa	rAvaNa{puM;8;eka}	rAvaNa{puM;8;eka}	samboXyaH,9	rAvaNa					
6	na		na	na{avya}	na{avya}	prawiReXaH,9	nahIM					
7	viroXaH		viroXo	viroXa{puM;1;eka}/viroXa{puM;1;eka(ruX1;GaF;ruXizr;:ruXAxiH)}	viroXa{puM;1;eka}	karma,9	viroXa					
8	balavawA		balavawA	bala{mawup;puM;3;eka}/bala{mawup;napuM;3;eka}	bala{mawup;puM;3;eka}	viSeRaNam,11	bala_se					
9	kRamaH		kRamo	kRama{puM;1;eka}	kRama{puM;1;eka}	vAkyakarma,24	yogya					
10	rAvaNaH		rAvaNaH	rAvaNa{puM;1;eka}	rAvaNa{puM;1;eka}	karma,1	rAvaNa					
11	wena		wena	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;:wanAxiH}	wax{sarvanAma;puM;3;eka}	karwA,9	usase					
12	we		we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax-yuRmax{sarvanAma;6;eka}	RaRTIsambanXaH,7	ve					
13	anAxqwya		anAxqwya	anAxqwya}	anAxqwya}	pUrvakAlaH,19			<na-Axqwya>Tn			
14	wu		wu	wu{avya}	wu{avya}	sambanXaH,13	wo					
15	waw		waxvAkyaM	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	waxsarvanAma;{napuM;2;eka}	viSeRaNam,16						
16	vAkyaM			vAkya{napuM;1;eka}/vAkya{napuM;2;eka}	vAkya{napuM;2;eka}	karma,13	vAkya					
17	rAvaNaH		rAvaNaH	rAvaNa{puM;1;eka}	rAvaNa{puM;1;eka}	karwA,19	rAvaNa					
18	kAla-coxiwaH		kAlacoxiwaH	kAla-coxiwa{puM;1;eka(kAla-cux1;kwa;cuxaz;:curAxiH)}	kAla-coxiwa{puM;1;eka(kAla-cux1;kwa;cuxaz;:curAxiH)}	viSeRaNam,17	samaya-preraNA_kiyA_huA		<kAla-coxiwaH>T3			
19	jagAma		jagAma	gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}/gam1{karwari;lit;u;eka;parasmEpaxI;gamLz;:BvAxiH}	gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}	aBihiwa_karwA,17;sakarmaka	gayA					
20	saha-mArIcaH		sahamArIcaswasyASramapaxaM	saha{avya-mArIca;puM;1;eka}	saha{avya-mArIca;puM;1;eka}	sahArWaH,22	saha-mArIca		<saha-mArIcaH>Bvs			
21	wasya			wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	waxsarvanAma{puM;6;eka}	RaRTIsambanXaH,22	usakA					
22	ASrama-paxaM			ASrama-pax{puM;2;eka}/paxa{napuM;1;eka}/paxa{napuM;2;eka}/paxa{puM;2;eka}	ASrama-paxa{napuM;2;eka}	karma,19	ASrama-pEra_ko		<ASrama-paxaM>T6			
23	waxA		waxA	waxA{avya}	waxA{avya}	aXikaraNam,19	waba					
24	(iwi)				iwi{avya}	vAkyakarma_xyowakaH,1						
