index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	guhena		guhena	guha{puM;3;eka}	guha{puM;3;eka}	sahArWaH,2	guha_se					
2	sahiwaH		sahiwo	sahiwq{puM;8;eka}/sahiwq{napuM;8;eka}/sahiwa{puM;1;eka}	sahiwa{puM;1;eka}	viXeya-viSeRaNam,3	sahiwq					
3	rAmaH		rAmo	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	viXeya-viSeRaNam,7	rAma					
4	lakRmaNena		lakRmaNena	lakRmaNa{puM;3;eka}	lakRmaNa{puM;3;eka}	sahArWaH,2	lakRmaNa_se					
5	ca		ca	ca{avya}	ca{avya}	samuccayaxyowakaH,6	Ora					
6	sIwayA		sIwayA	sIwA{swrI;3;eka}	sIwA{swrI;3;eka}	samucciwaH,4	sIwA_se					
7	we		we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;1;bahu}	karwA,10	ve					
8	vanena		vanena	vana{napuM;3;eka}	vana{napuM;3;eka}	karaNam_vIpsA,9	vana_se					
9	vanaM		vanaM	vana{napuM;1;eka}/vana{napuM;2;eka}	vana{napuM;2;eka}	karma,10	vana					
10	gawvA		gawvA	gam1{avya;kwvA;gamLz;:BvAxiH}	gam1{avya;kwvA;gamLz;:BvAxiH}	pUrvakAlaH,27						
11	naxIH		naxIswIrwvA	naxI{swrI;2;bahu}	naxI{swrI;2;bahu}	karma,12	naxiyoM_ko					
12	wIrwvA			wQ1{avya;kwvA;wQ;:BvAxiH}	wQ1{avya;kwvA;wQ;:BvAxiH}	pUrvakAlaH,27						
13	bahUxakAH		bahUxakAH	bahUxaka{puM;1;bahu}	bahUxaka{puM;1;bahu}	viSeRaNam,11	bahUxaka		<bahu-uxakAH>Bs6			
