index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	ciwrakUtaM		ciwrakUtaM	ciwrakUta{puM;2;eka}/ciwrakUta{napuM;1;eka}/ciwrakUta{napuM;2;eka}	ciwrakUta{napuM;2;eka}	karma,2	ciwrakUta_ko					
2	gawe		gawe	gawi{swrI;8;eka}/gawa{puM;7;eka(gam1;kwa;gamLz;:BvAxiH)}/gawa{napuM;1;xvi(gam1;kwa;gamLz;:BvAxiH)}/gawa{napuM;2;xvi(gam1;kwa;gamLz;:BvAxiH)}/gawa{napuM;7;eka(gam1;kwa;gamLz;:BvAxiH)}/gawA{swrI;1;xvi(gam1;kwa;gamLz;:BvAxiH)}/gawA{swrI;2;xvi(gam1;kwa;gamLz;:BvAxiH)}	gawA{swrI;2;xvi(gam1;kwa;gamLz;:BvAxiH)}	BAvalakRaNasapwamI_pUrvakAlaH,9	gayIM_huIM					
3	rAme		rAme	rAmA{swrI;1;xvi}/rAmA{swrI;2;xvi}/rAmA{swrI;8;eka}/rAmA{swrI;8;xvi}/rAma{puM;7;eka}	rAmA{swrI;2;xvi}	karwA,2	rAmAoM_ko					
4	puwra-Soka-AwuraH		puwraSokAwuraswaWA	puwra-Soka-Awura{puM;1;eka}	puwra-Soka-Awura{puM;1;eka}	viSeRaNam,6	puwra-Soka-Awura		<<puwra-Soka>T6-AwuraH>T3			
5	waWA			waWA{avya}	waWA{avya}	samuccaya_xyowakaH,6	vEse					
6	rAjA		rAjA	rAjan{puM;1;eka}	rAjan{puM;1;eka}	samucciwaH,7	rAjA					
7	xaSaraWaH		xaSaraWaH	xaSaraWa{puM;1;eka}	xaSaraWa{puM;1;eka}	karwA,9	xaSaraWa1					
8	svargaM		svargaM	svarga{puM;2;eka}	svarga{puM;2;eka}	karma,9	svarga					
9	jagAma		jagAma	gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}/gam1{karwari;lit;u;eka;parasmEpaxI;gamLz;:BvAxiH}	gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}	aBihiwa_karwA,7;sakarmaka	gayA					
10	vilapan		vilapan	vilapaw{puM;1;eka(lap1;Sawq_lat;lapaz;:BvAxiH)}	vilapaw{puM;1;eka(lap1;Sawq_lat;lapaz;:BvAxiH)}	varwamAnasamAnakAlaH,9	vilApa_karawA_huA					
11	suwam		suwam	suwa{puM;2;eka}/Ru2{karwari;lot;ma;xvi;parasmEpaxI;Ru;:axAxiH}/suwa{puM;2;eka(Ru3;kwa;RuF;:svAxiH)}/suwa{napuM;1;eka(Ru3;kwa;RuF;:svAxiH)}/suwa{napuM;2;eka(Ru3;kwa;RuF;:svAxiH)}/suwa{puM;2;eka(Su1;kwa;Su;:BvAxiH)}/suwa{napuM;1;eka(Su1;kwa;Su;:BvAxiH)}/suwa{napuM;2;eka(Su1;kwa;Su;:BvAxiH)}/suwa{puM;2;eka(Ru2;kwa;Ru;:axAxiH)}/suwa{napuM;1;eka(Ru2;kwa;Ru;:axAxiH)}/suwa{napuM;2;eka(Ru2;kwa;Ru;:axAxiH)}	suwa{napuM;2;eka(Ru2;kwa;Ru;:axAxiH)}	karma,10	udZelA_gaye_ko					
