index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	gawvA		gawvA	gam1{avya;kwvA;gamLz;:BvAxiH}	gam1{avya;kwvA;gamLz;:BvAxiH}	pUrvakAlaH,7						
2	wu		wu	wu{avya}	wu{avya}	sambanXaH,7	wo					
3	saH		sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,7	vaha					
4	mahAwmAnaM		mahAwmAnaM	mahAwman{puM;2;eka}	mahAwman{puM;2;eka}	viSeRaNam,9	mahAwmA_ko		<mahA-AwmAnaM>Bs6			
5	rAmaM		rAmaM	rAma{puM;2;eka}	rAma{puM;2;eka}	karma,1	rAma_ko					
6	sawya-parAkramam		sawyaparAkramam	sawya-parAkrama{puM;2;eka}	sawya-parAkrama{puM;2;eka}	viSeRaNam,9	sawya-parAkrama_ko		<sawya-parAkramam>Bs6			
7	ayAcaw		ayAcax	yAc1{karwari;laf;pra;eka;parasmEpaxI;tuyAcqz;:BvAxiH}	yAc1{karwari;laf;pra;eka;parasmEpaxI;tuyAcqz;:BvAxiH}	aBihiwa_karwA,3;sakarmaka	yAcanA_kI					
8	BrAwaraM		BrAwaraM	BrAwq{puM;2;eka}	BrAwq{puM;2;eka}	viSeRaNam,9	BAI_ko					
9	rAmam		rAmamAryaBAvapuraskqwaH	rAma{puM;2;eka}	rAma{puM;2;eka}	karma,7	rAma_ko					
10	Arya-BAva-puraskqwaH			Q1{Nyaw;Q;:kryAxiH-BU1;GaF;BU;:BvAxiH}/BU2{GaF;BU;:curAxiH}/Buv1{GaF;Buvoz;:curAxiH-puraskqwa;puM;1;eka}	Buv1GaF;Buvoz;:curAxiH-puraskqwa{puM;1;eka}	viSeRaNam,3			<<Arya-BAva>K1-puraskqwaH>T3			
11	wvam		wvameva	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karma,19	wuma					
12	eva			eva{avya}	eva{avya}	sambanXaH,19	hI					
13	rAjA		rAjA	rAjan{puM;1;eka}	rAjan{puM;1;eka}	karwA,19	rAjA					
14	XarmajFaH		XarmajFa	XarmajFa{puM;1;eka}	XarmajFa{puM;1;eka}	viXeya-viSeRaNam,13	XarmajFa		<Xarma-jFaH>U			
15	iwi		iwi	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,18	EsA					
16	rAmaM		rAmaM	rAma{puM;2;eka}	rAma{puM;2;eka}	karma,18	rAma_ko					
17	vacaH		vacoZbravIw	vaca{puM;1;eka}/vacas{napuM;1;eka}/vacas{napuM;2;eka}/vacas{napuM;8;eka}	vaca{puM;1;eka}	karwA,18	wowA					
18	abravIw			brU1{karwari;laf;pra;eka;parasmEpaxI;brUF;:axAxiH}	brU1{karwari;laf;pra;eka;parasmEpaxI;brUF;:axAxiH}	aBihiwa_karwA,17;sakarmaka	kahA					
19	(aswi)				as1{karwari;lat;pra;eka;parasmEpaxI;as;:axAxiH}	vAkyakarma,15						
