index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	wawaH		wawoZagnivacanAwsIwAM	wawaH{avya}	wawaH{avya}	sambanXaH,4	vahAz_se					
2	agni-vacanAw			agni-vacana{napuM;5;eka}	agni-vacana{napuM;5;eka}	hewuH,4	agni-vacana_se		<agni-vacanAw>T6			
3	sIwAM			sIwA{swrI;2;eka}	sIwA{swrI;2;eka}	karma,4	sIwA_ko					
4	jFAwvA		jFAwvA	jFA2{avya;kwvA;jFA;:kryAxiH}/jFA1{avya;kwvA;jFA;:BvAxiH}	jFA1{avya;kwvA;jFA;:BvAxiH}	pUrvakAlaH,12						
5	vigawa-kalmaRAm		vigawakalmaRAm	gam1{kwa;gamLz;:BvAxiH-kalmaRA;swrI;2;eka}	vi_gam1{kwa;gamLz;:BvAxiH-kalmaRA;swrI;2;eka}	viSeRaNam,3	gam1-kalmaRA_ko		<vigawa-kalmaRAm>Bs5			
6	karmaNA		karmaNA	karman{napuM;3;eka}	karman{napuM;3;eka}	karaNam_vIpsA,12	karma_se					
7	wena		wena	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;:wanAxiH}	waxsarvanAma{napuM;3;eka}	viSeRaNam,6	usase					
8	mahawA		mahawA	mahaw{puM;3;eka}/mahaw{napuM;3;eka}	mahaw{napuM;3;eka}	viSeRaNam,6	mahAn_se					
9	wrElokyaM		wrElokyaM	wrElokya{napuM;1;eka}/wrElokya{napuM;2;eka}	wrElokya{napuM;1;eka}	karma,12	wIna_loka					
10	sa-carAcaram		sacarAcaram	sa-carAcara{puM;2;eka}/carAcara{napuM;1;eka}/carAcara{napuM;2;eka}	carAcara{napuM;1;eka}	viSeRaNam,9	sa-carAcara_ko		<sa-<cara-acaram>Di>Bvs			
11	sa-xevarRigaNaM		saxevarRigaNaM	sa-xevarRigaNam}	sa-xevarRigaNam{napuM;1;eka}	viSeRaNam,9	sa-		<sa-<<xeva-qRi>Di-gaNaM>T6>Bvs			
12	wuRtaM		wuRtaM	wuRta{puM;2;eka(wuR1;kwa;wuRaz;:xivAxiH)}/wuRta{napuM;1;eka(wuR1;kwa;wuRaz;:xivAxiH)}/wuRta{napuM;2;eka(wuR1;kwa;wuRaz;:xivAxiH)}	wuRta{napuM;2;eka(wuR1;kwa;wuRaz;:xivAxiH)}	aBihiwa_karma,9;sakarmaka						
13	rAGavasya		rAGavasya	rAGava{puM;6;eka}	rAGava{puM;6;eka}	RaRTIsambanXaH,6	raGuvaMSI_kA					
14	mahAwmanaH		mahAwmanaH	mahAwman{puM;2;bahu}/mahAwman{puM;5;eka}/mahAwman{puM;6;eka}	mahAwman{puM;6;eka}	viSeRaNam,13	mahAwmAoM_ko		<mahaw-AwmanaH>Bs6			
15	baBO		baBO	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}/BA1{karwari;lit;u;eka;parasmEpaxI;BA;:axAxiH}	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}	aBihiwa_karwA,16;sakarmaka	camakA					
16	rAmaH		rAmaH	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,15	rAma					
17	saM-pra-hqRtaH		saMprahqRtaH	saM-pra-hqRta{puM;1;eka}	saM-pra-hqRta{puM;1;eka}	viXeya-viSeRaNam,16	saM-pra-harRiwa		<saM-pra-hqRtaH>Tp			
18	pUjiwaH		pUjiwaH	pUjiwa{puM;1;eka(pUj1;kwa;pUjaz;:curAxiH)}	pUjiwa{puM;1;eka(pUj1;kwa;pUjaz;:curAxiH)}	varwamAnasamAnakAlaH,15 	pUjiwa					
19	sarva-xEvawEH		sarvaxEvawEH	sarva-xEvawa{puM;3;bahu}/xEvawa{napuM;3;bahu}	sarva-xEvawa{napuM;3;bahu}	karwA,18	saba-xEvawoM_se		<sarva-xEvawEH>K1			
