index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	saH		sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,2	vaha					
2	jagAma		jagAma	gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}/gam1{karwari;lit;u;eka;parasmEpaxI;gamLz;:BvAxiH}	gam1{karwari;lit;pra;eka;parasmEpaxI;gamLz;:BvAxiH}	aBihiwa_karwA,1;sakarmaka	gayA					
3	vanaM		vanaM	vana{napuM;1;eka}/vana{napuM;2;eka}	vana{napuM;2;eka}	karma,2	vana					
4	vIraH		vIraH	vIra{puM;1;eka}	vIra{puM;1;eka}	viSeRaNam,1	vIra					
5	prawijFAm		prawijFAmanupAlayan	prawijFA{swrI;2;eka}	prawijFA{swrI;2;eka}	karma,6	prawijFA_ko					
6	anu-pAlayan			anu-pAlayaw{puM;1;eka(anu-pAl1;Sawq_lat;pAlaz;:curAxiH)}	anu-pAlayaw{puM;1;eka(anu-pAl1;Sawq_lat;pAlaz;:curAxiH)}	varwamAnasamAnakAlaH,2	anu-pAlana_karawA_huA					
7	piwuH		piwuH	piwq{puM;5;eka}/piwq{puM;6;eka}	piwq{puM;6;eka}	RaRTIsambanXaH,8	piwA_se					
8	vacana-nirxeSAw		vacananirxeSAw	vac1{lyut;vacaz;:axAxiH}/brU1{lyut;brUF;:axAxiH-nirxeSa;puM;5;eka}/nirxeSa{napuM;5;eka}	vac1{lyut;brUF;:axAxiH-nirxeSa;puM;5;eka}	hewuH,3			<vacana-nirxeSAw>K1			
9	kEkeyyAH		kEkeyyAH	kEkeyI{swrI;5;eka}/kEkeyI{swrI;6;eka}	kEkeyI{swrI;6;eka}	RaRTIsambanXaH,10	kEkeyI_se					
10	priya-kAraNAw		priyakAraNAw	priya-kAraNa{puM;5;eka}/kAraNa{napuM;5;eka}	priya-kAraNa{puM;5;eka}	hewuH,3	priya-kAraNa_se		<priya-kAraNAw>K1			
