index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	rAmaH		rAmoZpi	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,8	rAma					
2	api			api{avya}	api{avya}	sambanXaH,10	BI					
3	parama-uxAraH		paramoxAraH	parama-uw_q2{karwari;luf;ma;eka;parasmEpaxI;q;:juhowyAxiH}/parama-uxAra{puM;1;eka(q1;GaF;q;:BvAxiH)}/parama-uxAra{puM;1;eka(q2;GaF;q;:juhowyAxiH)}	parama-uxAra{puM;1;eka(q1;GaF;q;:BvAxiH)}	viSeRaNam,1	uw_q2_pp_skyA		<parama-uxAraH>K1			
4	sumuKaH		sumuKaH	sumuKa{puM;1;eka}	sumuKa{puM;1;eka}	viSeRaNam,1	suhAvanA		<su-muKaH>Bsmg			
5	su-mahA-yaSAH		sumahAyaSAH	su-mahA-yaSas{puM;1;eka}	su-mahA-yaSas{puM;1;eka}	viSeRaNam,1	su-gAya-yaSas		<<su-mahA>K3-yaSAH>Bs6			
6	na		na	na{avya}	na{avya}	prawiReXaH,8	nahIM					
7	ca		cEcCaw	ca{avya}	ca{avya}	sambanXaH,8	Ora					
8	EcCaw			iR2{karwari;laf;pra;eka;parasmEpaxI;iRuz;:wuxAxiH}	iR2{karwari;laf;pra;eka;parasmEpaxI;iRuz;:wuxAxiH}	aBihiwa_karwA,1;sakarmaka	icCA_kI					
9	piwuH		piwurAxeSAxrAjyaM	piwq{puM;5;eka}/piwq{puM;6;eka}	piwq{puM;6;eka}	RaRTIsambanXaH,10	piwA_se					
10	AxeSAw			AxeSa{puM;5;eka(xiS1;GaF;xiSaz;:wuxAxiH)}	AxeSa{puM;5;eka(xiS1;GaF;xiSaz;:wuxAxiH)}	hewuH,8	AxeSa_se					
11	rAjyaM			rAjya{napuM;1;eka}/rAjya{napuM;2;eka}	rAjya{napuM;2;eka}	karma,8	rAjya					
12	rAmaH		rAmo	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,22	rAma					
13	mahAbalaH		mahAbalaH	mahAbala{puM;1;eka}	mahAbala{puM;1;eka}	viSeRaNam,12	bahuwa_majabUwa		<mahA-balaH>Bs6			
14	pAxuke		pAxuke	pAxuka{napuM;1;xvi}/pAxuka{napuM;2;xvi}/pAxukA{swrI;1;xvi}/pAxukA{swrI;2;xvi}/pAxuka{napuM;8;xvi}/pAxukA{swrI;8;eka}/pAxukA{swrI;8;xvi}/pAxuka{puM;7;eka}/pAxuka{napuM;7;eka}	pAxukA{swrI;2;xvi}	karma,19	KadAUz					
15	ca		cAsya	ca{avya}	ca{avya}	samuccayaxyowakaH,14	Ora					
16	asya			ixam{sarvanAma;puM;6;eka}/ixam{sarvanAma;napuM;6;eka}/as3{karwari;lot;ma;eka;parasmEpaxI;asuz;:xivAxiH}	ixam{sarvanAma;puM;6;eka}	RaRTIsambanXaH,14	isakA					
17	rAjyAya		rAjyAya	rAjya{napuM;4;eka}	rAjya{napuM;4;eka}	sampraxAnam,19	rAjya_ko					
18	nyAsaM		nyAsaM	nyAsa{puM;2;eka}	nyAsa{puM;2;eka}	karma,19	Xarohara_ko					
19	xawwvA		xawwvA	xA1{avya;kwvA;xAN;:BvAxiH}	xA1{avya;kwvA;xAN;:BvAxiH}	pUrvakAlaH,22						
20	punaH		punaH	punaH{avya}	punaH{avya}	vIpsA,21	Pira					
21	punaH		punaH	punaH{avya}	punaH{avya}	vIpsA,22	Pira					
22	ni-varwayAmAsa		nivarwayAmAsa	ni-vqw1{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;vqwuz;:BvAxiH}/vqw1{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;vqwuz;:BvAxiH}/vqw1{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;vqwuz;:BvAxiH}/vqw1{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}/vqw1{Nijanwa;karwari;lit;u;eka;parasmEpaxI;vqwuz;:BvAxiH}/vqw1{Nijanwa;karwari;lit;u;eka;AwmanepaxI;vqwuz;:BvAxiH}/vqw3{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;vqwuz;:curAxiH}/vqw3{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;vqwuz;:curAxiH}/vqw3{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;vqwuz;:curAxiH}/vqw3{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;vqwuz;:curAxiH}/vqw3{Nijanwa;karwari;lit;u;eka;parasmEpaxI;vqwuz;:curAxiH}/vqw3{Nijanwa;karwari;lit;u;eka;AwmanepaxI;vqwuz;:curAxiH}	vqw1Nijanwa;karwari;lit;pra;eka;parasmEpaxI;vqwuz;:BvAxiH}	aBihiwa_karwA,12;sakarmaka						
23	wawaH		wawo	wawaH{avya}	wawaH{avya}	apAxAnam,22	vahAz_se					
24	BarawaM		BarawaM	Barawa{puM;2;eka}	Barawa{puM;2;eka}/Bq1karwari;lot;ma;xvi;parasmEpaxI;BqF;:BvAxiH}	karma,22	Barawa_ko					
25	BarawAgrajaH		BarawAgrajaH	BarawAgraja{puM;1;eka}	BarawAgraja{puM;1;eka}	viSeRaNam,12	BarawAgraja		<Barawa-agrajaH>T6			
